No.,Level,Property type,Identifier,Class,Property term,Representation term,Associated class,Mult.,Definition,ISO 21378 Module,ISO 21378 Table,Value Domain,Action
920,2,Composition,,PPE Master,Book Value,,Amount,0..1,"The net book value of property, plant, and equipment (PPE) as of the report date, calculated by subtracting the accumulated depreciation and any impairment losses from the original cost of the asset.",Property Plant Equipment,138,,
921,2,Composition,,PPE Master,Fair Value,,Amount,0..1,"The fair value of the property, plant, and equipment (PPE) as of the report date.",Property Plant Equipment,138,,
922,2,Composition,,PPE Master,Impairment Provision,,Amount,0..1,"The decrease in the impairment provision recorded during the removal of property, plant, and equipment (PPE) signifies the reduction in the provision allocated for potential impairment of the asset, reflecting adjustments made to account for changes in the asset's value or condition.",Property Plant Equipment,138,,
923,2,Composition,,PPE Master,Original Cost,,Amount,0..1,"The initial estimated cost incurred at the acquisition of the property, plant, and equipment (PPE)",Property Plant Equipment,138,,
924,2,Composition,,PPE Master,Replacement Cost,,Amount,0..1,"The projected or calculated cost incurred as of the reported date of the property, plant, and equipment (PPE).",Property Plant Equipment,138,,
925,2,Composition,,PPE Master,Residual Value,,Amount,0..1,"The estimated residual value of the property, plant, and equipment (PPE) as of the reporting date.",Property Plant Equipment,138,,
926,2,Composition,,PPE Master,Quantity On Hand,,Quantity,0..1,"The total quantity of a property, plant, and equipment (PPE) item currently available or in possession as of the report date.",Property Plant Equipment,138,,
927,2,Reference Association,,PPE Master,,,Business Segment,0..*,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,138,,
928,2,Reference Association,,PPE Master,Functional,,Currency,0..1,The code of currency in which PPE values are expressed.,Property Plant Equipment,138,,
929,2,Reference Association,,PPE Master,,,Inventory Product,0..1,The specific product tallied during the physical PPE count.,Property Plant Equipment,138,,
930,2,Reference Association,,PPE Master,,,Ledger Account,0..1,"The ledger account associated with the property, plant, and equipment (PPE) as of the report date.",Property Plant Equipment,138,,
931,2,Reference Association,,PPE Master,Accumulated Depreciation Account,,Ledger Account,0..1,"The ledger account representing the accumulated depreciation of the property, plant, and equipment (PPE) as of the report date.",Property Plant Equipment,138,,
932,2,Reference Association,,PPE Master,Impairment Provision Account,,Ledger Account,0..1,"The ledger account representing the provision allocated for potential impairment of the property, plant, and equipment (PPE) as of the report date.",Property Plant Equipment,138,,
933,2,Reference Association,,PPE Master,,,Measurement Unit,0..1,"The unit of measurement for quantifying the amount of property, plant, or equipment assets.",Property Plant Equipment,138,,
934,2,Reference Association,,PPE Master,,,PPE Type,0..1,The specific category of supplier that is classified at a subordinate level within a PPE type hierarchy.,Property Plant Equipment,138,,
935,2,Reference Association,,PPE Master,,,Purchase Order,0..1,The class represents purchase orders recorded in the corresponding containing class within the specified period.,Property Plant Equipment,138,,
936,2,Reference Association,,PPE Master,,,Purchase Order Line,0..1,The class represents purchase orders recorded in the corresponding containing class within the specified period.,Property Plant Equipment,138,,
937,2,Reference Association,,PPE Master,,,Supplier,0..1,The class containing essential information about supplier.,Property Plant Equipment,138,,
938,1,Class,,PPE Removal,,,,,"A class capturing the disposal of property, plant, and equipment (PPE).",Property Plant Equipment,142,,
939,2,Attribute,PK,PPE Removal,ID,Identifier,,1..1,"The unique identifier assigned to each entry recording a disposal of the property, plant, and equipment (PPE) item.",Property Plant Equipment,142,Identifier Medium,
940,2,Attribute,,PPE Removal,Tag Number,Char,,0..1,"The identification tag associated with PPE, which may coincide with PPE ID when a single piece of equipment is involved.",Property Plant Equipment,142,Char Medium,
941,2,Attribute,,PPE Removal,Type Name,Name,,0..1,"The textual description denotes the type of removal associated with property, plant, and equipment (PPE)",Property Plant Equipment,142,Name Short,
942,2,Attribute,,PPE Removal,Date,Date,,0..1,"The specific date when a property, plant, and equipment (PPE) item was removed from the PPE Master.",Property Plant Equipment,142,DATE,
943,2,Attribute,,PPE Removal,Reason,Text,,0..1,"The rationale for removing the data of a property, plant, and equipment (PPE) item from the PPE Master.",Property Plant Equipment,142,Text Medium,
944,2,Composition,,PPE Removal,,,Activities,0..1,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Property Plant Equipment,142,,
945,2,Composition,,PPE Removal,Accumulated Depreciation,,Amount,0..1,The total accumulated depreciation recorded at the time of the removal transaction for the relevant asset.,Property Plant Equipment,142,,
946,2,Composition,,PPE Removal,Cash Proceeds,,Amount,0..1,The monetary value of cash proceeds received as a result of the removal transaction.,Property Plant Equipment,142,,
947,2,Composition,,PPE Removal,Expense,,Amount,0..1,"The cost or expenditure directly associated with the process of removing the property, plant, and equipment (PPE) from the company's records or operations.",Property Plant Equipment,142,,
948,2,Composition,,PPE Removal,Impairment Provision,,Amount,0..1,"The decrease in the impairment provision recorded during the removal of property, plant, and equipment (PPE) from the PPE master.",Property Plant Equipment,142,,
949,2,Composition,,PPE Removal,Non Cash Proceeds,,Amount,0..1,"The value of assets or benefits received, excluding cash, at the disposal of property, plant, and equipment (PPE).",Property Plant Equipment,142,,
950,2,Composition,,PPE Removal,Original Cost,,Amount,0..1,"The initial estimated cost incurred at the acquisition of the property, plant, and equipment (PPE)",Property Plant Equipment,142,,
951,2,Composition,,PPE Removal,Realized Gain Loss,,Amount,0..1,"The monetary value of the realized gain or loss associated with the removal transaction, as recorded on the Income Statement.",Property Plant Equipment,142,,
952,2,Composition,,PPE Removal,Residual Value,,Amount,0..1,"The residual value of the asset adjusted during the disposal of property, plant, and equipment (PPE).",Property Plant Equipment,142,,
953,2,Composition,,PPE Removal,Unrealized Gain Loss,,Amount,0..1,"The amount of unrealized gain or loss recorded on the balance sheet at the disposal of the property, plant, and equipment (PPE), representing the difference between the current market value and the original cost, until the asset is sold or otherwise disposed of.",Property Plant Equipment,142,,
954,2,Composition,,PPE Removal,,,Quantity,0..1,"The reduced quantity of the property, plant, and equipment (PPE) at the point of disposal.",Property Plant Equipment,142,,
955,2,Reference Association,,PPE Removal,,,Accounting Period,0..1,The class represents the specific period within a fiscal year delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.,Property Plant Equipment,142,,
956,2,Reference Association,,PPE Removal,,,Business Segment,0..*,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Property Plant Equipment,142,,
957,2,Reference Association,,PPE Removal,Functional,,Currency,0..1,The code of currency in which PPE values are expressed.,Property Plant Equipment,142,,
958,2,Reference Association,,PPE Removal,Realized Gain Loss Acount,,Ledger Account,0..1,The ledger account where realized gains or losses associated with the removal transaction are recorded on the Income Statement.,Property Plant Equipment,142,,
