JP07a,JP08a,Month,JP07a_GL02_03,JP07a_GL02_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,Debit_Amount,JP02c_BS28_01,JP02c_BS28_02,GE05gS_01,JP05a_01,JP05a_02,BS04c5_01,BS04c5_02,JP06d_BS16_01,JP06d_BS16_02,Credit_Amount,JP02d_BS28_01,JP02d_BS28_02,GE05h0_01,JP05b_01,JP05b_02,BS04c6_01,BS04c6_02
2328,5,2022-01,2022-01-31,114,1月1日～1月31日分売上,10A100090,売掛金,1918584,O,-,0,27,岩下物産㈱,,,10D100101,電子取引売上高,1918584,S10,標準10%,174416,,,,
2328,6,2022-01,2022-01-31,114,1月1日～1月31日分売上,10A100090,売掛金,2765300,O,-,0,14,㈱藤田,,,10D100102,電子取引以外売上高,2765300,S10,標準10%,251390,,,,
2329,1,2022-01,2022-01-31,115,1月1日～1月31日分売上,10A100090,売掛金,1025820,O,-,0,4,ﾏｰｸﾏｰｹｯﾄ,,,10D100102,電子取引以外売上高,1025820,S10,標準10%,93256,,,,
2329,2,2022-01,2022-01-31,115,1月1日～1月31日分売上,10A100090,売掛金,1668144,O,-,0,9,高橋物産㈱,,,10D100102,電子取引以外売上高,1668144,S10,標準10%,151649,,,,
2329,3,2022-01,2022-01-31,115,1月1日～1月31日分売上,10A100090,売掛金,5786774,O,-,0,14,㈱藤田,,,10D100102,電子取引以外売上高,5786774,S10,標準10%,526070,,,,
2329,4,2022-01,2022-01-31,115,1月1日～1月31日分売上,10A100090,売掛金,2217906,O,-,0,20,㈱久城商事,,,10D100101,電子取引売上高,2217906,S10,標準10%,201627,,,,
2329,5,2022-01,2022-01-31,115,1月1日～1月31日分売上,10A100090,売掛金,3999128,O,-,0,23,㈱鎌田商店,,,10D100101,電子取引売上高,3999128,S10,標準10%,363557,,,,
2329,6,2022-01,2022-01-31,115,1月1日～1月31日分売上,10A100090,売掛金,8918449,O,-,0,28,かめだﾃﾞﾊﾟｰﾄ,,,10D100101,電子取引売上高,8918449,S10,標準10%,810768,,,,
2329,7,2022-01,2022-01-31,115,1月1日～1月31日分売上,10A100090,売掛金,1241068,O,-,0,8,ﾀﾜｰ㈱,,,10D100102,電子取引以外売上高,1241068,S10,標準10%,112824,,,,
2329,8,2022-01,2022-01-31,115,1月1日～1月31日分売上,10A100090,売掛金,4318710,O,-,0,3,㈱ﾁｪｯｸ,,,10D100102,電子取引以外売上高,4318710,S10,標準10%,392610,,,,
2330,1,2022-01,2022-01-31,116,1月1日～1月31日分売上,10A100090,売掛金,1438024,O,-,0,1,五越㈱,,,10D100102,電子取引以外売上高,1438024,S10,標準10%,130729,,,,
2330,2,2022-01,2022-01-31,116,1月1日～1月31日分売上,10A100090,売掛金,1508744,O,-,0,22,㈱渡辺産業,,,10D100101,電子取引売上高,1508744,S10,標準10%,137158,,,,
2330,3,2022-01,2022-01-31,116,1月1日～1月31日分売上,10A100090,売掛金,1431596,O,-,0,14,㈱藤田,,,10D100102,電子取引以外売上高,1431596,S10,標準10%,130145,,,,
2330,4,2022-01,2022-01-31,116,1月1日～1月31日分売上,10A100090,売掛金,362450,O,-,0,29,㈱千代ｻｰﾋﾞｽ,,,10D100101,電子取引売上高,362450,S10,標準10%,32950,,,,
2331,1,2022-01,2022-01-31,117,1月31日伝票No426マークマーケット,10A100020,現金及び預金,1505996,O,-,0,40,三菱東京 梅田,,,10A100090,売掛金,1505996,O,-,0,4,ﾏｰｸﾏｰｹｯﾄ,,
2331,2,2022-01,2022-01-31,117,1月31日伝票No426マークマーケット,10E200690,支払手数料,840,S10,標準10%,76,,,,,10A100090,売掛金,840,O,-,0,4,ﾏｰｸﾏｰｹｯﾄ,,
2332,1,2022-01,2022-01-31,118,1月31日伝票No427株式会社 ＡＢＣ,10A100020,現金及び預金,1663588,O,-,0,10,北海道 駅前,,,10A100090,売掛金,1663588,O,-,0,5,㈱ABC,,
2332,2,2022-01,2022-01-31,118,1月31日伝票No427株式会社 ＡＢＣ,10E200690,支払手数料,840,S10,標準10%,76,,,,,10A100090,売掛金,840,O,-,0,5,㈱ABC,,
2333,1,2022-01,2022-01-31,119,1月31日伝票No428合同会社 エイム商事,10A100020,現金及び預金,465863,O,-,0,,,,,10A100090,売掛金,465863,O,-,0,10,(同)ｴｲﾑ商事,,
2334,1,2022-01,2022-01-31,120,1月31日伝票No429もみじデパート,10A100060,受取手形,18386056,O,-,0,,,,,10A100090,売掛金,18386056,O,-,0,12,もみじﾃﾞﾊﾟｰﾄ,,
2335,1,2022-01,2022-01-31,121,1月31日伝票No430株式会社 畠山商事,10A100020,現金及び預金,630129,O,-,0,20,みずほ 本店,,,10A100090,売掛金,630129,O,-,0,24,㈱畠山商事,,
2335,2,2022-01,2022-01-31,121,1月31日伝票No430株式会社 畠山商事,10E200690,支払手数料,630,S10,標準10%,57,,,,,10A100090,売掛金,630,O,-,0,24,㈱畠山商事,,
2336,1,2022-01,2022-01-31,122,1月31日伝票No431株式会社 千代サービス,10A100020,現金及び預金,1715149,O,-,0,50,福岡 北九州,,,10A100090,売掛金,1715149,O,-,0,29,㈱千代ｻｰﾋﾞｽ,,
2336,2,2022-01,2022-01-31,122,1月31日伝票No431株式会社 千代サービス,10E200690,支払手数料,210,S10,標準10%,19,,,,,10A100090,売掛金,210,O,-,0,29,㈱千代ｻｰﾋﾞｽ,,
2337,1,2022-01,2022-01-31,123,1月1日～1月31日分仕入,10E100130,当期商品仕入高,77112,S10,標準10%,7010,,,,,10B100040,買掛金,77112,O,-,0,8,㈱山下,,
2337,2,2022-01,2022-01-31,123,1月1日～1月31日分仕入,10E100130,当期商品仕入高,17942,S10,標準10%,1631,,,,,10B100040,買掛金,17942,O,-,0,2,㈱Pole,,
2338,1,2022-01,2022-01-31,124,1月1日～1月31日分仕入,10E100130,当期商品仕入高,4344303,S10,標準10%,394936,,,,,10B100040,買掛金,4344303,O,-,0,14,(同)ｳｪｽﾄ,,
2338,2,2022-01,2022-01-31,124,1月1日～1月31日分仕入,10E100130,当期商品仕入高,4775976,S10,標準10%,434179,,,,,10B100040,買掛金,4775976,O,-,0,3,㈱ﾁｪｯｸ,,
2338,3,2022-01,2022-01-31,124,1月1日～1月31日分仕入,10E100130,当期商品仕入高,1909347,S10,標準10%,173577,,,,,10B100040,買掛金,1909347,O,-,0,13,ﾅｶﾑﾗ産業㈱,,
2338,4,2022-01,2022-01-31,124,1月1日～1月31日分仕入,10E100130,当期商品仕入高,8427411,S10,標準10%,766128,,,,,10B100040,買掛金,8427411,O,-,0,1,㈱Y2,,
2338,5,2022-01,2022-01-31,124,1月1日～1月31日分仕入,10E100130,当期商品仕入高,6049943,S10,標準10%,549994,,,,,10B100040,買掛金,6049943,O,-,0,11,㈱まつむら,,
2338,6,2022-01,2022-01-31,124,1月1日～1月31日分仕入,10E100130,当期商品仕入高,1072048,S10,標準10%,97458,,,,,10B100040,買掛金,1072048,O,-,0,2,㈱Pole,,
2338,7,2022-01,2022-01-31,124,1月1日～1月31日分仕入,10E100130,当期商品仕入高,128520,S10,標準10%,11683,,,,,10B100040,買掛金,128520,O,-,0,8,㈱山下,,
2338,8,2022-01,2022-01-31,124,1月1日～1月31日分仕入,10E100130,当期商品仕入高,517154,S10,標準10%,47014,,,,,10B100040,買掛金,517154,O,-,0,12,㈱有江,,
2339,1,2022-01,2022-01-31,125,1月1日～1月31日分仕入,10E100130,当期商品仕入高,2620813,S10,標準10%,238255,,,,,10B100040,買掛金,2620813,O,-,0,9,斉藤産業㈱,,
2339,2,2022-01,2022-01-31,125,1月1日～1月31日分仕入,10E100130,当期商品仕入高,1692895,S10,標準10%,153899,,,,,10B100040,買掛金,1692895,O,-,0,15,㈱はなまる商事,,
2339,3,2022-01,2022-01-31,125,1月1日～1月31日分仕入,10E100130,当期商品仕入高,5256041,S10,標準10%,477821,,,,,10B100040,買掛金,5256041,O,-,0,7,㈱ｻﾝｾｯﾄ,,
2339,4,2022-01,2022-01-31,125,1月1日～1月31日分仕入,10E100130,当期商品仕入高,77112,S10,標準10%,7010,,,,,10B100040,買掛金,77112,O,-,0,8,㈱山下,,
2340,1,2022-01,2022-01-31,126,1月1日～1月31日分仕入,10E100130,当期商品仕入高,5649316,S10,標準10%,513574,,,,,10B100040,買掛金,5649316,O,-,0,5,小藤丸㈱,,
2340,2,2022-01,2022-01-31,126,1月1日～1月31日分仕入,10E100130,当期商品仕入高,1466688,S10,標準10%,133335,,,,,10B100040,買掛金,1466688,O,-,0,4,㈱ｱﾀｯﾁ,,
2340,3,2022-01,2022-01-31,126,1月1日～1月31日分仕入,10E100130,当期商品仕入高,4760408,S10,標準10%,432764,,,,,10B100040,買掛金,4760408,O,-,0,10,鈴木販売㈱,,
2340,4,2022-01,2022-01-31,126,1月1日～1月31日分仕入,10E100130,当期商品仕入高,5017707,S10,標準10%,456155,,,,,10B100040,買掛金,5017707,O,-,0,6,㈱ﾊﾅﾀﾞ,,
2340,5,2022-01,2022-01-31,126,1月1日～1月31日分仕入,10E100130,当期商品仕入高,269134,S10,標準10%,24466,,,,,10B100040,買掛金,269134,O,-,0,2,㈱Pole,,
2340,6,2022-01,2022-01-31,126,1月1日～1月31日分仕入,10E100130,当期商品仕入高,123379,S10,標準10%,11216,,,,,10B100040,買掛金,123379,O,-,0,8,㈱山下,,
2341,1,2022-01,2022-01-31,127,1月1日～1月31日分仕入,10E100130,当期商品仕入高,17942,S10,標準10%,1631,,,,,10B100040,買掛金,17942,O,-,0,2,㈱Pole,,
2341,2,2022-01,2022-01-31,127,1月1日～1月31日分仕入,10E100130,当期商品仕入高,25704,S10,標準10%,2336,,,,,10B100040,買掛金,25704,O,-,0,8,㈱山下,,
2342,1,2022-01,2022-01-31,128,1月31日伝票No324株式会社 Pole,10B100040,買掛金,1897392,O,-,0,2,㈱Pole,,,10A100020,現金及び預金,1897392,O,-,0,20,みずほ 本店,,
2343,1,2022-01,2022-01-31,129,1月31日伝票No325小藤丸株式会社,10B100040,買掛金,6301802,O,-,0,5,小藤丸㈱,,,10B100030,支払手形,6301802,O,-,0,,,,
2343,2,2022-01,2022-01-31,129,資金移動,10A100020,現金及び預金,12000000,O,-,0,20,みずほ 本店,,,10A100020,現金及び預金,12000000,O,-,0,1,みずほ銀行,,
2344,1,2022-01,2022-01-31,130,1月31日伝票No326株式会社 サンセット,10B100040,買掛金,6922413,O,-,0,7,㈱ｻﾝｾｯﾄ,,,10A100020,現金及び預金,6922413,O,-,0,20,みずほ 本店,,
2345,1,2022-01,2022-01-31,131,1月31日伝票No327斉藤産業株式会社,10B100040,買掛金,2897127,O,-,0,9,斉藤産業㈱,,,10B100030,支払手形,2897127,O,-,0,,,,
2346,1,2022-01,2022-01-31,132,1月31日伝票No328鈴木販売株式会社,10B100040,買掛金,5798593,O,-,0,10,鈴木販売㈱,,,10B100030,支払手形,5798593,O,-,0,,,,
2347,1,2022-01,2022-01-31,133,1月31日伝票No329株式会社 有江,10B100040,買掛金,658954,O,-,0,12,㈱有江,,,10A100020,現金及び預金,658954,O,-,0,20,みずほ 本店,,
2348,1,2022-01,2022-01-31,134,1月31日伝票No330ナカムラ産業株式会社,10B100040,買掛金,1802651,O,-,0,13,ﾅｶﾑﾗ産業㈱,,,10A100020,現金及び預金,1802651,O,-,0,20,みずほ 本店,,
2349,1,2022-01,2022-01-31,135,1月31日伝票No331合同会社 ウェスト,10B100040,買掛金,4570569,O,-,0,14,(同)ｳｪｽﾄ,,,10A100020,現金及び預金,4570569,O,-,0,20,みずほ 本店,,
2350,1,2022-01,2022-01-31,136,1月31日伝票No332株式会社 はなまる商事,10B100040,買掛金,1840617,O,-,0,15,㈱はなまる商事,,,10A100020,現金及び預金,1840617,O,-,0,20,みずほ 本店,,
2351,1,2022-01,2022-01-31,137,12月分支払,10B100630,未払金,12442678,O,-,0,,,,,10A100020,現金及び預金,12442678,O,-,0,20,みずほ 本店,,
2352,1,2022-01,2022-01-31,138,手形満期 今井百貨店,10A100020,現金及び預金,16830269,O,-,0,1,みずほ銀行,,,10A100060,受取手形,16830269,O,-,0,,,,
2353,1,2022-01,2022-01-31,139,手形期日落日 小藤丸,10B100030,支払手形,3730512,O,-,0,,,,,10A100020,現金及び預金,3730512,O,-,0,1,みずほ銀行,,
2353,2,2022-01,2022-01-31,139,手形期日落日 斉藤産業,10B100030,支払手形,1819272,O,-,0,,,,,10A100020,現金及び預金,1819272,O,-,0,1,みずほ銀行,,
2353,3,2022-01,2022-01-31,139,手形期日落日 鈴木販売,10B100030,支払手形,3051222,O,-,0,,,,,10A100020,現金及び預金,3051222,O,-,0,1,みずほ銀行,,
2354,1,2022-01,2022-01-31,141,JR代,10E201230,旅費及び交通費,10500,S10,標準10%,954,,,,,10A100020,現金及び預金,10500,O,-,0,,,,
2355,1,2022-01,2022-01-31,142,手形満期 もみじデパート,10A100020,現金及び預金,11348566,O,-,0,1,みずほ銀行,,,10A100060,受取手形,11348566,O,-,0,,,,
2356,1,2022-01,2022-01-31,145,貸付金返済,10A100020,現金及び預金,40000,O,-,0,20,みずほ 本店,,,10A100610,短期貸付金,90000,O,-,0,,,,
2356,2,2022-01,2022-01-31,145,貸付金返済,10A100020,現金及び預金,50000,O,-,0,20,みずほ 本店,,,,,0,,,0,,,,
2356,3,2022-01,2022-01-31,145,運賃,10E200870,運賃,169580,S10,標準10%,15416,,,,,10B100630,未払金,169580,O,-,0,,,,
2357,1,2022-01,2022-01-31,146,定期積立金,10A100020,現金及び預金,500000,O,-,0,,,,,10A100020,現金及び預金,865000,O,-,0,20,みずほ 本店,,
2357,2,2022-01,2022-01-31,146,新規定期積立金,10A100020,現金及び預金,240000,O,-,0,,,,,,,0,,,0,,,,
2357,3,2022-01,2022-01-31,146,保険積立金,10A230570,保険積立金,125000,O,-,0,,,,,,,0,,,0,,,,
2358,1,2022-01,2022-01-31,147,借入金返済,10B100790,短期借入金,653500,O,-,0,,,,,10A100020,現金及び預金,686175,O,-,0,1,みずほ銀行,,
2358,2,2022-01,2022-01-31,147,利息,10E300020,支払利息,32675,X,非仕入,0,,,,,,,0,,,0,,,,
2359,1,2022-01,2022-01-31,164,事務用品,10E201110,事務用消耗品費,1307,S10,標準10%,118,,,,,10A100020,現金及び預金,1307,O,-,0,,,,
2360,1,2022-02,2022-02-01,67,ティッシュ他,10E201270,雑費,1029,S10,標準10%,93,,,,,10A100020,現金及び預金,1029,O,-,0,,,,
2361,1,2022-02,2022-02-02,18,旅費,10E201230,旅費及び交通費,14500,S10,標準10%,1318,,,,,10A100020,現金及び預金,14500,O,-,0,,,,
2362,1,2022-02,2022-02-02,94,台所用品他,10E201270,雑費,1012,S10,標準10%,92,,,,,10A100020,現金及び預金,1012,O,-,0,,,,
2363,1,2022-02,2022-02-02,102,ゴルフ景品代 阿部商店,10E200150,交際費,5250,S10,標準10%,477,,,,,10A100020,現金及び預金,5250,O,-,0,,,,
2364,1,2022-02,2022-02-02,150,飲食代 居酒屋華ゆう4名,10E200150,交際費,14172,S10,標準10%,1288,,,,,10A100020,現金及び預金,29639,O,-,0,,,,
2364,2,2022-02,2022-02-02,150,飲食代 バー薩摩4名,10E200150,交際費,15467,S10,標準10%,1406,,,,,,,0,,,0,,,,
2365,1,2022-02,2022-02-03,41,香典代,10E200150,交際費,10000,S10,標準10%,909,,,,,10A100020,現金及び預金,10000,O,-,0,,,,
2366,1,2022-02,2022-02-03,134,用紙,10E201110,事務用消耗品費,10500,S10,標準10%,954,,,,,10B100630,未払金,10500,O,-,0,,,,
2367,1,2022-02,2022-02-04,19,旅費,10E201230,旅費及び交通費,8500,S10,標準10%,772,,,,,10A100020,現金及び預金,8500,O,-,0,,,,
2368,1,2022-02,2022-02-04,147,ガソリン代,10E201120,車両費,6693,S10,標準10%,608,,,,,10B100630,未払金,6693,O,-,0,,,,
2369,1,2022-02,2022-02-05,20,旅費,10E201230,旅費及び交通費,42000,S10,標準10%,3818,,,,,10A100020,現金及び預金,42000,O,-,0,,,,
2370,1,2022-02,2022-02-05,76,社員食事代,10E200140,福利厚生費,15608,S10,標準10%,1418,,,,,10B100630,未払金,15608,O,-,0,,,,
2371,1,2022-02,2022-02-05,85,2月5日伝票No432株式会社 渡辺産業,10A100020,現金及び預金,1583709,O,-,0,50,福岡 北九州,,,10A100090,売掛金,1583709,O,-,0,22,㈱渡辺産業,,
2371,2,2022-02,2022-02-05,85,2月5日伝票No432株式会社 渡辺産業,10E200690,支払手数料,472,S10,標準10%,42,,,,,10A100090,売掛金,472,O,-,0,22,㈱渡辺産業,,
2372,1,2022-02,2022-02-05,86,2月5日伝票No433佐々木販売株式会社,10A100020,現金及び預金,2049016,O,-,0,20,みずほ 本店,,,10A100090,売掛金,2049016,O,-,0,26,佐々木販売㈱,,
2372,2,2022-02,2022-02-05,86,2月5日伝票No433佐々木販売株式会社,10E200690,支払手数料,472,S10,標準10%,42,,,,,10A100090,売掛金,472,O,-,0,26,佐々木販売㈱,,
2373,1,2022-02,2022-02-05,87,2月5日伝票No434岩下物産株式会社,10A100020,現金及び預金,1607260,O,-,0,30,三井 名古屋,,,10A100090,売掛金,1607260,O,-,0,27,岩下物産㈱,,
2374,1,2022-02,2022-02-05,133,税理士報酬,10E200600,支払報酬,139710,S10,標準10%,12700,,,,,10A100020,現金及び預金,139710,O,-,0,20,みずほ 本店,,
2375,1,2022-02,2022-02-05,142,高速代,10E201120,車両費,4991,S10,標準10%,453,,,,,10A100020,現金及び預金,12556,O,-,0,,,,
2375,2,2022-02,2022-02-05,142,高速代,10E201120,車両費,3004,S10,標準10%,273,,,,,,,0,,,0,,,,
2375,3,2022-02,2022-02-05,142,高速代,10E201120,車両費,4561,S10,標準10%,414,,,,,,,0,,,0,,,,
2376,1,2022-02,2022-02-05,161,旅費,10E201230,旅費及び交通費,6980,S10,標準10%,634,,,,,10A100020,現金及び預金,6980,O,-,0,,,,
2377,1,2022-02,2022-02-06,21,JR代,10E201230,旅費及び交通費,59600,S10,標準10%,5418,,,,,10A100020,現金及び預金,59600,O,-,0,,,,
2378,1,2022-02,2022-02-06,106,ゴルフプレー代,10E200150,交際費,18600,S10,標準10%,1690,,,,,10A100020,現金及び預金,18600,O,-,0,,,,
2379,1,2022-02,2022-02-06,110,タクシー代,10E201230,旅費及び交通費,2290,S10,標準10%,208,,,,,10A100020,現金及び預金,2290,O,-,0,,,,
2380,1,2022-02,2022-02-06,149,コーヒー代2名,10E200150,交際費,1260,S10,標準10%,114,,,,,10A100020,現金及び預金,1260,O,-,0,,,,
2381,1,2022-02,2022-02-07,43,コーヒー代他2名,10E200150,交際費,2210,S10,標準10%,200,,,,,10A100020,現金及び預金,2210,O,-,0,,,,
2382,1,2022-02,2022-02-07,58,旅費,10E201230,旅費及び交通費,70000,S10,標準10%,6363,,,,,10A100020,現金及び預金,70000,O,-,0,,,,
2383,1,2022-02,2022-02-07,143,車両管理料,10E201120,車両費,23200,S10,標準10%,2109,,,,,10A100020,現金及び預金,23200,O,-,0,,,,
2384,1,2022-02,2022-02-08,50,高速代,10E201120,車両費,1200,S10,標準10%,109,,,,,10A100020,現金及び預金,1200,O,-,0,,,,
2385,1,2022-02,2022-02-08,75,ガソリン代,10E201120,車両費,6630,S10,標準10%,602,,,,,10A100020,現金及び預金,9678,O,-,0,,,,
2385,2,2022-02,2022-02-08,75,高速代,10E201120,車両費,2286,S10,標準10%,207,,,,,,,0,,,0,,,,
2385,3,2022-02,2022-02-08,75,駐車代,10E201120,車両費,762,S10,標準10%,69,,,,,,,0,,,0,,,,
2386,1,2022-02,2022-02-08,164,事務用品,10E201110,事務用消耗品費,898,S10,標準10%,81,,,,,10A100020,現金及び預金,898,O,-,0,,,,
2387,1,2022-02,2022-02-09,152,ゴルフプレー代,10E200150,交際費,12000,S10,標準10%,1090,,,,,10A100020,現金及び預金,12000,O,-,0,,,,
2388,1,2022-02,2022-02-10,10,ガソリン代,10E201120,車両費,3000,S10,標準10%,272,,,,,10A100020,現金及び預金,3000,O,-,0,,,,
2389,1,2022-02,2022-02-10,60,引き出し,10A100020,現金及び預金,500000,O,-,0,,,,,10A100020,現金及び預金,500000,O,-,0,1,みずほ銀行,,
2390,1,2022-02,2022-02-10,62,源泉税支払,10B100690,預り金,232482,O,-,0,3,源泉税,,,10A100020,現金及び預金,681982,O,-,0,20,みずほ 本店,,
2390,2,2022-02,2022-02-10,62,住民税支払,10B100690,預り金,449500,O,-,0,2,住民税,,,,,0,,,0,,,,
2391,1,2022-02,2022-02-10,65,有線,10E201270,雑費,5000,S10,標準10%,454,,,,,10B100630,未払金,39286,O,-,0,,,,
2391,2,2022-02,2022-02-10,65,警備料,10E201270,雑費,34286,S10,標準10%,3116,,,,,,,0,,,0,,,,
2392,1,2022-02,2022-02-10,76,ガソリン代,10E201120,車両費,6012,S10,標準10%,546,,,,,10A100020,現金及び預金,6012,O,-,0,,,,
2393,1,2022-02,2022-02-10,79,旅費,10E201230,旅費及び交通費,22000,S10,標準10%,2000,,,,,10A100020,現金及び預金,22000,O,-,0,,,,
2394,1,2022-02,2022-02-10,88,2月10日伝票No435株式会社 チェック,10B100040,買掛金,2151301,O,-,0,3,㈱ﾁｪｯｸ,,,10A100090,売掛金,2151301,O,-,0,3,㈱ﾁｪｯｸ,,
2395,1,2022-02,2022-02-10,89,2月10日伝票No436株式会社 藤田東京本社,10A100020,現金及び預金,16012587,O,-,0,20,みずほ 本店,,,10A100090,売掛金,16012587,O,-,0,14,㈱藤田,,
2395,2,2022-02,2022-02-10,89,2月10日伝票No436株式会社 藤田東京本社,10E200690,支払手数料,735,S10,標準10%,66,,,,,10A100090,売掛金,735,O,-,0,14,㈱藤田,,
2396,1,2022-02,2022-02-10,90,2月10日伝票No437株式会社 ミナミ,10A100020,現金及び預金,649009,O,-,0,30,三井 名古屋,,,10A100090,売掛金,649009,O,-,0,19,㈱ﾐﾅﾐ,,
2396,2,2022-02,2022-02-10,90,2月10日伝票No437株式会社 ミナミ,10E200690,支払手数料,735,S10,標準10%,66,,,,,10A100090,売掛金,735,O,-,0,19,㈱ﾐﾅﾐ,,
2397,1,2022-02,2022-02-10,91,2月10日伝票No438かめだデパート,10A100060,受取手形,10047298,O,-,0,,,,,10A100090,売掛金,10047298,O,-,0,28,かめだﾃﾞﾊﾟｰﾄ,,
2398,1,2022-02,2022-02-10,92,2月10日伝票No333株式会社 チェック,10B100040,買掛金,2624675,O,-,0,3,㈱ﾁｪｯｸ,,,10B100030,支払手形,2624675,O,-,0,,,,
2399,1,2022-02,2022-02-10,93,2月10日伝票No334株式会社 山下,10B100040,買掛金,560347,O,-,0,8,㈱山下,,,10A100020,現金及び預金,560347,O,-,0,20,みずほ 本店,,
2400,1,2022-02,2022-02-10,137,手形期日落日 チェック,10B100030,支払手形,2953678,O,-,0,,,,,10A100020,現金及び預金,2953678,O,-,0,1,みずほ銀行,,
2401,1,2022-02,2022-02-10,162,会議 食事代,10E201130,会議費,24995,S10,標準10%,2272,,,,,10A100020,現金及び預金,24995,O,-,0,,,,
2402,1,2022-02,2022-02-10,168,有線,10E201270,雑費,6000,S10,標準10%,545,,,,,10B100630,未払金,48858,O,-,0,,,,
2402,2,2022-02,2022-02-10,168,警備料,10E201270,雑費,42858,S10,標準10%,3896,,,,,,,0,,,0,,,,
2403,1,2022-02,2022-02-11,22,旅費,10E201230,旅費及び交通費,23000,S10,標準10%,2090,,,,,10A100020,現金及び預金,23000,O,-,0,,,,
2404,1,2022-02,2022-02-11,33,家賃支払い,10E200720,地代家賃,320000,S10,標準10%,29090,,,,,10A100020,現金及び預金,320000,O,-,0,10,北海道 駅前,,
2404,2,2022-02,2022-02-11,33,電話代,10E200180,通信費,171286,S10,標準10%,15571,,,,,10A100020,現金及び預金,171286,O,-,0,10,北海道 駅前,,
