No.,Level,Property type,Identifier,Class,Property Term,Representation Term,Associate Object Class Term,Multiplicity,Description,Module,Table,Value Domain,XBRL-GL
1590,2,Attribute,,Fixed Asset,Fixed Asset Code,Code,,0..1,An internal ID at the local level for tracking this fixed asset.,FA,65,TEXT25,gl-bus:measurableID where gl-bus:measurableCode = 'FA'
1591,2,Attribute,,Fixed Asset,Fixed Asset Description,Text,,0..1,Description of fixed asset.,FA,65,TEXT100,gl-bus:measurableDescription
1592,2,Attribute,,Fixed Asset,Fixed Asset Bar Code,Code,,0..1,"UPC or other external identifier, such as the product code from a primary vendor.",FA,65,TEXT25,gl-bus:measurableIDOther
1593,2,Attribute,,Fixed Asset,Serial Number,Code,,0..1,Tracked by serial number. True or false,FA,65,BOOLEAN5,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select 'serial' from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lottracked, use 'other' from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription value and an associated freeform field. For serial only, select 'serial' from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither) and leave gl-ehm:serialLotDescriptio n (freeform) blank. For both serial and lot"
1594,2,Attribute,,Fixed Asset,Lot Number,Code,,0..1,Tracked by lot number. True or false,FA,65,BOOLEAN5,"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select 'lot' from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use 'other' from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"
1595,2,Attribute,,Fixed Asset,Manufacturer ID,Name,,0..1,Manufacturer of fixed asset.,FA,65,TEXT100,gl-ehm:serialLotManufacturer
1596,2,Reference Association,,Fixed Asset,Vendor ID,,Supplier,0..1,Unique identifier for the primary vendor of the fixed asset. Must match a Vendor ID in the Vendors file.,FA,65,TEXT100,gl-cor:identifierCode for internal # with gl-cor:identifierType = 'vendor'
1597,2,Attribute,,Fixed Asset,Fixed Asset Group 01,Code,,0..1,"Fixed asset grouping descriptor #1, e.g. project.",FA,65,TEXT25,gl-bus:measurableCategory
1598,2,Attribute,,Fixed Asset,Fixed Asset Group 02,Code,,0..1,Fixed asset grouping descriptor #2.,FA,65,TEXT25,Add as subcategory to glbus:measurableCategory using pipe (|) delimiter.
1599,2,Attribute,,Fixed Asset,Fixed Asset Class,Code,,0..1,"Class of fixed asset, e.g. Land, Buildings, Machinery, etc.",FA,65,TEXT25,"gl-ehm:measurableClassID (enumerated) to include codes from Inv and PPE (for example, raw material, WIP, finished goods, land, building, F&, etc.), gl-ehm:measurableClassDescription (freeform)"
1600,2,Attribute,,Fixed Asset,Fixed Asset Quantity On Hand,Numeric,,0..1,Quantity of fixed asset items on hand.,FA,65,NUMERIC,gl-bus_measurableQuantity
1601,2,Composition,,Fixed Asset,Original Cost,,Amount,0..1,Original cost of the fixed asset.,FA,65,NUMERIC,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = 'original_cost'
1602,2,Composition,,Fixed Asset,Replacement Cost,,Amount,0..1,Replacement cost of the fixed asset.,FA,65,NUMERIC,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = 'replacement_cost'
1603,2,Composition,,Fixed Asset,Fair Value,,Amount,0..1,Fair value of the fixed asset.,FA,65,NUMERIC,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = 'fair_value'
1604,2,Composition,,Fixed Asset,Depreciable Basis,,Amount,0..1,Depreciable basis of the fixed asset.,FA,65,NUMERIC,Using gl-bus:measurableCostPer Unit in a parallel measurable structure with gl-bus:measurableQualifie r = 'depreciable_basis'
1605,2,Composition,,Fixed Asset,Salvage Value,,Amount,0..1,Salvage value of the fixed asset.,FA,65,NUMERIC,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifie r = 'salvage_value'
1606,2,Composition,,Fixed Asset,Net Book Value,,Amount,0..1,Net book value of the fixed asset.,FA,65,NUMERIC,"gl-cor:amount(As this is the value that ties to books, it is the primary amount. Other amounts are placed in parallel measurable structures.)"
1607,2,Composition,,Fixed Asset,Accumulated Depreciation,,Amount,0..1,Accumulated depreciation of the fixed asset.,FA,65,NUMERIC,gl-bus:dmAmount
1608,2,Attribute,,Fixed Asset,Fixed Asset Useful Life,Numeric,,0..1,Total useful life of the fixed asset in months.,FA,65,NUMERIC,gl-bus:dmLifeLength
1609,2,Attribute,,Fixed Asset,Fixed Asset Useful Life Remaining,Numeric,,0..1,Remaining useful life of the fixed asset in months.,FA,65,NUMERIC,"Rather than remaining life in month, the ending date for depreciation is provided with gl-bus:dmEndDate"
1610,2,Attribute,,Fixed Asset,Currency ID,Code,,0..1,Identification of the currency used in this report.,FA,65,TEXT25,gl-muc:amountCurrency
1611,2,Attribute,,Fixed Asset,Fixed Asset Acquisition Date,Date,,0..1,Date that fixed asset is purchased or acquired.,FA,65,DATE,gl-ehm:serialLotOrigination
1612,2,Attribute,,Fixed Asset,Fixed Asset Inactive Flag,Indicator,,0..1,"Flag indicating whether the fixed asset is inactive, (e.g. idle), or that the fixed asset account is inactive, (i.e. no other activity should be posted to the account).",FA,65,BOOLEAN,gl-bus:measurableActive
1613,2,Attribute,,Fixed Asset,Fixed Asset In Service Date,Date,,0..1,Date that fixed asset is placed in service.,FA,65,DATE,gl-bus:measurableStartDateTime
1614,2,Attribute,,Fixed Asset,Fixed Asset Retirement Date,Date,,0..1,Date that fixed asset is taken out of service.,FA,65,DATE,gl-bus:measurableEndDat eTime
1615,2,Attribute,,Fixed Asset,Fixed Asset Disposal Date,Date,,0..1,Date that fixed asset is disposed.,FA,65,DATE,gl-ehm:serialLotExpiration
1616,2,Attribute,,Fixed Asset,Fixed Asset Available for Sale Date,Date,,0..1,Date that fixed asset is available for sale.,FA,65,DATE,gl-cor:dateAcknowledged
1617,2,Attribute,,Fixed Asset,Fixed Asset to be Abandoned or Disposed of Other than by for Sale Date,Date,,0..1,"Date that fixed asset is abandoned, disposed of, or retired.",FA,65,DATE,gl-cor:confirmedDate
1618,2,Reference Association,,Fixed Asset,Asset,,Ledger Account Number,0..1,GL account number on which Balance Sheet amount is recognized after asset is placed in service.,FA,65,TEXT100,Associate with account structure (first) where account content is stored in gl-cor:accountMainID and identified as 'asset' using gl-cor:mainAccountType and gl-cor:mainAccountTypeDescription = 'Fixed_Asset'
1619,2,Reference Association,,Fixed Asset,CIP,,Ledger Account Number,0..1,GL account number on which Balance Sheet amount is recognized before asset is placed in service.,FA,65,TEXT100,Associate with account structure (second) where account content is stored in gl-cor:accountMainID and identified as 'asset' using gl-cor:mainAccountType and gl-cor:mainAccountTypeDescription = 'CIP'
1620,2,Attribute,,Fixed Asset,Fixed Asset CIP Flag,Indicator,,0..1,Flag indicating whether the fixed asset is recorded as CIP as of the report date.,FA,65,BOOLEAN,Indicate gl-cor:accountActive as 'true' within the structure with reference to the Fixed_Asset_CIP_Account
1621,2,Reference Association,,Fixed Asset,Depreciation,,Ledger Account Number,0..1,GL account number on which Income Statement amount is recognized for depreciation.,FA,65,TEXT100,Associate with account structure (third) where account content is stored in gl-cor:accountMainID and identified as 'expense' using gl-cor:mainAccountType
1622,2,Reference Association,,Fixed Asset,Accumulated Depreciation,,Ledger Account Number,0..1,GL account number on which Balance Sheet amount is recognized for accumulated depreciation.,FA,65,TEXT100,Associate with account structure (fourth) where account content is stored in gl-cor:accountMainID and identified as 'liability' using gl-cor:mainAccountType
1623,2,Reference Association,,Fixed Asset,Unrealized Gain Loss,,Ledger Account Number,0..1,GL account number on which Balance Sheet amount is recorded for unrealized gain/loss.,FA,65,TEXT100,Associate with account structure (fifth) where account content is stored in gl-cor:accountMainID and identified as 'gain' or 'loss' using gl-cor:mainAccountType and and gl-cor:mainAccountTypeDescription = 'unrealized'
1624,2,Reference Association,,Fixed Asset,Realized Gain Loss,,Ledger Account Number,0..1,GL account number on which Income Statement amount is recognized for realized gain/loss.,FA,65,TEXT100,Associate with account structure (sixth) where account content is stored in gl-cor:accountMainID and identified as 'gain' or 'loss' using gl-cor:mainAccountType and and gl-cor:mainAccountTypeDescription = 'realized'
1625,2,Composition,,Fixed Asset,,,Segment,0..*,,FA,65,,
1626,1,Class,,Fixed Asset Addition,,,,0..1,"The Fixed Asset Additions YYYYMMDD YYYYMMDD table captures the basic attributes of fixed asset additions, including transfers in CIP.",FA,66,,gl-cor:entriesType value = 'other' Indicates this is not one of the other of XBRL GL's fixed list of enumerations.<br>gl-cor:entriesComment value = 'ads:Fixed_Asset_Additions_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation. An ads namespace would be created with information associated with the date/versioning of this ADS.
1627,2,Reference Association,,Fixed Asset Addition,,,Business Unit,0..1,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file.",FA,66,TEXT25,gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'
1628,2,Attribute,PK,Fixed Asset Addition,Fixed Asset Unique ID,Identifier,,1,Unique identifier for the addition entry.,FA,66,TEXT25,gl-cor:lineNumberCounter
1629,2,Attribute,,Fixed Asset Addition,Addition Type,Text,,0..1,"Description of the type of fixed asset addition (i.e. purchase, transfer, etc.).",FA,66,TEXT25,"gl-cor:documentTypeDescription with gl-cor:documentType of other unless a receipt or shipment, in which case gl-cor:documentType of receipt or shipment"
1630,2,Reference Association,,Fixed Asset Addition,,,Fixed Asset,0..1,Must be valid entry in Fixed Asset Master File YYYYMMDD.,FA,66,TEXT100,"For XBRL GL, this isn't a single field; use the Business_Unit_Code and Fixed_Asset_Code's XBRL GL concepts to tie back (need to consider interrelationships with other files)"
1631,2,Attribute,,Fixed Asset Addition,Fixed Asset Addition Date,Date,,0..1,Date that fixed asset is purchased or acquired.,FA,66,DATE,gl-cor:documentDate
1632,2,Composition,,Fixed Asset Addition,Cost,,Amount,0..1,Original cost of the acquired fixed asset.,FA,66,NUMERIC,gl-cor:amount
1633,2,Attribute,,Fixed Asset Addition,Placed In Service,Indicator,,0..1,True/false flag indicating whether the fixed asset was placed in service and began depreciating on the addition date.,FA,66,BOOLEAN,gl-bus:measurableActive
1634,2,Composition,,Fixed Asset Addition,,,Activity Records,0..1,,FA,66,,
1635,2,Attribute,,Fixed Asset Addition,Serial Number,Code,,0..1,"If serialized, the serial number is captured here. Although serial number is the common term, the value is not limited to numeric values. While it is uncommon for an item to be both serial and lot controlled (the serial number unambiguously identifies the item), the two are not necessarily mutually exclusive.",FA,66,TEXT75,"gl-ehm:serialLotNumber is used for either the serial or the lot number, and driven by the attributes of serial or lot. If both are required, the lot number is placed in gl-ehm:nextSerialLotNumber."
