sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path
7102,3,A,,Grouping Code,Char,0..1,Char Long,The code that consolidates related line items within an invoice for batch processing or organizational purposes within an ERP system.,Sales,0,Sales Invoice Line,SL04d_GE12_03,/SL03j/SL04d/SL04d_GE12_03,/Sales Invoice/Sales Invoice Line/Grouping Code
7103,3,C,,(Tax Exclude) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Tax Exclude) Amount,GE05of,/SL03j/SL04d/GE05of,/Sales Invoice/Sales Invoice Line/(Tax Exclude) Amount
7104,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Tax Exclude) Amount,GE05of_01,/SL03j/SL04d/GE05of_01,/Sales Invoice/Sales Invoice Line/(Tax Exclude) Amount/Value
7105,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS06pv,/SL03j/SL04d/BS06pv,/Sales Invoice/Sales Invoice Line/(Tax Exclude) Amount/Currency
7106,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06pv_01,/SL03j/SL04d/BS06pv_01,/Sales Invoice/Sales Invoice Line/(Tax Exclude) Amount/Currency/Code
7107,3,C,,(Tax Exclude Unit Price) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Tax Exclude Unit Price) Amount,GE05og,/SL03j/SL04d/GE05og,/Sales Invoice/Sales Invoice Line/(Tax Exclude Unit Price) Amount
7108,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Tax Exclude Unit Price) Amount,GE05og_01,/SL03j/SL04d/GE05og_01,/Sales Invoice/Sales Invoice Line/(Tax Exclude Unit Price) Amount/Value
7109,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS06pw,/SL03j/SL04d/BS06pw,/Sales Invoice/Sales Invoice Line/(Tax Exclude Unit Price) Amount/Currency
7110,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06pw_01,/SL03j/SL04d/BS06pw_01,/Sales Invoice/Sales Invoice Line/(Tax Exclude Unit Price) Amount/Currency/Code
7111,3,C,,(Tax Include) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Tax Include) Amount,GE05oh,/SL03j/SL04d/GE05oh,/Sales Invoice/Sales Invoice Line/(Tax Include) Amount
7112,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Tax Include) Amount,GE05oh_01,/SL03j/SL04d/GE05oh_01,/Sales Invoice/Sales Invoice Line/(Tax Include) Amount/Value
7113,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS06px,/SL03j/SL04d/BS06px,/Sales Invoice/Sales Invoice Line/(Tax Include) Amount/Currency
7114,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06px_01,/SL03j/SL04d/BS06px_01,/Sales Invoice/Sales Invoice Line/(Tax Include) Amount/Currency/Code
7115,3,C,,(Tax Include Unit Price) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Tax Include Unit Price) Amount,GE05pi,/SL03j/SL04d/GE05pi,/Sales Invoice/Sales Invoice Line/(Tax Include Unit Price) Amount
7116,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Tax Include Unit Price) Amount,GE05pi_01,/SL03j/SL04d/GE05pi_01,/Sales Invoice/Sales Invoice Line/(Tax Include Unit Price) Amount/Value
7117,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS06py,/SL03j/SL04d/BS06py,/Sales Invoice/Sales Invoice Line/(Tax Include Unit Price) Amount/Currency
7118,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06py_01,/SL03j/SL04d/BS06py_01,/Sales Invoice/Sales Invoice Line/(Tax Include Unit Price) Amount/Currency/Code
7119,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Transaction) Amount,GE05pj,/SL03j/SL04d/GE05pj,/Sales Invoice/Sales Invoice Line/(Transaction) Amount
7120,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Transaction) Amount,GE05pj_01,/SL03j/SL04d/GE05pj_01,/Sales Invoice/Sales Invoice Line/(Transaction) Amount/Value
7121,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS06pz,/SL03j/SL04d/BS06pz,/Sales Invoice/Sales Invoice Line/(Transaction) Amount/Currency
7122,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06pz_01,/SL03j/SL04d/BS06pz_01,/Sales Invoice/Sales Invoice Line/(Transaction) Amount/Currency/Code
7123,3,C,,(Basic UOM) Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Sales,0,(Basic UOM) Quantity,GE15bM,/SL03j/SL04d/GE15bM,/Sales Invoice/Sales Invoice Line/(Basic UOM) Quantity
7124,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,Sales,0,(Basic UOM) Quantity,GE15bM_01,/SL03j/SL04d/GE15bM_01,/Sales Invoice/Sales Invoice Line/(Basic UOM) Quantity/Value
7125,4,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Sales,32,Measurement Unit,BS18ds,/SL03j/SL04d/BS18ds,/Sales Invoice/Sales Invoice Line/(Basic UOM) Quantity/Measurement Unit
7126,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Sales,32,Measurement Unit,BS18ds_01,/SL03j/SL04d/BS18ds_01,/Sales Invoice/Sales Invoice Line/(Basic UOM) Quantity/Measurement Unit/UOM Code
7127,3,C,,(Invoice) Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",Sales,0,(Invoice) Quantity,GE15bN,/SL03j/SL04d/GE15bN,/Sales Invoice/Sales Invoice Line/(Invoice) Quantity
7128,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,Sales,0,(Invoice) Quantity,GE15bN_01,/SL03j/SL04d/GE15bN_01,/Sales Invoice/Sales Invoice Line/(Invoice) Quantity/Value
7129,4,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",Sales,32,Measurement Unit,BS18dt,/SL03j/SL04d/BS18dt,/Sales Invoice/Sales Invoice Line/(Invoice) Quantity/Measurement Unit
7130,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,Sales,32,Measurement Unit,BS18dt_01,/SL03j/SL04d/BS18dt_01,/Sales Invoice/Sales Invoice Line/(Invoice) Quantity/Measurement Unit/UOM Code
7131,3,R,,ID,Identifier,1..1,Identifier Medium,The unique identifier for an inventory item.,Sales,125,ID,IV06by_01,/SL03j/SL04d/IV06by_01,/Sales Invoice/Sales Invoice Line/Inventory Product/ID
7132,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for an inventory item.,Sales,125,Inventory Product,IV06bz_01,/SL03j/SL04d/IV06bz_01,/Sales Invoice/Sales Invoice Line/Inventory Product/ID
7133,3,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Credit) Ledger Account,BS16eG,/SL03j/SL04d/BS16eG,/Sales Invoice/Sales Invoice Line/(Credit) Ledger Account
7134,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,20,(Credit) Ledger Account,BS16eG_01,/SL03j/SL04d/BS16eG_01,/Sales Invoice/Sales Invoice Line/(Credit) Ledger Account/Account Number
7135,3,R,,(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Debit) Ledger Account,BS16eH,/SL03j/SL04d/BS16eH,/Sales Invoice/Sales Invoice Line/(Debit) Ledger Account
7136,4,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,20,(Debit) Ledger Account,BS16eH_01,/SL03j/SL04d/BS16eH_01,/Sales Invoice/Sales Invoice Line/(Debit) Ledger Account/Account Number
7137,3,R,,Sales Order,,0..1,,"The reference association to the Sales Order class, which is a class representing a formal request from a customer for the delivery of goods or services within a specified period.",Sales,76,Sales Order,SL05f,/SL03j/SL04d/SL05f,/Sales Invoice/Sales Invoice Line/Sales Order
7138,4,A,REF,ID,Identifier,1..1,Identifier Long,The reference identifier for an order.,Sales,0,Sales Order,SL05f_GE13_01,/SL03j/SL04d/SL05f_GE13_01,/Sales Invoice/Sales Invoice Line/Sales Order/ID
7139,3,R,,Sales Order Line,,0..1,,"The reference association to the Sales Order Line class, which is a class representing the detailed specifications for goods or services requested in a sales order.",Sales,78,Sales Order Line,SL06h,/SL03j/SL04d/SL06h,/Sales Invoice/Sales Invoice Line/Sales Order Line
7140,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for a line item within an order.,Sales,0,Sales Order Line,SL06h_GE14_01,/SL03j/SL04d/SL06h_GE14_01,/Sales Invoice/Sales Invoice Line/Sales Order Line/ID
7141,3,C,,Tax,,0..*,,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",Sales,0,Tax,GE16v,/SL03j/SL04d/GE16v,/Sales Invoice/Sales Invoice Line/Tax
7142,4,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Local) Amount,GE05pk,/SL03j/SL04d/GE16v/GE05pk,/Sales Invoice/Sales Invoice Line/Tax/(Local) Amount
7143,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Local) Amount,GE05pk_01,/SL03j/SL04d/GE16v/GE05pk_01,/Sales Invoice/Sales Invoice Line/Tax/(Local) Amount/Value
7144,5,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS06pA,/SL03j/SL04d/GE16v/BS06pA,/Sales Invoice/Sales Invoice Line/Tax/(Local) Amount/Currency
7145,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06pA_01,/SL03j/SL04d/GE16v/BS06pA_01,/Sales Invoice/Sales Invoice Line/Tax/(Local) Amount/Currency/Code
7146,4,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,Sales,0,(Transaction) Amount,GE05pl,/SL03j/SL04d/GE16v/GE05pl,/Sales Invoice/Sales Invoice Line/Tax/(Transaction) Amount
7147,5,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,Sales,0,(Transaction) Amount,GE05pl_01,/SL03j/SL04d/GE16v/GE05pl_01,/Sales Invoice/Sales Invoice Line/Tax/(Transaction) Amount/Value
7148,5,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",Sales,30,Currency,BS06pB,/SL03j/SL04d/GE16v/BS06pB,/Sales Invoice/Sales Invoice Line/Tax/(Transaction) Amount/Currency
7149,6,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,Sales,30,Currency,BS06pB_01,/SL03j/SL04d/GE16v/BS06pB_01,/Sales Invoice/Sales Invoice Line/Tax/(Transaction) Amount/Currency/Code
7150,4,R,,(Credit) Ledger Account,,0..1,,"The reference association to the Credit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Credit) Ledger Account,BS16eI,/SL03j/SL04d/GE16v/BS16eI,/Sales Invoice/Sales Invoice Line/Tax/(Credit) Ledger Account
7151,5,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,20,(Credit) Ledger Account,BS16eI_01,/SL03j/SL04d/GE16v/BS16eI_01,/Sales Invoice/Sales Invoice Line/Tax/(Credit) Ledger Account/Account Number
7152,4,R,,(Debit) Ledger Account,,0..1,,"The reference association to the Debit Ledger Account class, which is a class stores information about General Ledger accounts.",Sales,20,(Debit) Ledger Account,BS16eJ,/SL03j/SL04d/GE16v/BS16eJ,/Sales Invoice/Sales Invoice Line/Tax/(Debit) Ledger Account
7153,5,A,REF,Account Number,Identifier,1..1,LEDGER ACCOUNT NUMBER,"The reference identifier assigned to a general ledger account, categorically coded to align with established accounting principles and the specific characteristics of the business.",Sales,20,(Debit) Ledger Account,BS16eJ_01,/SL03j/SL04d/GE16v/BS16eJ_01,/Sales Invoice/Sales Invoice Line/Tax/(Debit) Ledger Account/Account Number
7154,4,R,,Tax Type,,0..1,,"The reference association to the Tax Type class, which is a class outlining detailed classifications of tax types that the business encounters, supporting accurate tax reporting and compliance.",Sales,42,Tax Type,BS28x,/SL03j/SL04d/GE16v/BS28x,/Sales Invoice/Sales Invoice Line/Tax/Tax Type
7155,5,A,REF,Code,Identifier,1..1,TAX TYPE CODE,The unique code used to classify a tax type.,Sales,42,Tax Type,BS28x_01,/SL03j/SL04d/GE16v/BS28x_01,/Sales Invoice/Sales Invoice Line/Tax/Tax Type/Code
7156,3,R,,Business Segment,,0..*,,"The reference association to the Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",Sales,4,Business Segment,BS04gA,/SL03j/SL04d/BS04gA,/Sales Invoice/Sales Invoice Line/Business Segment
7157,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,Sales,4,Business Segment,BS04gA_01,/SL03j/SL04d/BS04gA/BS04gA_01,/Sales Invoice/Sales Invoice Line/Business Segment/Code
7158,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",Sales,4,Business Segment,BS04gA_03,/SL03j/SL04d/BS04gA/BS04gA_03,/Sales Invoice/Sales Invoice Line/Business Segment/Segment Reference Level
7159,1,C,,Sales Shipment Made,,,,A class capturing the details of goods shipped to customers in fulfillment of sales orders within a specified period.,Sales,84,Sales Shipment Made,SL07b,/SL07b,/Sales Shipment Made
7160,2,A,PK,ID,Identifier,1..1,Identifier Long,The unique identifier for a shipment.,Sales,84,Sales Shipment Made,SL07b_01,/SL07b/SL07b_01,/Sales Shipment Made/ID
7161,2,A,,Number,Char,0..1,Char Long,The number for a specific sales shipment.,Sales,84,Sales Shipment Made,SL07b_02,/SL07b/SL07b_02,/Sales Shipment Made/Number
7162,2,A,,Date,Date,0..1,DATE,The date on which goods were shipped to the buyer.,Sales,84,Sales Shipment Made,SL07b_03,/SL07b/SL07b_03,/Sales Shipment Made/Date
