sequence,level,property_type,identifier,class_term,property_term,multiplicity,representation_term,domain_name,associated_class,definition,module,table,id,label_local,definition_local,xpath
635,2,Attribute,,Sales Shipment Made,Adjustment Description,0..1,Text,Text Medium,,"Textual clarification provided when changes are made to a recorded shipment, specifying the cause and nature of the adjustment.",Sales,84,SL05_08,,,
639,2,Reference Association,,Sales Shipment Made,,0..1,,,Accounting Period,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Sales,84,SL05_12,,,
640,2,Reference Association,,Sales Shipment Made,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Sales,84,SL05_13,,,
641,2,Reference Association,,Sales Shipment Made,Dispatch Organization,0..1,,,Business Segment,The business segment concerning the organization that handles the dispatch of completed sales shipments.,Sales,84,SL05_14,,,
642,2,Reference Association,,Sales Shipment Made,,0..1,,,Customer,A class that records broad customer information pertaining to made shipments.,Sales,84,SL05_15,,,
643,2,Reference Association,,Sales Shipment Made,,0..1,,,Sales Order,"A class capturing the details of sales orders, which form the basis for the three-way matching process by providing a record to match against customer deliveries and invoicing for transaction validation.",Sales,84,SL05_16,,,
636,2,Composition,,Sales Shipment Made,,0..1,,,Activities,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Sales,84,SL05_09,,,
637,2,Composition,,Sales Shipment Made,Transaction,0..1,,,Amount,"The total monetary amount for shipping all items in a sales shipment, recorded in the transaction currency.",Sales,84,SL05_10,,,
638,2,Composition,,Sales Shipment Made,,0..*,,,Sales Shipment Made Line,"A class detailing the specifics of items shipped, verified in the three-way matching process against sales orders and invoices to ensure accuracy and completeness of the sales cycle.",Sales,84,SL05_11,,,
644,1,Class,,Sales Shipment Made Line,,,,,,"A class detailing the specifics of each item shipped, including the quantity, unit price, and total amount related to the sale.",Sales,86,SL06,,,
645,2,Attribute,PK,Sales Shipment Made Line,ID,1..1,Identifier,Identifier Long,,The unique identifier for a line within a shipment document.,Sales,86,SL06_01,,,
646,2,Attribute,,Sales Shipment Made Line,Number,0..1,Char,Char Short,,The number for a particular line within a shipping document.,Sales,86,SL06_02,,,
650,2,Reference Association,,Sales Shipment Made Line,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Sales,86,SL06_06,,,
651,2,Reference Association,,Sales Shipment Made Line,,0..1,,,Inventory Product,The inventory product detailed in a sales shipment made line item.,Sales,86,SL06_07,,,
652,2,Reference Association,,Sales Shipment Made Line,,0..1,,,Sales Order Line,"A class presenting specific information for each item on a sales order, important in the three-way matching process to confirm that deliveries and invoice details correspond to the order specifications.",Sales,86,SL06_08,,,
647,2,Composition,,Sales Shipment Made Line,Transaction,0..1,,,Amount,"The monetary amount of a specific line item in a sales shipment, recorded in the transaction currency, representing the cost of shipping.",Sales,86,SL06_03,,,
648,2,Composition,,Sales Shipment Made Line,Unit Price,0..1,,,Amount,"The unit price for shipping a specific item in a sales shipment, recorded in the transaction currency.",Sales,86,SL06_04,,,
649,2,Composition,,Sales Shipment Made Line,,0..1,,,Quantity,The quantity of items listed as shipped on a sales shipment line.,Sales,86,SL06_05,,,
294,1,Class,,Settlement Method,,,,,,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Base,28,BS27,,,
295,2,Attribute,PK,Settlement Method,Code,1..1,Identifier,Identifier Medium,,The unique code describing how a transaction is settled.,Base,28,BS27_01,,,
296,2,Attribute,,Settlement Method,Name,0..1,Name,Name Short,,The designation of the procedure used for financial settlement.,Base,28,BS27_02,,,
297,2,Attribute,,Settlement Method,Active Indicator,0..1,Indicator,Indicator,,The flag indicating if a settlement method is currently valid for settling transactions.,Base,28,BS27_03,,,
102,1,Class,,Supplier,,,,,,A class containing essential information about suppliers.,Base,18,BS11,,,
103,2,Attribute,PK,Supplier,Account ID,1..1,Identifier,Identifier Long,,The unique identifier for a supplier account.,Base,18,BS11_01,,,
104,2,Attribute,,Supplier,Account Number,0..1,Char,Char Long,,The number for a supplier's account.,Base,18,BS11_02,,,
105,2,Attribute,,Supplier,Account Name,0..1,Name,Name Medium,,The legal or registered name of the supplier.,Base,18,BS11_03,,,
106,2,Attribute,,Supplier,Abbreviation,0..1,Name,Name Medium,,The shortened form of the supplier's name.,Base,18,BS11_04,,,
107,2,Attribute,,Supplier,TIN,0..1,Char,TAX IDENTIFICATION NUMBER,,The tax identification number assigned to the supplier by tax authorities.,Base,18,BS11_05,,,
108,2,Attribute,,Supplier,Group,0..1,Char,Char Long,,The classification of the supplier within an organization's segmentation system.,Base,18,BS11_06,,,
109,2,Attribute,,Supplier,Inactive Date,0..1,Date,DATE,,"The date marking the change of a supplier's status to inactive due to factors such as credit limit exceedance, legal constraints, contract cessation, or insolvency.",Base,18,BS11_07,,,
110,2,Attribute,,Supplier,Terms Discount Percentage,0..1,Decimal,Percent,,The percentage of discount offered by a supplier when payment is made within the specified discount days.,Base,18,BS11_08,,,
111,2,Attribute,,Supplier,Terms Discount Days,0..1,Integer,INTEGER,,"The number of days from the invoice date that the customer is eligible for the discount if payment is made.
",Base,18,BS11_09,,,
112,2,Attribute,,Supplier,Terms Due Days,0..1,Integer,INTEGER,,The standard time period in days before a customer's payment is considered overdue.,Base,18,BS11_10,,,
119,2,Reference Association,,Supplier,Corresponding,0..1,,,Customer,The customer associated with or equivalent to a specific supplier in business transactions.,Base,18,BS11_17,,,
120,2,Reference Association,,Supplier,,0..1,,,Supplier Type,A class with comprehensive descriptions of supplier classifications based on defined criteria.,Base,18,BS11_18,,,
113,2,Composition,,Supplier,,0..1,,,Activities,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Base,18,BS11_11,,,
114,2,Composition,,Supplier,Billing,0..1,,,Address,"The address where billing-related documents should be sent for a supplier, typically used for remitting payments and financial documentation.",Base,18,BS11_12,,,
115,2,Composition,,Supplier,Physical,0..1,,,Address,"The geographic location of a supplier's premises, comprising street, number, city, and postal code, corresponding to the supplier's actual physical site.",Base,18,BS11_13,,,
116,2,Composition,,Supplier,Total Credit Limit,0..1,,,Amount,The maximum monetary amount of credit that a supplier is willing to extend to its customers.,Base,18,BS11_14,,,
117,2,Composition,,Supplier,Transaction Credit Limit,0..1,,,Amount,The maximum monetary amount a supplier permits a customer to owe for a single transaction.,Base,18,BS11_15,,,
118,2,Composition,,Supplier,Primary,0..1,,,Contact,"The principal point of contact for a supplier, typically accountable for managing correspondence and agreements with customers or clients.",Base,18,BS11_16,,,
121,1,Class,,Supplier Hierarchy,,,,,,A class that shows the organized relationships among suppliers.,Base,18,BS12,,,
122,2,Reference Association,PK,Supplier Hierarchy,Child,1..1,,,Supplier,The supplier that is classified at a subordinate level within a supplier hierarchy.,Base,18,BS12_01,,,
123,2,Reference Association,PK,Supplier Hierarchy,Parent,1..1,,,Supplier,The supplier that is classified at a superior level within a supplier hierarchy.,Base,18,BS12_02,,,
124,1,Class,,Supplier Type,,,,,,A class with comprehensive descriptions of supplier classifications based on defined criteria.,Base,16,BS13,,,
125,2,Attribute,PK,Supplier Type,ID,1..1,Identifier,Identifier Medium,,The unique identifier for the type of supplier.,Base,16,BS13_01,,,
126,2,Attribute,,Supplier Type,Code,0..1,Code,SUPPLIER TYPE CODE,,The identifier that categorizes the type of supplier within an organizational system.,Base,16,BS13_02,,,
127,2,Attribute,,Supplier Type,Name,0..1,Name,Name Medium,,"The designation for the category of supplier based on their attributes.
",Base,16,BS13_03,,,
128,1,Class,,Supplier Type Hierarchy,,,,,,A class representing the hierarchical categorization of supplier types for organizational and strategic purposes.,Base,16,BS14,,,
129,2,Reference Association,PK,Supplier Type Hierarchy,Child,1..1,,,Supplier Type,The specific category of supplier that is classified at a subordinate level within a supplier hierarchy.,Base,16,BS14_01,,,
130,2,Reference Association,PK,Supplier Type Hierarchy,Parent,1..1,,,Supplier Type,The specific category of supplier that is classified at a superior level within a supplier hierarchy.,Base,16,BS14_02,,,
131,1,Class,,Tax,,,,,,"A class maintaining records of tax implications and obligations, essential for legal compliance and financial planning.",General,0,GE10,,,
134,2,Reference Association,,Tax,Credit,0..1,,,Ledger Account,The ledger account that records credits related to tax transactions.,General,0,GE10_03,,,
135,2,Reference Association,,Tax,Debit,0..1,,,Ledger Account,The ledger account that records debits related to tax transactions.,General,0,GE10_04,,,
136,2,Reference Association,,Tax,,0..1,,,Tax Type,"A class outlining detailed classifications of tax types that the business encounters, supporting accurate tax reporting and compliance.",General,0,GE10_05,,,
132,2,Composition,,Tax,Local,0..1,,,Amount,"The monetary amount of tax assessed based on local tax regulations, recorded in the local currency.",General,0,GE10_01,,,
133,2,Composition,,Tax,Transaction,0..1,,,Amount,"The total monetary amount of tax applied to a specific transaction, recorded in the transaction currency.",General,0,GE10_02,,,
137,1,Class,,Tax Regulatory,,,,,,"A class that includes regulatory information for taxation, offering instructions for compliance with tax laws in various jurisdictions.",Base,40,BS15,,,
138,2,Attribute,PK,Tax Regulatory,Code,1..1,Identifier,REGULATOR CODE,,The unique code for a regulatory body or jurisdiction.,Base,40,BS15_01,,,
139,2,Attribute,,Tax Regulatory,Country Code,0..1,Code,COUNTRY CODE,,"The code for the country in which the tax regulator operates, as per ISO 3166-1.",Base,40,BS15_02,,,
140,2,Attribute,,Tax Regulatory,Region,0..1,Name,REGION,,The specific area within a country that falls under the jurisdiction of a tax regulator.,Base,40,BS15_03,,,
141,2,Attribute,,Tax Regulatory,Name,0..1,Name,Name Medium,,The name of the entity responsible for tax regulation.,Base,40,BS15_04,,,
142,2,Attribute,,Tax Regulatory,Role,0..1,Char,Char Short,,"The jurisdictional level at which the regulator operates, such as federal, regional, or local.",Base,40,BS15_05,,,
143,2,Attribute,,Tax Regulatory,Regulator ID,0..1,Char,Char Short,,The identifier for the reporting organization as assigned by the tax regulator.,Base,40,BS15_06,,,
144,2,Attribute,,Tax Regulatory,Active Indicator,0..1,Indicator,Indicator,,The binary indicator of whether a regulatory code is currently active.,Base,40,BS15_07,,,
145,2,Reference Association,,Tax Regulatory,Reporting Organization,0..1,,,Business Segment,The class represents tax reporting entities within the auditee's organization.,Base,40,BS15_08,,,
