version,sme_nr,mbie_nr,level,identifier,UNID,acronym,class_term,sequence,multiplicity,multiplicity_SME,property_term,representation_term,associated_class,short_name,definition,label_local,definition_local,code_list,attribute,DEN,name,element,xpath
v4,673,4063,2,,UN01007174,BBIE,CI_ Trade_ Tax,20,0..1,0..1,Rate_ Applicable,Percent,,Applicable Rate Percent,"The applicable rate of CI trade tax, expressed as a percentage.",明細行追加請求税率,明細行追加請求の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,SubordinateDocumentAllowanceChargeTaxRatePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/RateApplicablePercent
,,4064,,,UN01013040,BBIE,CI_ Trade_ Tax,21,0..1,0..0,Grand Total,Amount,,Grand Total Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,,,,,CI_ Trade_ Tax. Grand Total. Amount,,GrandTotalAmount,
,,4065,,,UN01013096,BBIE,CI_ Trade_ Tax,22,0..1,0..0,Calculation Method,Code,,Tax Calculation Method Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",,,,,CI_ Trade_ Tax. Calculation Method. Code,,CalculationMethodCode,
,,4066,,,UN01014650,BBIE,CI_ Trade_ Tax,23,0..1,0..0,Local Tax System,Identifier,,Local Tax System ID,The identifier of the local tax system for this CI trade tax.,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,LocalTaxSystemID,
,,4067,,,UN01005851,ASBIE,CI_ Trade_ Tax,1,0..n,0..0,Specified,,CI_ Trade_ Accounting Account,Accounting Account,"A specified accounting account for this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Specified. CI_ Trade_ Accounting Account,,SpecifiedAccountingAccount,
,,4068,,,UN01005852,ASBIE,CI_ Trade_ Tax,2,0..1,0..0,Buyer Deductible Tax_ Specified,,CI_ Trade_ Accounting Account,Buyer Deductible Tax Accounting Account,"The buyer deductible tax specified accounting account for this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Buyer Deductible Tax_ Specified. CI_ Trade_ Accounting Account,,BuyerDeductibleTaxSpecifiedAccountingAccount,
,,4069,,,UN01005853,ASBIE,CI_ Trade_ Tax,3,0..1,0..0,Buyer Non-Deductible Tax_ Specified,,CI_ Trade_ Accounting Account,Buyer Non-Deductible Tax Accounting Account,"The buyer non-deductible tax specified accounting account for this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Buyer Non-Deductible Tax_ Specified. CI_ Trade_ Accounting Account,,BuyerNon-DeductibleTaxSpecifiedAccountingAccount,
,,4070,,,UN01005854,ASBIE,CI_ Trade_ Tax,4,0..1,0..0,Buyer Repayable Tax_ Specified,,CI_ Trade_ Accounting Account,Buyer Repayable Tax Accounting Account,"The buyer repayable tax specified accounting account for this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Buyer Repayable Tax_ Specified. CI_ Trade_ Accounting Account,,BuyerRepayableTaxSpecifiedAccountingAccount,
,,4071,,,UN01005855,ASBIE,CI_ Trade_ Tax,5,0..1,0..0,Seller Payable Tax_ Specified,,CI_ Trade_ Accounting Account,Seller Payable Tax Accounting Account,"The seller payable tax specified accounting account for this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Seller Payable Tax_ Specified. CI_ Trade_ Accounting Account,,SellerPayableTaxSpecifiedAccountingAccount,
,,4072,,,UN01005856,ASBIE,CI_ Trade_ Tax,6,0..1,0..0,Seller Refundable Tax_ Specified,,CI_ Trade_ Accounting Account,Seller Refundable Tax Accounting Account,"The seller refundable tax specified accounting account for this CI trade related tax, levy or duty.",,,,,CI_ Trade_ Tax. Seller Refundable Tax_ Specified. CI_ Trade_ Accounting Account,,SellerRefundableTaxSpecifiedAccountingAccount,
,,4073,,,UN01006064,ASBIE,CI_ Trade_ Tax,7,0..1,0..0,Service Supply,,CI_ Trade_ Country,Service Supply Country,The country where a service was supplied for this CI trade tax.,,,,,CI_ Trade_ Tax. Service Supply. CI_ Trade_ Country,,ServiceSupplyCountry,
,,4074,,,UN01007175,ASBIE,CI_ Trade_ Tax,8,0..n,0..0,Place_ Applicable,,CI_ Trade_ Location,Applicable Location,A location where this CI trade tax is applicable.,,,,,CI_ Trade_ Tax. Place_ Applicable. CI_ Trade_ Location,,PlaceApplicableLocation,
v4.1,268,4093,1,,UN01005857,ABIE,CI_ Universal_ Communication,0,,,,,,CI Communication,The exchange of messages or information for Cross Industry (CI) purposes.,国際アドレスクラス,国際アドレスクラス,,,CI_ Universal_ Communication. Details,PayerDetails,CIUniversalCommunication,
,,4094,,,UN01005858,BBIE,CI_ Universal_ Communication,1,0..1,0..0,URI,Identifier,,URI,"The Uniform Resource Identifier (URI), such as a web or an email address, for this CI universal communication.",,,UNCL3148,,CI_ Universal_ Communication. URI. Identifier,,URIID,
v4.1,269,4095,2,,UN01005859,BBIE,CI_ Universal_ Communication,2,0..1,0..1,Channel,Code,,Channel Code,"The code specifying the channel or manner in which a CI universal communication can be made, such as telephone or email.",国際アドレス登録機関コード,ISOがコード表6523に登録した国際アドレス登録機関のコード,ISO6523,,CI_ Universal_ Communication. Channel. Code,PayerEndPointURIChannelCode,ChannelCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/EndPointURICIUniversalCommunication/ChannelCode
v4.1,270,4096,2,,UN01005860,BBIE,CI_ Universal_ Communication,3,0..1,0..1,Complete Number,Text,,Complete Number,The text string of characters that make up the complete number for this CI universal communication.,支払人国際アドレス,国際アドレス登録機関が付与する国際アドレス番号,,,CI_ Universal_ Communication. Complete Number. Text,PayerEndPointURICompleteNumberText,CompleteNumberText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/EndPointURICIUniversalCommunication/CompleteNumber
v1,132,5897,1,,UN01000371,ABIE,Procuring_ Project,0,,,,,,Procuring Project,"An endeavour carefully planned to achieve a procurement of goods, works and service.",プロジェクト調達クラス,プロジェクト調達に関する情報のクラス,,,Procuring_ Project. Details,TransactionProcuringProjectDetails,ProcuringProject,
v1/v4.3,133,5898,2,PK,UN01000372,BBIE,Procuring_ Project,1,1..1,1..1,Identification,Identifier,,ID,The unique identifier of this procuring project.,プロジェクトID,発注品に関するプロジェクト・工事案件等を管理するためのID。,,,Procuring_ Project. Identification. Identifier,ProcuringProjectID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SpecifiedProcuringProject/ID
,,5899,,,UN01000373,BBIE,Procuring_ Project,2,0..1,0..0,Description,Text,,Description,The textual description of this procuring project.,,,,,Procuring_ Project. Description. Text,,DescriptionText,
v1/v4.3,134,5900,2,,UN01000374,BBIE,Procuring_ Project,3,1..1,1..1,Name,Text,,Name,"The name, expressed as text, of this procuring project.",プロジェクト名,発注品に関するプロジェクト・工事案件等の名称。,,,Procuring_ Project. Name. Text,ProcuringProjectName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SpecifiedProcuringProject/Name
,,5901,,,UN01000375,BBIE,Procuring_ Project,4,0..n,0..0,Works Type,Code,,Works Type Code,"A code specifying the type of work, such as surveying or consulting, for this procuring project.",,,,,Procuring_ Project. Works Type. Code,,WorksTypeCode,
,,5902,,,UN01000376,BBIE,Procuring_ Project,5,0..n,0..0,Sub_ Works Type,Code,,Sub-Works Type Code,"A code specifying the type of sub works, such as land surveying or information technology consulting, for this procuring project.",,,,,Procuring_ Project. Sub_ Works Type. Code,,SubWorksTypeCode,
,,5903,,,UN01000377,BBIE,Procuring_ Project,6,0..1,0..0,Type,Code,,Type Code,"The code specifying the type of procuring project, such as goods, works and service.",,,,,Procuring_ Project. Type. Code,,TypeCode,
,,5904,,,UN01000378,BBIE,Procuring_ Project,7,0..1,0..0,Constraint,Indicator,,Constraint Indicator,The indication of whether or not the project is constrained by an authority such as the World Trade Organization (WTO) for this procuring project.,,,,,Procuring_ Project. Constraint. Indicator,,ConstraintIndicator,
,,5905,,,UN01000379,BBIE,Procuring_ Project,8,0..1,0..0,Total_ Budget,Amount,,Total Budget Amount,"The monetary value of the total budget which includes net amount, taxes, and material and instalment costs for this procuring project.",,,,,Procuring_ Project. Total_ Budget. Amount,,TotalBudgetAmount,
,,5906,,,UN01000380,BBIE,Procuring_ Project,9,0..1,0..0,Net_ Budget,Amount,,Net Budget Amount,The monetary value of the net budget for this procuring project.,,,,,Procuring_ Project. Net_ Budget. Amount,,NetBudgetAmount,
,,5907,,,UN01000381,ASBIE,Procuring_ Project,1,0..1,0..0,Physical,,Project Actualization_ Location,Project Actualization Location,The physical actualization location of this procuring project.,,,,,Procuring_ Project. Physical. Project Actualization_ Location,,PhysicalLocation,
,,5908,,,UN01000382,ASBIE,Procuring_ Project,2,0..1,0..0,Plan,,Tendering_ Period,Tendering Planned Period,The planned period for performing this procuring project in the tendering process.,,,,,Procuring_ Project. Plan. Tendering_ Period,,PlanPeriod,
,,5909,,,UN01011486,ASBIE,Procuring_ Project,3,0..1,0..0,Specified,,Inspection_ Event,Inspection Event,The inspection event specified for this procuring project.,,,,,Procuring_ Project. Specified. Inspection_ Event,,SpecifiedEvent,
,,5910,,,UN01011489,ASBIE,Procuring_ Project,4,0..n,0..0,Plan,,Project_ Period,Project Plan Period,A planned period for this procuring project.,,,,,Procuring_ Project. Plan. Project_ Period,,PlanPeriod,
v4/v4.3,1,0,1,,,MA,SME_ Consolidated Self Invoice,0,,,,,,,,統合仕入明細（検収）書,発注者が受注者に交付する統合仕入明細（検収）文書（メッセージ）,,,SME_ Consolidated Self Invoice,SMEConsolidatedSelfInvoice,SMEConsolidatedSelfInvoice,/SMEConsolidatedSelfInvoice
v1,29,2179,2,,UN01005861,ASMA,SME_ Consolidated Self Invoice,0,,,,,CIIH_ Exchanged_ Document,CIIH Exchanged Document,"A collection of data for a Cross Industry Invoice Header (CIIH) that is exchanged between two or more parties in written, printed or electronic form.",インボイス文書クラス,インボイス文書に関する情報項目のクラス,,,CIIH_ Exchanged_ Document. Details,SMEConsolidatedSelfInvoiceExchangedDocumentDetails,CIIHExchangedDocument,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument
v1,62,2288,2,,UN01005936,ASMA,SME_ Consolidated Self Invoice,0,,,,,CIIH_ Supply Chain_ Trade Transaction,CIIH Trade Transaction,"The trade line items, trade agreement, trade delivery and trade settlement details included in this Cross Industry Invoice Header (CIIH).",インボイス文書取引内容クラス,インボイス文書情報で伝達される取引内容に関する情報からなるクラス。,,,CIIH_ Supply Chain_ Trade Transaction. Details,SMEConsolidatedSelfInvoiceTransactionDetails,CIIHSupplyChainTradeTransaction,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction
v1,2,3448,2,,UN01005479,ASMA,SME_ Consolidated Self Invoice,0,,,,,CI_ Exchanged Document_ Context,CI Document Context,"The scenario or setting of a Cross Industry (CI) exchanged document, such as its business process application context.",取引設定クラス,メッセージの設定内容に関する情報からなるクラス,,,CI_ Exchanged Document_ Context. Details,SMEConsolidatedSelfInvoiceExchangedDocumentContextDetails,CIExchangedDocumentContext,/SMEConsolidatedSelfInvoice/CIExchangedDocumentContext
v4,56,7144,1,,UN01006014,ABIE,Specified_ Binary File,0,,,,,,Binary File,A specified computer file or program stored in a binary format.,添付バイナリファイルクラス,添付バイナリファイルを記述するためのクラス,,,Specified_ Binary File. Details,ExchangedDocumentBinaryFileDetails,SpecifiedBinaryFile,
v4,57,7145,2,PK,UN01006015,BBIE,Specified_ Binary File,1,0..n,1..1,Identification,Identifier,,ID,A unique identifier for this specified binary file.,添付バイナリファイルID,添付バイナリファイルのID,,,Specified_ Binary File. Identification. Identifier,ExchangedDocumentAttachedBinaryFileID,ID,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/AttachedSpecifiedBinaryFile/ID
,,7146,,,UN01006016,BBIE,Specified_ Binary File,2,0..n,0..0,Title,Text,,Title,"A title, expressed as text, for this specified binary file.",,,,,Specified_ Binary File. Title. Text,,TitleText,
,,7147,,,UN01006017,BBIE,Specified_ Binary File,3,0..n,0..0,Author Name,Text,,Author Name,"A name of an author, expressed as text, of this specified binary file.",,,,,Specified_ Binary File. Author Name. Text,,AuthorName,
,,7148,,,UN01006018,BBIE,Specified_ Binary File,4,0..1,0..0,Version,Identifier,,Version ID,The unique version identifier for this specified binary file.,,,,,Specified_ Binary File. Version. Identifier,,VersionID,
v4,58,7149,2,,UN01006019,BBIE,Specified_ Binary File,5,0..1,0..1,File Name,Text,,Name,"The file name, expressed as text, of this specified binary file.",添付バイナリファイル名,添付バイナリファイルの名称,,,Specified_ Binary File. File Name. Text,ExchangedDocumentAttachedBinaryFileFileName,FileName,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/AttachedSpecifiedBinaryFile/FileName
v4,59,7150,2,,UN01006020,BBIE,Specified_ Binary File,6,0..1,0..1,URI,Identifier,,URI,The unique Uniform Resource Identifier (URI) for this specified binary file.,添付バイナリファイルURI ID,添付バイナリファイルの保管URIID,,,Specified_ Binary File. URI. Identifier,ExchangedDocumentAttachedBinaryFileURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/AttachedSpecifiedBinaryFile/URIID
v4,60,7151,2,,UN01006021,BBIE,Specified_ Binary File,7,0..1,1..1,MIME,Code,,MIME Code,The code specifying the Multipurpose Internet Mail Extensions (MIME) type for this specified binary file.,添付バイナリファイルのMIMEコード,添付バイナリファイルのMIMEコード,RFC1341,,Specified_ Binary File. MIME. Code,ExchangedDocumentAttachedBinaryFileMIMECode,MIMECode,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/AttachedSpecifiedBinaryFile/MIMECode
,,7152,,,UN01006022,BBIE,Specified_ Binary File,8,0..1,0..0,Encoding,Code,,Encoding Code,The code specifying the encoding of this specified binary file.,,,,,Specified_ Binary File. Encoding. Code,,EncodingCode,
,,7153,,,UN01006023,BBIE,Specified_ Binary File,9,0..1,0..0,Character Set,Code,,Character Set Code,The code specifying the character set for this specified binary file.,,,,,Specified_ Binary File. Character Set. Code,,CharacterSetCode,
,,7154,,,UN01006024,BBIE,Specified_ Binary File,10,0..n,0..0,Included,Binary Object,,Included Binary Object,A binary object included in this specified binary file.,,,,,Specified_ Binary File. Included. Binary Object,,IncludedBinaryObject,
,,7155,,,UN01006025,BBIE,Specified_ Binary File,11,0..n,0..0,Access,Text,,Access Text,"Access information, expressed as text, for this specified binary file, such as security and download parameters.",,,,,Specified_ Binary File. Access. Text,,AccessText,
v4,61,7156,2,,UN01006026,BBIE,Specified_ Binary File,12,0..n,0..1,Description,Text,,Description,A textual description of this specified binary file.,添付バイナリファイルの説明文,添付バイナリファイルの説明文,,,Specified_ Binary File. Description. Text,ExchangedDocumentAttachedBinaryFileDescriptionText,DescriptionText,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/AttachedSpecifiedBinaryFile/Description
,,7157,,,UN01006027,BBIE,Specified_ Binary File,13,0..1,0..0,Size,Measure,,Size,The measure of the size of this specified binary file.,,,,,Specified_ Binary File. Size. Measure,,SizeMeasure,
,,7158,,,UN01006028,ASBIE,Specified_ Binary File,1,0..1,0..0,Access Availability,,Specified_ Period,Access Availability Period,The specified period when access to this binary file is available.,,,,,Specified_ Binary File. Access Availability. Specified_ Period,,AccessAvailabilityPeriod,
v4,302,7922,1,,UN01004493,ABIE,Trade Settlement_ Financial Card,0,,,,,,Trade Settlement Financial Card,A card used to represent a financial account for a trade settlement.,金融カードクラス,支払人の金融カードのクラス,,,Trade Settlement_ Financial Card. Details,PaymentMeansFinancialCardDetails,TradeSettlementFinancialCard,
,,7923,,,UN01004494,BBIE,Trade Settlement_ Financial Card,1,0..1,0..0,Microchip,Indicator,,Microchip Indicator,The indication of whether or not this trade settlement financial card has a microchip.,,,,,Trade Settlement_ Financial Card. Microchip. Indicator,,MicrochipIndicator,
v4,303,7924,2,PK,UN01004495,BBIE,Trade Settlement_ Financial Card,2,0..1,1..1,Identification,Identifier,,ID,"The unique identifier, commonly known as the card number, of this trade settlement financial card.",金融カード番号,支払人の金融カード番号,,,Trade Settlement_ Financial Card. Identification. Identifier,PaymentMeansFinancialCardID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/ID
v4,304,7925,2,,UN01004496,BBIE,Trade Settlement_ Financial Card,3,0..1,0..1,Type,Code,,Type Code,"The code specifying the type of this trade settlement financial card, such as debit or credit.",金融カードタイプ,金融カードのタイプ,,,Trade Settlement_ Financial Card. Type. Code,PaymentMeansFinancialCardTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/TypeCode
