seq,acronym,property_type,class_term,property_term,representation_term,code_list,associated_class,element,DEN,multiplicity,definition,TDED,short_name,UNID,level,version,sequence,type,identifier,label_local,definition_local,attribute,xpath,name,multiplicity_SME
3849,BBIE,Attribute,CI_ Trade_ Allowance Charge,Identification,Identifier,UNCL(1230),,ID,CI_ Trade_ Allowance Charge. Identification. Identifier,0..1,The unique identifier for this CI trade allowance charge.,(1230),ID,UN01005708,,,,,,,,,,,0..0
3850,BBIE,Attribute,CI_ Trade_ Allowance Charge,Sequence,Numeric,,,SequenceNumeric,CI_ Trade_ Allowance Charge. Sequence. Numeric,0..1,The sequence number for applying this CI trade allowance charge.,,Sequence Number,UN01005709,,,,,,,,,,,0..0
3851,BBIE,Attribute,CI_ Trade_ Allowance Charge,Calculation,Percent,,,CalculationPercent,CI_ Trade_ Allowance Charge. Calculation. Percent,0..1,The percentage applied to calculate this CI trade allowance charge.,,Calculation Percent,UN01005710,,,,,,,,,,,0..0
3852,BBIE,Attribute,CI_ Trade_ Allowance Charge,Basis,Quantity,,,BasisQuantity,CI_ Trade_ Allowance Charge. Basis. Quantity,0..1,The quantity on which this CI trade allowance charge is based.,,Basis Quantity,UN01005711,,,,,,,,,,,0..0
3853,BBIE,Attribute,CI_ Trade_ Allowance Charge,Prepaid,Indicator,,,PrepaidIndicator,CI_ Trade_ Allowance Charge. Prepaid. Indicator,0..1,The indication of whether or not this CI trade allowance charge is prepaid.,,Prepaid Indicator,UN01005712,,,,,,,,,,,0..0
3854,BBIE,Attribute,CI_ Trade_ Allowance Charge,I,_,,,ActualAmount,CI_ Trade_ Allowance Charge. Actual. Amount,0..n,An actual monetary value of this CI trade allowance charge.,,Actual Amount,UN01005713,2,v4.1,210,A,,明細文書ヘッダ返金金額,"この明細文書の明細文書ヘッダに紐付く返金金額
（源泉所得税は含まず。鑑ヘッダで相殺）",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I,IIAllowanceChargeActualAmount,0..0
3855,BBIE,Attribute,CI_ Trade_ Allowance Charge,I,_,UNCL(4465),,ReasonCode,CI_ Trade_ Allowance Charge. Reason. Code,0..1,The code specifying the reason for this CI trade allowance charge.,(4465),Reason Code,UN01005714,2,v4.1,211,A,,明細文書ヘッダ返金理由コード,この明細文書ヘッダ返金の理由を識別するコード,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I,IIAllowanceChargeReasonCode,0..0
3856,BBIE,Attribute,CI_ Trade_ Allowance Charge,I,_,,,ReasonText,CI_ Trade_ Allowance Charge. Reason. Text,0..1,"The reason, expressed as text, for this CI trade allowance charge.",,Reason Text,UN01005715,2,v4.1,212,A,,明細文書ヘッダ返金理由,この明細文書ヘッダ返金理由（内容）の説明,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I,IIAllowanceChargeReasonText,0..0
3857,BBIE,Attribute,CI_ Trade_ Allowance Charge,Type,Code,UNCL(5189),,TypeCode,CI_ Trade_ Allowance Charge. Type. Code,0..1,The code specifying the type of this CI trade allowance or charge.,(5189),Type Code,UN01008285,,,,,,,,,,,0..0
3858,BBIE,Attribute,CI_ Trade_ Allowance Charge,Basis,Amount,,,BasisAmount,CI_ Trade_ Allowance Charge. Basis. Amount,0..1,The monetary value that is the basis on which this CI trade allowance or charge is calculated.,,Basis Amount,UN01008286,,,,,,,,,,,0..0
3859,BBIE,Attribute,CI_ Trade_ Allowance Charge,Unit Basis,Amount,,,UnitBasisAmount,CI_ Trade_ Allowance Charge. Unit_ Basis. Amount,0..1,The monetary value of the unit basis on which this CI trade allowance or charge is calculated.,,Unit Basis Amount,UN01008287,,,,,,,,,,,0..0
3860,ASBIE,Composition,CI_ Trade_ Allowance Charge,Category,,,CI_ Trade Tax,CategoryCITradeTax,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,0..n,A tax category of this CI trade allowance charge.,,Tax Category,UN01005716,,,,,,,,,,,0..0
3861,ASBIE,Composition,CI_ Trade_ Allowance Charge,Actual,,,CI_ Trade Currency Exchange,ActualCITradeCurrencyExchange,CI_ Trade_ Allowance Charge. Actual. CI_ Trade_ Currency Exchange,0..1,The actual trade currency exchange for this CI trade allowance charge.,,Actual Currency Exchange,UN01005717,,,,,,,,,,,0..0
3964,ASBIE,Composition,CI_ Trade_ Price,Applied,,,CI_ Trade Allowance Charge,AppliedCITradeAllowanceCharge,CI_ Trade_ Price. Applied. CI_ Trade_ Allowance Charge,0..n,An allowance or charge applied to this CI trade price.,,Applied Allowance/Charge,UN01005795,,,,,,,,,,,0..0
2441,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,I,I,,,GrandTotalAmount,CIIL_ Trade Settlement_ Monetary Summation. Grand Total. Amount,0..1,The monetary value of the grand total amount of this CIIL trade settlement monetary summation.,,Grand Total Amount,UN01011519,2,V4,255,A,,明細文書ヘッダ総合計金額（税込み）,"明細文書ヘッダ総合計金額（税込み）
明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額＋明細文書ヘッダ消費税合計額",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II,IIMonetarySummationGrandTotalAmount,0..0
2419,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Specified,,,CIIL_ Trade Settlement Monetary Summation,SpecifiedCIILTradeSettlementMonetarySummation,CIIL_ Supply Chain_ Trade Settlement. Specified. CIIL_ Trade Settlement_ Monetary Summation,0..1,The CIIL trade settlement monetary summation specified for this CIIL supply chain trade settlement.,,Monetary Summation,UN01006002,,,,,,,,,,,0..0
2429,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,Line Total,Amount,,,LineTotalAmount,CIIL_ Trade Settlement_ Monetary Summation. Line Total. Amount,0..n,A monetary value of the line amount total being reported in this CIIL trade settlement monetary summation.,,Deprecated Line Total Amount,UN01006007,,,,,,,,,,,0..0
2430,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,I,I,,,ChargeTotalAmount,CIIL_ Trade Settlement_ Monetary Summation. Charge Total. Amount,0..n,A monetary value of the total of all charge amounts being reported in this CIIL trade settlement monetary summation.,,Charge Total Amount,UN01006008,2,v4,248,A,,明細文書ヘッダ追加請求合計金額,"明細文書ヘッダレベルの追加請求合計金額
Σ明細文書ヘッダ追加請求金額",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II,IIMonetarySummationChargeTotalAmount,0..0
2431,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,I,I,,,AllowanceTotalAmount,CIIL_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,0..n,A monetary value of the total of all allowance amounts being reported in this CIIL trade settlement monetary summation.,,Allowance Total Amount,UN01006009,2,v4,249,A,,明細文書ヘッダ返金合計金額,"明細文書ヘッダレベルの返金合計金額
Σ明細文書ヘッダ返金金額",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II,IIMonetarySummationAllowanceTotalAmount,0..0
2432,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,Tax Basis Total,Amount,,,TaxBasisTotalAmount,CIIL_ Trade Settlement_ Monetary Summation. Tax Basis Total. Amount,0..n,A monetary value of the total of all tax basis amounts being reported in this CIIL trade settlement monetary summation.,,Tax Basis Total Amount,UN01006010,,,,,,,,,,,0..0
2433,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,I,I,,,TaxTotalAmount,CIIL_ Trade Settlement_ Monetary Summation. Tax Total. Amount,0..n,A monetary value of the total of all tax amounts being reported in this CIIL trade settlement monetary summation.,,Tax Total Amount,UN01006011,2,v1,250,A,,明細文書ヘッダ消費税合計額,"明細文書ヘッダ消費税の合計税額
Σ（明細文書ヘッダ課税分類課税対象合計金額（税抜き）＋明細文書ヘッダ税率別追加請求合計金額ー明細文書ヘッダ税率別返金合計金額）×税率",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II,IIMonetarySummationTaxTotalAmount,0..0
2434,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,Information,Amount,,,InformationAmount,CIIL_ Trade Settlement_ Monetary Summation. Information. Amount,0..n,A monetary value of an amount being reported for information in this CIIL trade settlement monetary summation.,,Information Amount,UN01006012,,,,,,,,,,,0..0
2435,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,Total Allowance Charge,Amount,,,TotalAllowanceChargeAmount,CIIL_ Trade Settlement_ Monetary Summation. Total Allowance Charge. Amount,0..n,A monetary value of a total allowance and charge reported in this CIIL trade settlement monetary summation.,,Total Allowance/Charge Amount,UN01006013,,,,,,,,,,,0..0
2436,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,Product Weight Loss Information,Amount,,,ProductWeightLossInformationAmount,CIIL_ Trade Settlement_ Monetary Summation. Product Weight Loss_ Information. Amount,0..n,"A monetary value of the loss of weight of a product, such as fresh goods, stated for information purposes in this CIIL trade settlement monetary summation.",,Product Weight Loss Amount,UN01008453,,,,,,,,,,,0..0
2437,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,Total Retail Value Information,Amount,,,TotalRetailValueInformationAmount,CIIL_ Trade Settlement_ Monetary Summation. Total Retail Value_ Information. Amount,0..n,A monetary value which constitutes the total retail value stated for information purposes in this CIIL trade settlement monetary summation.,,Total Retail Value Amount,UN01008454,,,,,,,,,,,0..0
2438,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,I,I,,,GrossLineTotalAmount,CIIL_ Trade Settlement_ Monetary Summation. Gross_ Line Total. Amount,0..n,"A monetary value of the line amount total, excluding line level allowances and charges and taxes, being reported in this CIIL trade settlement monetary summation.",,Gross Line Total Amount,UN01008455,2,v1,252,A,,明細文書ヘッダ総合計金額（税抜き）,"明細文書ヘッダ総合計金額（税抜き）
明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II,IIMonetarySummationGrossLineTotalAmount,0..0
2439,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,I,I,,,NetLineTotalAmount,CIIL_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,0..n,"A monetary value of the line amount total, including line level allowances and charges and excluding line level taxes, being reported in this CIIL trade settlement monetary summation.",,Net Line Total Amount,UN01008456,2,v1,253,A,,明細文書ヘッダ譲渡資産合計金額(税抜き),Σ明細行譲渡資産金額（税抜き）,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II,IIMonetarySummationNetLineTotalAmount,0..0
2440,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,I,I,,,NetIncludingTaxesLineTotalAmount,CIIL_ Trade Settlement_ Monetary Summation. Net Including Taxes_ Line Total. Amount,0..n,"A monetary value of the line amount total, including line level allowances, charges, and taxes, being reported in this CIIL trade settlement monetary summation.",,Net Line Total Amount Including Taxes,UN01008457,2,v2,254,A,,明細文書ヘッダ譲渡資産合計金額(税込み),Σ明細文書明細行譲渡資産金額（税込み）,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II,IIMonetarySummationNetTaxesLineTotalAmount,0..0
2441,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,I,I,,,GrandTotalAmount,CIIL_ Trade Settlement_ Monetary Summation. Grand Total. Amount,0..1,The monetary value of the grand total amount of this CIIL trade settlement monetary summation.,,Grand Total Amount,UN01011519,2,V4,255,A,,明細文書ヘッダ総合計金額（税込み）,"明細文書ヘッダ総合計金額（税込み）
明細文書ヘッダ譲渡資産合計金額（税抜き）＋明細文書ヘッダ追加請求合計金額ー明細文書ヘッダ返金合計金額＋明細文書ヘッダ消費税合計額",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II,IIMonetarySummationGrandTotalAmount,0..0
2442,BBIE,Attribute,CIIL_ Trade Settlement_ Monetary Summation,Including Taxes Line Total,Amount,,,IncludingTaxesLineTotalAmount,CIIL_ Trade Settlement_ Monetary Summation. Including Taxes_ Line Total. Amount,0..1,"The monetary value of the line total, including taxes, being reported in this CIIL trade settlement monetary summation.",,Line Total Amount Including Taxes,UN01013030,,,,,,,,,,,0..0
3822,BBIE,Attribute,CI_ Trade_ Accounting Account,I,_,,,Name,CI_ Trade_ Accounting Account. Name. Text,0..1,"The name, expressed as text, of this CI trade accounting account.",,Name,UN01005685,2,v4.1,270,A,,明細文書ヘッダ会計アカウント名,明細文書ヘッダ会計アカウントの名称,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/I,IIAccountingAccountName,0..0
2080,ASBIE,Composition,CIDDH_ Supply Chain_ Trade Settlement,Purchase Specified,,,CI_ Trade Accounting Account,PurchaseSpecifiedCITradeAccountingAccount,CIDDH_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,0..n,A purchase accounting account specified for this CIDDH supply chain trade settlement.,,Purchase Accounting Account,UN01006862,,,,,,,,,,,0..0
2081,ASBIE,Composition,CIDDH_ Supply Chain_ Trade Settlement,Sales Specified,,,CI_ Trade Accounting Account,SalesSpecifiedCITradeAccountingAccount,CIDDH_ Supply Chain_ Trade Settlement. Sales_ Specified. CI_ Trade_ Accounting Account,0..n,A sales accounting account specified for this CIDDH supply chain trade settlement.,,Sales Accounting Account,UN01006863,,,,,,,,,,,0..0
2169,ASBIE,Composition,CIDDL_ Supply Chain_ Trade Settlement,Payable Specified,,,CI_ Trade Accounting Account,PayableSpecifiedCITradeAccountingAccount,CIDDL_ Supply Chain_ Trade Settlement. Payable_ Specified. CI_ Trade_ Accounting Account,0..n,A payable accounting account specified for this CIDDL supply chain trade settlement.,,Accounts Payable,UN01006911,,,,,,,,,,,0..0
2170,ASBIE,Composition,CIDDL_ Supply Chain_ Trade Settlement,Purchase Specified,,,CI_ Trade Accounting Account,PurchaseSpecifiedCITradeAccountingAccount,CIDDL_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,0..n,A purchase accounting account specified for this CIDDL supply chain trade settlement.,,Purchase Accounting Account,UN01006912,,,,,,,,,,,0..0
2277,ASBIE,Composition,CIIH_ Supply Chain_ Trade Settlement,Payable Specified,,,CI_ Trade Accounting Account,PayableSpecifiedCITradeAccountingAccount,CIIH_ Supply Chain_ Trade Settlement. Payable_ Specified. CI_ Trade_ Accounting Account,0..n,A payable Cross Industry (CI) accounting account specified for this CIIH supply chain trade settlement.,,Accounts Payable,UN01006074,,,,,,,,,,,0..0
2278,ASBIE,Composition,CIIH_ Supply Chain_ Trade Settlement,Receivable Specified,,,CI_ Trade Accounting Account,ReceivableSpecifiedCITradeAccountingAccount,CIIH_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,0..n,A receivable Cross Industry (CI) accounting account specified for this CIIH supply chain trade settlement.,,Accounts Receivable,UN01006075,,,,,,,,,,,0..0
2279,ASBIE,Composition,CIIH_ Supply Chain_ Trade Settlement,Purchase Specified,,,CI_ Trade Accounting Account,PurchaseSpecifiedCITradeAccountingAccount,CIIH_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,0..n,A purchase Cross Industry (CI) accounting account specified for this CIIH supply chain trade settlement.,,Purchase Accounting Account,UN01006076,,,,,,,,,,,0..0
2280,ASBIE,Composition,CIIH_ Supply Chain_ Trade Settlement,Sales Specified,,,CI_ Trade Accounting Account,SalesSpecifiedCITradeAccountingAccount,CIIH_ Supply Chain_ Trade Settlement. Sales_ Specified. CI_ Trade_ Accounting Account,0..n,A sales Cross Industry (CI) accounting account specified for this CIIH supply chain trade settlement.,,Sales Accounting Account,UN01006077,,,,,,,,,,,0..0
2346,ASBIE,Composition,CIILB_ Supply Chain_ Trade Settlement,Purchase Specified,,,CI_ Trade Accounting Account,PurchaseSpecifiedCITradeAccountingAccount,CIILB_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,0..n,A purchase accounting account specified for this CIILB supply chain trade settlement.,,Purchase Accounting Account,UN01015534,,,,,,,,,,,0..0
2424,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Payable Specified,,,CI_ Trade Accounting Account,PayableSpecifiedCITradeAccountingAccount,CIIL_ Supply Chain_ Trade Settlement. Payable_ Specified. CI_ Trade_ Accounting Account,0..n,A payable Cross Industry (CI) accounting account specified for this CIIL supply chain trade settlement.,,Accounts Payable,UN01006078,,,,,,,,,,,0..0
2425,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Receivable Specified,,,CI_ Trade Accounting Account,ReceivableSpecifiedCITradeAccountingAccount,CIIL_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,0..n,A receivable Cross Industry (CI) accounting account specified for this CIIL supply chain trade settlement.,,Accounts Receivable,UN01006079,,,,,,,,,,,0..0
2426,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Purchase Specified,,,CI_ Trade Accounting Account,PurchaseSpecifiedCITradeAccountingAccount,CIIL_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,0..n,A purchase Cross Industry (CI) accounting account specified for this CIIL supply chain trade settlement.,,Purchase Accounting Account,UN01006080,,,,,,,,,,,0..0
2427,ASBIE,Composition,CIIL_ Supply Chain_ Trade Settlement,Sales Specified,,,CI_ Trade Accounting Account,SalesSpecifiedCITradeAccountingAccount,CIIL_ Supply Chain_ Trade Settlement. Sales_ Specified. CI_ Trade_ Accounting Account,0..n,A sales Cross Industry (CI) accounting account specified for this CIIL supply chain trade settlement.,,Sales Accounting Account,UN01006081,,,,,,,,,,,0..0
