version,sme_nr,mbie_nr,level,property_type,class_term,sequence,multiplicity,multiplicity_sme,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,label_sme,label_csv,definition_sme,label_ja,definition_ja,UNID,acronym,DEN,definition,short_name,element,XML_element_name
v4.3,352.0,4064,2,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),21,0..1,0..1,,Grand Total,Amount,,udt:AmountType,,,,鑑ヘッダ修正差額調整消費税合計額,インボイス文書修正差額調整消費税合計額,鑑ヘッダ修正差額調整税率別消費税額の合計額,合計金額,インボイスの取引税の課税標準額と税額の合計金額。,UN01013040,BBIE,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,GrandTotalAmount,GrandTotalAmount
,,4065,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),22,0..1,0..0,,Calculation Method,Code,,,,,,,,,,,UN01013096,BBIE,CI_ Trade_ Tax. Calculation Method. Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Tax Calculation Method Code,CalculationMethodCode,
,,4066,,Attribute,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),23,0..1,0..0,,Local Tax System,Identifier,,,,,,,,,,,UN01014650,BBIE,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,LocalTaxSystemID,
,,4067,,Composition,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),1,0..n,0..0,,,,,,CI_ Trade_ Accounting Account (Specified),,,,,,,,UN01005851,ASBIE,CI_ Trade_ Tax. Specified. CI_ Trade_ Accounting Account,"A specified accounting account for this CI trade related tax, levy or duty.",Accounting Account,SpecifiedAccountingAccount,
,,4068,,Composition,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),2,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Buyer Deductible Tax_ Specified),,,,,,,,UN01005852,ASBIE,CI_ Trade_ Tax. Buyer Deductible Tax_ Specified. CI_ Trade_ Accounting Account,"The buyer deductible tax specified accounting account for this CI trade related tax, levy or duty.",Buyer Deductible Tax Accounting Account,BuyerDeductibleTaxSpecifiedAccountingAccount,
,,4069,,Composition,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),3,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Buyer Non-Deductible Tax_ Specified),,,,,,,,UN01005853,ASBIE,CI_ Trade_ Tax. Buyer Non-Deductible Tax_ Specified. CI_ Trade_ Accounting Account,"The buyer non-deductible tax specified accounting account for this CI trade related tax, levy or duty.",Buyer Non-Deductible Tax Accounting Account,BuyerNonDeductibleTaxSpecifiedAccountingAccount,
,,4070,,Composition,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),4,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Buyer Repayable Tax_ Specified),,,,,,,,UN01005854,ASBIE,CI_ Trade_ Tax. Buyer Repayable Tax_ Specified. CI_ Trade_ Accounting Account,"The buyer repayable tax specified accounting account for this CI trade related tax, levy or duty.",Buyer Repayable Tax Accounting Account,BuyerRepayableTaxSpecifiedAccountingAccount,
,,4071,,Composition,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),5,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Seller Payable Tax_ Specified),,,,,,,,UN01005855,ASBIE,CI_ Trade_ Tax. Seller Payable Tax_ Specified. CI_ Trade_ Accounting Account,"The seller payable tax specified accounting account for this CI trade related tax, levy or duty.",Seller Payable Tax Accounting Account,SellerPayableTaxSpecifiedAccountingAccount,
,,4072,,Composition,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),6,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Seller Refundable Tax_ Specified),,,,,,,,UN01005856,ASBIE,CI_ Trade_ Tax. Seller Refundable Tax_ Specified. CI_ Trade_ Accounting Account,"The seller refundable tax specified accounting account for this CI trade related tax, levy or duty.",Seller Refundable Tax Accounting Account,SellerRefundableTaxSpecifiedAccountingAccount,
,,4073,,Composition,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),7,0..1,0..0,,,,,,CI_ Trade_ Country (Service Supply),,,,,,,,UN01006064,ASBIE,CI_ Trade_ Tax. Service Supply. CI_ Trade_ Country,The country where a service was supplied for this CI trade tax.,Service Supply Country,ServiceSupplyCountry,
,,4074,,Composition,CI_ Trade_ Tax (Applicable/Specified[Reason. Code='62']/Related),8,0..n,0..0,,,,,,CI_ Trade_ Location (Place_ Applicable),,,,,,,,UN01007175,ASBIE,CI_ Trade_ Tax. Place_ Applicable. CI_ Trade_ Location,A location where this CI trade tax is applicable.,Applicable Location,PlaceApplicableLocation,
v4,485.0,4043,1,Class,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),,,,,,,,ram:CITradeTaxType,,,,明細文書ヘッダ返金税クラス,明細文書返金税クラス,明細文書ヘッダ返金の税クラス,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,ABIE,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",CI Trade Tax,,
,,4044,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),1,0..n,0..0,,Calculated,Amount,,,,,,,,,,,UN01005833,BBIE,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,CalculatedAmount,
,,4045,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),2,0..1,0..0,,Type,Tax Type_ Code,TDED5153,,,,,,,,,,UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,TypeCode,
,,4046,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),3,0..1,0..0,,Exemption Reason,Text,,,,,,,,,,,UN01005835,BBIE,CI_ Trade_ Tax. Exemption Reason. Text,"The reason, expressed as text, for exemption from this CI trade related tax, levy or duty.",Exemption Reason Text,ExemptionReason,
,,4047,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),4,0..1,0..0,,Calculated,Rate,,,,,,,,,,,UN01005836,BBIE,CI_ Trade_ Tax. Calculated. Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Calculated Rate,CalculatedRate,
,,4048,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),5,0..1,0..0,,Calculation Sequence,Numeric,,,,,,,,,,,UN01005837,BBIE,CI_ Trade_ Tax. Calculation Sequence. Numeric,"The numeric expression of the sequence in which this CI trade related tax is to be or has been applied when multiple taxes are applicable per calculation, such as first ""Value Added Tax (VAT)"", second ""Transfer"".",Calculation Sequence Number,CalculationSequenceNumeric,
,,4049,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),6,0..1,0..0,,Basis,Quantity,,,,,,,,,,,UN01005838,BBIE,CI_ Trade_ Tax. Basis. Quantity,"The quantity used as the basis for calculating the amount of this CI trade related tax, levy or duty.",Basis Quantity,BasisQuantity,
,,4050,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),7,0..n,0..0,,Basis,Amount,,,,,,,,,,,UN01005839,BBIE,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,BasisAmount,
,,4051,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),8,0..n,0..0,,Unit_ Basis,Amount,,,,,,,,,,,UN01005840,BBIE,CI_ Trade_ Tax. Unit_ Basis. Amount,"A monetary value that constitutes the per unit basis on which this CI trade related tax, levy or duty is calculated.",Unit Basis Amount,UnitBasisAmount,
v4,486.0,4052,2,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),9,0..1,1..1,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,明細文書ヘッダ返金課税分類コード,明細文書返金課税分類コード,明細文書ヘッダ返金の課税分類コード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,CategoryCode,CategoryCode
,,4053,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),10,0..1,0..0,,Currency,Currency_ Code,TDED6345,,,,,,,,,,UN01005842,BBIE,CI_ Trade_ Tax. Currency. Code,"The code specifying the currency for this CI trade related tax, levy or duty.",Currency Code,CurrencyCode,
,,4054,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),11,0..n,0..0,,Jurisdiction,Text,,,,,,,,,,,UN01005843,BBIE,CI_ Trade_ Tax. Jurisdiction. Text,"A jurisdiction, expressed as text, to which this CI trade related tax, levy or duty applies.",Jurisdiction Text,Jurisdiction,
,,4055,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),12,0..1,0..0,,Customs Duty,Indicator,,,,,,,,,,,UN01005844,BBIE,CI_ Trade_ Tax. Customs Duty. Indicator,"The indication of whether or not this CI trade related tax, levy or duty is a customs duty.",Customs Duty Indicator,CustomsDutyIndicator,
,,4056,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),13,0..1,0..0,,Exemption Reason,Code,,,,,,,,,,,UN01005845,BBIE,CI_ Trade_ Tax. Exemption Reason. Code,"The code specifying a reason for exemption from this CI trade related tax, levy or duty.",Exemption Reason Code,ExemptionReasonCode,
,,4057,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),14,0..1,0..0,,Tax Basis Allowance,Rate,,,,,,,,,,,UN01005846,BBIE,CI_ Trade_ Tax. Tax Basis Allowance. Rate,"The rate of the tax basis allowance (deduction or discount) used to calculate the CI trade related tax, levy or duty.",Basis Allowance Rate,TaxBasisAllowanceRate,
,,4058,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),15,0..1,0..0,,Tax Point,Date,,,,,,,,,,,UN01005847,BBIE,CI_ Trade_ Tax. Tax Point. Date,"The date of the tax point when this CI trade related tax, levy or duty becomes applicable.",Deprecated Tax Point Date,TaxPointDate,
,,4059,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),16,0..1,0..0,,Type,Text,TDED5152,,,,,,,,,,UN01005848,BBIE,CI_ Trade_ Tax. Type. Text,"The type, expressed as text, of this CI trade related tax, levy or duty.",Type Text,Type,
,,4060,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),17,0..n,0..0,,Information,Amount,,,,,,,,,,,UN01005849,BBIE,CI_ Trade_ Tax. Information. Amount,"A monetary value being reported for information for this CI trade related tax, levy or duty.",Information Amount,InformationAmount,
,,4061,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),18,0..n,0..0,,Category Name,Text,,,,,,,,,,,UN01005850,BBIE,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,CategoryName,
,,4062,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),19,0..1,0..0,,Due Date Type,Time Reference_ Code,TDED2475,,,,,,,,,,UN01006052,BBIE,CI_ Trade_ Tax. Due Date Type. Code,The code specifying a type of due date for this CI trade tax.,Due Date Type Code,DueDateTypeCode,
v4,487.0,4063,2,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),20,0..1,0..1,,Rate_ Applicable,Percent,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:PercentType,,,,明細文書ヘッダ返金税率,明細文書返金税率,明細文書ヘッダ返金の税率,適用レートパーセント,インボイスの取引税に適用される税率（パーセンテージで表示）。,UN01007174,BBIE,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,RateApplicablePercent,RateApplicablePercent
,,4064,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),21,0..1,0..0,,Grand Total,Amount,,,,,,,,,,,UN01013040,BBIE,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,GrandTotalAmount,
,,4065,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),22,0..1,0..0,,Calculation Method,Code,,,,,,,,,,,UN01013096,BBIE,CI_ Trade_ Tax. Calculation Method. Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Tax Calculation Method Code,CalculationMethodCode,
,,4066,,Attribute,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),23,0..1,0..0,,Local Tax System,Identifier,,,,,,,,,,,UN01014650,BBIE,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,LocalTaxSystemID,
,,4067,,Composition,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),1,0..n,0..0,,,,,,CI_ Trade_ Accounting Account (Specified),,,,,,,,UN01005851,ASBIE,CI_ Trade_ Tax. Specified. CI_ Trade_ Accounting Account,"A specified accounting account for this CI trade related tax, levy or duty.",Accounting Account,SpecifiedAccountingAccount,
,,4068,,Composition,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),2,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Buyer Deductible Tax_ Specified),,,,,,,,UN01005852,ASBIE,CI_ Trade_ Tax. Buyer Deductible Tax_ Specified. CI_ Trade_ Accounting Account,"The buyer deductible tax specified accounting account for this CI trade related tax, levy or duty.",Buyer Deductible Tax Accounting Account,BuyerDeductibleTaxSpecifiedAccountingAccount,
,,4069,,Composition,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),3,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Buyer Non-Deductible Tax_ Specified),,,,,,,,UN01005853,ASBIE,CI_ Trade_ Tax. Buyer Non-Deductible Tax_ Specified. CI_ Trade_ Accounting Account,"The buyer non-deductible tax specified accounting account for this CI trade related tax, levy or duty.",Buyer Non-Deductible Tax Accounting Account,BuyerNonDeductibleTaxSpecifiedAccountingAccount,
,,4070,,Composition,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),4,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Buyer Repayable Tax_ Specified),,,,,,,,UN01005854,ASBIE,CI_ Trade_ Tax. Buyer Repayable Tax_ Specified. CI_ Trade_ Accounting Account,"The buyer repayable tax specified accounting account for this CI trade related tax, levy or duty.",Buyer Repayable Tax Accounting Account,BuyerRepayableTaxSpecifiedAccountingAccount,
,,4071,,Composition,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),5,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Seller Payable Tax_ Specified),,,,,,,,UN01005855,ASBIE,CI_ Trade_ Tax. Seller Payable Tax_ Specified. CI_ Trade_ Accounting Account,"The seller payable tax specified accounting account for this CI trade related tax, levy or duty.",Seller Payable Tax Accounting Account,SellerPayableTaxSpecifiedAccountingAccount,
,,4072,,Composition,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),6,0..1,0..0,,,,,,CI_ Trade_ Accounting Account (Seller Refundable Tax_ Specified),,,,,,,,UN01005856,ASBIE,CI_ Trade_ Tax. Seller Refundable Tax_ Specified. CI_ Trade_ Accounting Account,"The seller refundable tax specified accounting account for this CI trade related tax, levy or duty.",Seller Refundable Tax Accounting Account,SellerRefundableTaxSpecifiedAccountingAccount,
,,4073,,Composition,CI_ Trade_ Tax (Included/Specified/Specified[Charge. Indicator=false]/Category),7,0..1,0..0,,,,,,CI_ Trade_ Country (Service Supply),,,,,,,,UN01006064,ASBIE,CI_ Trade_ Tax. Service Supply. CI_ Trade_ Country,The country where a service was supplied for this CI trade tax.,Service Supply Country,ServiceSupplyCountry,
