version,sme_nr,mbie_nr,acronym,level,multiplicity,multiplicity_sme,label_sme,definition_sme,level_csv,multiplicity_csv,label_csv,label_ja,definition_ja,UNID,DEN,short_name,definition,property_type,class_term,sequence,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,element,XML_element_name,xpath
v4.1,682.0,3852,BBIE,5,0..1,0..1,明細行追加請求計算率,この明細行追加請求を計算するための率,5,0..1,明細行追加請求計算率,計算パーセント,インボイスの取引手当料金を計算するために適用されるパーセンテージ。,UN01005710,CI_ Trade_ Allowance Charge. Calculation. Percent,Calculation Percent,The percentage applied to calculate this CI trade allowance charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Subordinate/Specified/Specified[Charge. Indicator=true]),4,,Calculation,Percent,,udt:PercentType,,,,CalculationPercent,CalculationPercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/CalculationPercent
v4.1,683.0,3855,BBIE,5,0..n,0..1,明細行追加請求金額,この明細行に紐付く追加請求金額。,5,0..1,明細行追加請求金額,実際の金額,インボイスの取引許容料の実際の金額。,UN01005713,CI_ Trade_ Allowance Charge. Actual. Amount,Actual Amount,An actual monetary value of this CI trade allowance charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Subordinate/Specified/Specified[Charge. Indicator=true]),7,,Actual,Amount,,udt:AmountType,,,,ActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/ActualAmount
v4.1,684.0,3856,BBIE,5,0..1,0..1,明細行追加請求理由コード,この明細行の追加請求理由を識別するコード,5,0..1,明細行追加請求理由コード,理由コード,インボイスの取引許容料の理由を特定するコード。,UN01005714,CI_ Trade_ Allowance Charge. Reason. Code,Reason Code,The code specifying the reason for this CI trade allowance charge.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Subordinate/Specified/Specified[Charge. Indicator=true]),8,,Reason,Allowance Charge Reason_ Code,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AllowanceChargeReasonCode_D23A.xsd,qdt:AllowanceChargeReasonCodeType,,,,ReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/ReasonCode
v4.1,685.0,3857,BBIE,5,0..1,0..1,明細行追加請求理由,この明細行の追加請求理由（内容）の説明,5,0..1,明細行追加請求理由,理由テキスト,インボイスの取引許容料の理由をテキストで表現したもの。,UN01005715,CI_ Trade_ Allowance Charge. Reason. Text,Reason Text,"The reason, expressed as text, for this CI trade allowance charge.",Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Subordinate/Specified/Specified[Charge. Indicator=true]),9,,Reason,Text,,udt:TextType,,,,Reason,Reason,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/Reason
v4.1,686.0,3859,BBIE,5,0..1,0..1,明細行追加請求計算根拠金額,この明細行追加請求の計算根拠となる金額,5,0..1,明細行追加請求計算根拠金額,基準額,インボイスの取引手当または手数料の計算基準となる金額。,UN01008286,CI_ Trade_ Allowance Charge. Basis. Amount,Basis Amount,The monetary value that is the basis on which this CI trade allowance or charge is calculated.,Attribute,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Subordinate/Specified/Specified[Charge. Indicator=true]),11,,Basis,Amount,,udt:AmountType,,,,BasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/BasisAmount
v4,687,3861,ASBIE,5,0..n,0..n,明細行追加請求税グループ,明細行追加請求の税に関するグループ,5,0..n,明細行追加請求税,税金のカテゴリ,インボイスの取引手当課徴金の税区分。,UN01005716,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,Tax Category,A tax category of this CI trade allowance charge.,Composition,CI_ Trade_ Allowance Charge[Charge. Indicator=true] (Included/Subordinate/Specified/Specified[Charge. Indicator=true]),1,,,,,ram:CITradeTaxType,CI_ Trade_ Tax (Included/Subordinate/Specified/Specified[Charge. Indicator=true]/Category),,,CategoryCITradeTax,CategoryCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/CategoryCITradeTax
v4,688,4043,ABIE,5,,,明細行追加請求税クラス,明細行追加請求の税クラス,,,,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,CI_ Trade_ Tax. Details,CI Trade Tax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",Class,CI_ Trade_ Tax (Included/Subordinate/Specified/Specified[Charge. Indicator=true]/Category),,,,,,ram:CITradeTaxType,,,,,,
v4,689.0,4052,BBIE,6,0..1,1..1,明細行追加請求課税分類コード,明細行追加請求の課税分類コード,6,0..1,明細行追加請求課税分類コード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,CI_ Trade_ Tax. Category. Code,Category Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Attribute,CI_ Trade_ Tax (Included/Subordinate/Specified/Specified[Charge. Indicator=true]/Category),9,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,CategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/CategoryCITradeTax/CategoryCode
v4,690.0,4063,BBIE,6,0..1,0..1,明細行追加請求税率,明細行追加請求の税率,6,0..1,明細行追加請求税率,適用レートパーセント,インボイスの取引税に適用される税率（パーセンテージで表示）。,UN01007174,CI_ Trade_ Tax. Rate_ Applicable. Percent,Applicable Rate Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Attribute,CI_ Trade_ Tax (Included/Subordinate/Specified/Specified[Charge. Indicator=true]/Category),20,,Rate_ Applicable,Percent,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:PercentType,,,,RateApplicablePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/CategoryCITradeTax/RateApplicablePercent
v4,691,2346,ASBIE,4,0..1,1..1,明細行決済取引期間グループ,"明細行の取引期間に関する情報からなるグループ
明細文書ヘッダ、または明細行のいずれかの取引期間グループが法的必須
明細文書ヘッダ取引期間グループにデータ入力した場合は明細行取引期間グループのデータ入力は省略することができる",,,,請求期間,CIILB 従属取引明細行のサプライチェーン取引決済に指定された請求期間。,UN01005997,CIIL_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,Billing Period,The billing period specified for this CIILB supply chain trade settlement.,Composition,CIILB_ Supply Chain_ Trade Settlement,5,,Billing,,,ram:CISpecifiedPeriodType,CI_ Specified_ Period (Included/Subordinate/Specified/Billing),,,BillingCISpecifiedPeriod,BillingCISpecifiedPeriod,////IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BillingCISpecifiedPeriod
v4,692,3674,ABIE,4,,,明細行取引期間クラス,明細行の取引期間に関する情報からなるクラス,,,,CI指定期間,インボイスの目的で指定された時間間隔。,UN01005608,CI_ Specified_ Period. Details,CI Specified Period,An interval of time specified for Cross Industry (CI) purposes.,Class,CI_ Specified_ Period (Included/Subordinate/Specified/Billing),,,,,,ram:CISpecifiedPeriodType,,,,,,
v4,693.0,3678,BBIE,5,0..1,0..1,明細行取引開始日,この明細行の取引開始日,4,0..1,明細行取引開始日,開始日時,インボイスで指定された期間の開始日、時刻、日付時刻、またはその他の日付時刻値。,UN01005612,CI_ Specified_ Period. Start. Date Time,Start Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",Attribute,CI_ Specified_ Period (Included/Subordinate/Specified/Billing),4,,Start,Date Time,,udt:DateTimeType,,,,StartDateTime,StartDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BillingCISpecifiedPeriod/StartDateTime
v4,694.0,3679,BBIE,5,0..1,0..1,明細行取引終了日,この明細行の取引終了日,4,0..1,明細行取引終了日,終了日時,インボイスで指定された期間の終了を示す日付、時刻、日付時刻、またはその他の日付時刻値。,UN01005613,CI_ Specified_ Period. End. Date Time,End Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",Attribute,CI_ Specified_ Period (Included/Subordinate/Specified/Billing),5,,End,Date Time,,udt:DateTimeType,,,,EndDateTime,EndDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BillingCISpecifiedPeriod/EndDateTime
v4.2,556,2326,ASBIE,3,0..n,0..n,明細行注釈グループ,明細行の注釈に関するグループ,3,0..n,明細行注釈,付属ノート,CIILB 従属取引明細行の下位取引明細項目に含まれる注記。,JPSxxxxxxxx,CIIL_ Subordinate_ Trade Line Item. Included. CI_ Note,Included Note,A note included in this CIILB subordinate trade line item.,Composition,CIILB_ Subordinate_ Trade Line Item,6,,Included,,,ram:CINoteType,CI_ Note (Included/Subordinate/Included),,,IncludedCINote,IncludedCINote,////IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/IncludedCINote
v4.1,557,3578,ABIE,3,,,明細行注釈クラス,明細行の注釈を記述するクラス,,,,CIノート,備考や追加情報などの、テキストまたはコード化されたインボイスの説明。,UN01005557,CI_ Note. Details,CI Note,"A textual or coded Cross Industry (CI) description, such as a remark or additional information.",Class,CI_ Note (Included/Subordinate/Included),,,,,,ram:CINoteType,,,,,,
v4.1,558.0,3579,BBIE,4,0..1,0..1,明細行注釈表題,"明細行の注釈内容の表題を示す。
一部に利用制限あり。標準仕様書３．３．５項参照",5,0..1,明細行注釈表題,件名テキスト,インボイスの注記の主題（テキストで表現）。,UN01005558,CI_ Note. Subject. Text,Subject Text,"The subject, expressed as text, of this CI note.",Attribute,CI_ Note (Included/Subordinate/Included),1,,Subject,Text,,udt:TextType,,,,Subject,Subject,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/IncludedCINote/Subject
v4.1,559.0,3581,BBIE,4,0..n,0..1,明細行注釈内容,"明細行の注釈表題毎の内容情報を入力するフリースペース。
一部に利用制限あり。標準仕様書３．３．５項参照",5,0..1,明細行注釈内容,コンテンツテキスト,インボイスの注記の内容（テキストで表現）。,UN01005560,CI_ Note. Content. Text,Content Text,"Content, expressed as text, of this CI note.",Attribute,CI_ Note (Included/Subordinate/Included),3,,Content,Text,D24A TDED 4440 Free text <Free form text.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred4440.htm,udt:TextType,,,,Content,Content,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/IncludedCINote/Content
v4.1,560.0,3583,BBIE,4,0..1,0..1,明細行注釈ID,"明細行注釈の識別ID
共通EDIプロバイダがシリアル番号をセット。標準仕様書３．３．５項参照",5,0..1,明細行注釈ID,ID,インボイスの注記の一意の識別子。,UN01005562,CI_ Note. Identification. Identifier,ID,The unique identifier for this CI note.,Attribute,CI_ Note (Included/Subordinate/Included),5,PK,Identification,Identifier,,udt:IDType,,,,ID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/IncludedCINote/ID
,1000.0,,ASMA,2,,1..1,残高確認グループ,,,,,,,JPSxxxxxxxx,SME_ Consolidated Self Invoice. Specified. CIIH_ Supply Chain_ Balance Confirmation,,,,,,,,,,,,,,,,
,1001,,ABIE,2,,,残高確認クラス,,,,,,,,CIIH_ Supply Chain_ Balance Confirmation. Details,,,,,,,,,,,,,,,,
v4,329,2272,ASBIE,3,0..1,0..1,残高確認合計金額グループ,インボイス文書の合計金額に関するグループ,,,,金銭合計,CIIHサプライチェーン取引決済に指定されたCIIHの取引決済の金銭合計。,JPSxxxxxxxx,CIIH_ Supply Chain_ Balance Confirmation. Specified. CIIH_ Trade Settlement_ Monetary Summation,Monetary Summation,The CIIH trade settlement monetary summation specified for this CIIH supply chain trade settlement.,Composition,CIIH_ Supply Chain_ Trade Settlement,15,,Specified,,,ram:CIIHTradeSettlementMonetarySummationType,CIIH_ Trade Settlement_ Monetary Summation (Applicable/Specified),,,SpecifiedCIIHTradeSettlementMonetarySummation,SpecifiedCIIHTradeSettlementMonetarySummation,////ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation
v4,330,2293,ABIE,3,,,残高確認合計金額クラス,インボイス文書の鑑ヘッダ合計金額に関する情報からなるクラス,,,,CIIH 金銭合計,CIIHに対して指定された取引決済の金銭総額の集合。,UN01005941,CIIH_ Trade Settlement_ Monetary Summation. Details,CIIH Monetary Summation,A collection of trade settlement monetary totals specified for this Cross Industry Invoice Header (CIIH).,Class,CIIH_ Trade Settlement_ Monetary Summation,,,,,,ram:CIIHTradeSettlementMonetarySummationType,,,,,,
v4.3,339.0,,BBIE,4,D24Aで未定義,0..1,インボイス文書インボイス合計金額,受注者から交付された請求メッセージに対する発注者の仕入明細メッセージに記載の受注者請求金額,1,0..1,インボイス文書インボイス合計金額,,,JPSxxxxxxx,CIIH_ Trade Settlement_ Monetary Summation. Total Invoice. Amount,,,Attribute,CIIH_ Trade Settlement_ Monetary Summation (Applicable/Specified),,,Total Invoice,Amount,,,,,,TotalInvoiceAmount,,////ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/TotalInvoiceAmount
v4.3,331.0,2295,BBIE,4,0..n,0..1,鑑ヘッダ追加請求合計金額（税抜き）,明細文書ヘッダ追加請求合計金額（税抜き）,1,0..1,インボイス文書追加請求合計金額（税抜き）,請求合計金額,CIIHの取引決済金銭合計においてヘッダレベルで報告される全請求金額の合計金額。,UN01005943,CIIH_ Trade Settlement_ Monetary Summation. Charge Total. Amount,Charge Total Amount,A monetary value of the total of all charge amounts being reported on header level in this CIIH trade settlement monetary summation.,Attribute,CIIH_ Trade Settlement_ Monetary Summation,2,,Charge Total,Amount,,udt:AmountType,,,,ChargeTotalAmount,ChargeTotalAmount,////ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/ChargeTotalAmount
