nr,category,UNID,acronym,name1,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,label_sme,label_csv,definition_sme,multiplicity_sme,selector,fixed_value,version,code_list,issueing_agency,input_method,input_value,xml_imput_sing,selfbilling,amendment_selfbilling,single_selfbilling,core_selfbilling,accounting,JP PINT v1.0,Id,Business Term,Card.
659,明細部,UN01005841,BBIE,,,,,,CI_ Trade_ Tax. Category. Code,,,,,,,,,明細行調整課税分類コード（調整差額統制）,明細行修正差額調整課税分類コード,調整明細行の課税分類コード（修正差額調整）,0..1,,,v4.3,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,UN/CEFACT,"コード値
選択入力",,,,▼,▼,▼,,,,,
660,明細部,UN01007174,BBIE,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,,,,,明細行調整税率,明細行修正差額調整税率,調整明細行の税率,0..1,,,v4.3,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,    , ,,,,▼,▼,▼,,,,,
,,UN01005998,ASBIE,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,,,,,,,明細行決裁返金グループ,明細行返金,明細行の返金に関するグループ,0..n,Charge. Indicator=false,,v4,,,,,,,,,,,,,,
,,UN01005706,ABIE,,,,CI_ Trade_ Allowance Charge. Details,,,,,,,,,,,明細行返金クラス,,明細行返金のクラス,,,,v4,,,,,,,,,,,,,,
669,明細部,UN01005707,BBIE,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,,,,,,,,"明細行返金・追加請求判別子
    =返金（Allowance）",明細行返金判別子,明細行返金・追加請求判別子=false (Allowance）,1..1,,FALSE,v4,JECxxxx D24A定義なし,JEC,"判別子
固定入力",FALSE,,●,●,●,●,,,,,
670,明細部,UN01005710,BBIE,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,,,,,,,,明細行返金計算率,明細行返金計算率,この明細行追加請求を計算するための率,0..1,,,v4.1,,  , , ,,＊,＊,＊,,,★,IBT-138,>> Invoice line allowance percentage,0..1
671,明細部,UN01005713,BBIE,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,,,,,,,,明細行返金金額,明細行返金金額,この明細行に紐付く返金金額,0..1,,,v4,,, , ,,＊,＊,＊,＊,,☆,IBT-136,>> Invoice line allowance amount,1..1
672,明細部,UN01005714,BBIE,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,,,,,,,,明細行返金理由コード,明細行返金理由コード,この明細行の返金理由を識別するコード,0..1,,,v4,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AllowanceChargeReasonCode_D23A.xsd,UN/CEFACT, , ,,＊,＊,＊,＊,,★,IBT-140,>> Invoice line allowance reason code,0..1
673,明細部,UN01005715,BBIE,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,,,,,,,,明細行返金理由,明細行返金理由,"この明細行の返金理由（内容）の説明
軽減税率対象の場合は軽減符号を付記",0..1,,,v4,,, , ,,＊,＊,＊,＊,,★,IBT-139,>> Invoice line allowance reason,0..1
674,明細部,UN01008286,BBIE,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,,,,,,,,明細行返金計算根拠金額,明細行返金計算根拠金額,この明細行返金の計算根拠となる金額,0..1,,,v4.1,,, , ,,＊,＊,＊,,,★,IBT-137,>> Invoice line allowance base amount,0..1
,,UN01005716,ASBIE,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,,,,,,,,,,明細行返金税グループ,明細行返金税,明細行返金の税に関するグループ,0..n,,,v4,,,,,,,,,,,,,,
,,UN01005832,ABIE,,,,,CI_ Trade_ Tax. Details,,,,,,,,,,明細行返金税クラス,,明細行返金の税クラス,,,,v4,,,,,,,,,,,,,,
677,明細部,UN01005841,BBIE,,,,,,CI_ Trade_ Tax. Category. Code,,,,,,,,,明細行返金課税分類コード,明細行返金課税分類コード,明細行返金の課税分類コード,1..1,,,v4,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,UN/CEFACT,"コード値
選択入力","デフォルト
＝S（標準税率）",,＊,＊,＊,＊,,★,IBT-096,> Document level allowance TAX rate,0..1
678,明細部,UN01007174,BBIE,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,,,,,明細行返金税率,明細行返金税率,明細行返金の税率,0..1,,,v4,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf, , , ,,＊,＊,＊,＊,,☆,IBT-095,> Document level allowance TAX category code,1..1
,,UN01005998,ASBIE,,,,CIIL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,,,,,,,明細行決裁追加請求グループ,明細行追加請求,明細行決裁／追加請求グループ,0..n,Charge. Indicator=true,,v4.1,,,,,,,,,,,,,,
,,UN01005706,ABIE,,,,CI_ Trade_ Allowance Charge. Details,,,,,,,,,,,明細行追加請求クラス,,明細行追加請求クラス,,,,v4.1,,,,,,,,,,,,,,
681,明細部,UN01005707,BBIE,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,,,,,,,,"明細行返金・追加請求判別子
    =追加請求（Charge）",明細行追加請求判別子,明細行返金・追加請求判別子=true (Charge),1..1,,TRUE,v4.1,JECxxxx D24A定義なし,JEC,"判別子
固定入力",TRUE,,●,●,●,●,,,,,
682,明細部,UN01005710,BBIE,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,,,,,,,,明細行追加請求計算率,明細行追加請求計算率,この明細行追加請求を計算するための率,0..1,,,v4.1,,  , , ,,＊,＊,＊,,,★,IBT-143,>> Invoice line charge percentage,0..1
683,明細部,UN01005713,BBIE,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,,,,,,,,明細行追加請求金額,明細行追加請求金額,この明細行に紐付く追加請求金額。,0..1,,,v4.1,,, , ,,＊,＊,＊,＊,,☆,IBT-141,>> Invoice line charge amount,1..1
684,明細部,UN01005714,BBIE,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,,,,,,,,明細行追加請求理由コード,明細行追加請求理由コード,この明細行の追加請求理由を識別するコード,0..1,,,v4.1,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AllowanceChargeReasonCode_D23A.xsd,UN/CEFACT, , ,,＊,＊,＊,＊,,★,IBT-145,>> Invoice line charge reason code,0..1
685,明細部,UN01005715,BBIE,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,,,,,,,,明細行追加請求理由,明細行追加請求理由,この明細行の追加請求理由（内容）の説明,0..1,,,v4.1,,, , ,,＊,＊,＊,＊,,★,IBT-144,>> Invoice line charge reason,0..1
686,明細部,UN01008286,BBIE,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,,,,,,,,明細行追加請求計算根拠金額,明細行追加請求計算根拠金額,この明細行追加請求の計算根拠となる金額,0..1,,,v4.1,,, , ,,＊,＊,＊,,,★,IBT-142,>> Invoice line charge base amount,0..1
,,UN01005716,ASBIE,,,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,,,,,,,,,,明細行追加請求税グループ,明細行追加請求税,明細行追加請求の税に関するグループ,0..n,,,v4,,,,,,,,,,,,,,
,,UN01005832,ABIE,,,,,CI_ Trade_ Tax. Details,,,,,,,,,,明細行追加請求税クラス,,明細行追加請求の税クラス,,,,v4,,,,,,,,,,,,,,
689,明細部,UN01005841,BBIE,,,,,,CI_ Trade_ Tax. Category. Code,,,,,,,,,明細行追加請求課税分類コード,明細行追加請求課税分類コード,明細行追加請求の課税分類コード,1..1,,,v4,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,UN/CEFACT,"コード値
選択入力","デフォルト
＝S（標準税率）",,＊,＊,＊,＊,,★,IBT-096,> Document level allowance TAX rate,0..1
690,明細部,UN01007174,BBIE,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,,,,,明細行追加請求税率,明細行追加請求税率,明細行追加請求の税率,0..1,,,v4,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf, , , ,,＊,＊,＊,＊,,☆,IBT-095,> Document level allowance TAX category code,1..1
,,UN01005997,ASBIE,,,,CIIL_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,,,,,,,,,,,明細行決済取引期間グループ,,"明細行の取引期間に関する情報からなるグループ
明細文書ヘッダ、または明細行のいずれかの取引期間グループが法的必須
明細文書ヘッダ取引期間グループにデータ入力した場合は明細行取引期間グループのデータ入力は省略することができる",1..1,,,v4,,,,,,,,,,,,,,
,,UN01005608,ABIE,,,,CI_ Specified_ Period. Details,,,,,,,,,,,明細行取引期間クラス,,明細行の取引期間に関する情報からなるクラス,,,,v4,,,,,,,,,,,,,,
693,明細部,UN01005612,BBIE,,,,,CI_ Specified_ Period. Start. Date Time,,,,,,,,,,明細行取引開始日,明細行取引開始日,この明細行の取引開始日,0..1,,,v4,,,,,,＊,＊,＊,＊,,★,IBT-134,>> Invoice line period start date,0..1
694,明細部,UN01005613,BBIE,,,,,CI_ Specified_ Period. End. Date Time,,,,,,,,,,明細行取引終了日,明細行取引終了日,この明細行の取引終了日,0..1,,,v4,,,,,,◎,◎,◎,◎,,★,IBT-135,>> Invoice line period end date,0..1
,,JPSxxxxxxxx,ASBIE,,,CIIL_ Subordinate_ Trade Line Item. Included. CI_ Note,,,,,,,,,,,,明細行注釈グループ,明細行注釈,明細行の注釈に関するグループ,0..n,,,v4.2,,,,,,,,,,,,,,
,,UN01005557,ABIE,,,CI_ Note. Details,,,,,,,,,,,,明細行注釈クラス,,明細行の注釈を記述するクラス,,,,v4.1,,,,,,,,,,,,,,
558,明細部,UN01005558,BBIE,,,,CI_ Note. Subject. Text,,,,,,,,,,,明細行注釈表題,明細行注釈表題,"明細行の注釈内容の表題を示す。
一部に利用制限あり。標準仕様書３．３．５項参照",0..1,,,v4.1,,, , ,,＊,＊,＊,＊,,,,,
559,明細部,UN01005560,BBIE,,,,CI_ Note. Content. Text,,,,,,,,,,,明細行注釈内容,明細行注釈内容,"明細行の注釈表題毎の内容情報を入力するフリースペース。
一部に利用制限あり。標準仕様書３．３．５項参照",0..1,,,v4.1,D24A TDED 4440 Free text <Free form text.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred4440.htm,, , ,,＊,＊,＊,＊,,★,IBT-127,> Invoice line note,0..1
560,明細部,UN01005562,BBIE,,,,CI_ Note. Identification. Identifier,,,,,,,,,,,明細行注釈ID,明細行注釈ID,"明細行注釈の識別ID
共通EDIプロバイダがシリアル番号をセット。標準仕様書３．３．５項参照",0..1,,,v4.1,, , , ,,△,△,△,△,,,,,
,,JPSxxxxxxxx,ASMA,,SME_ Consolidated Self Invoice. Specified. CIIH_ Supply Chain_ Balance Confirmation,,,,,,,,,,,,,残高確認グループ,,,1..1,,,,,,,,,,,,,,,,,
,,,ABIE,,CIIH_ Supply Chain_ Balance Confirmation. Details,,,,,,,,,,,,,残高確認クラス,,,,,,,,,,,,,,,,,,,,
,,JPSxxxxxxxx,ASBIE,,,CIIH_ Supply Chain_ Balance Confirmation. Specified. CIIH_ Trade Settlement_ Monetary Summation,,,,,,,,,,,,残高確認合計金額グループ,,インボイス文書の合計金額に関するグループ,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005941,ABIE,,,CIIH_ Trade Settlement_ Monetary Summation. Details,,,,,,,,,,,,残高確認合計金額クラス,,インボイス文書の鑑ヘッダ合計金額に関する情報からなるクラス,,,,v4,,,,,,,,,,,,,,
339,ヘッダ部,JPSxxxxxxx,BBIE,,,,CIIH_ Trade Settlement_ Monetary Summation. Total Invoice. Amount,,,,,,,,,,,インボイス文書インボイス合計金額,インボイス文書インボイス合計金額,受注者から交付された請求メッセージに対する発注者の仕入明細メッセージに記載の受注者請求金額,0..1,,,v4.3,,,,,,＊,＊,＊,＊,,,,,
331,ヘッダ部,UN01005943,BBIE,,,,CIIH_ Trade Settlement_ Monetary Summation. Charge Total. Amount,,,,,,,,,,,鑑ヘッダ追加請求合計金額（税抜き）,インボイス文書追加請求合計金額（税抜き）,明細文書ヘッダ追加請求合計金額（税抜き）,0..1,,,v4.3,,,,,,＊,＊,＊,＊,,,,,
332,ヘッダ部,UN01005944,BBIE,,,,CIIH_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,,,,,,,,,,,鑑ヘッダ返金合計金額（税抜き）,インボイス文書返金合計金額（税抜き）,明細文書ヘッダ返金合計金額（税抜き）,0..1,,,v4.3,,,,,,＊,＊,＊,＊,,,,,
333,ヘッダ部,UN01005946,BBIE,,,,CIIH_ Trade Settlement_ Monetary Summation. Tax Total. Amount,,,,,,,,,,,鑑ヘッダ消費税総合計額,インボイス文書消費税総合計額,明細文書ヘッダ税クラスで算出した税率別消費税額の合計額,0..1,,,v4,,,,,,●,●,●,●,,,,,
334,ヘッダ部,UN01005948,BBIE,,,,CIIH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,,,,,,,,,,,インボイス文書総合計金額（税込み）,インボイス文書インボイス文書総合計金額（税込み）,Σ明細文書ヘッダ譲渡資産合計金額（税抜き）＋鑑ヘッダ返金・追加請求合計金額（税抜き）＋Σ明細文書ヘッダ合計消費税額,0..1,,,v4,,,,,,＊,＊,＊,＊,,,,,
335,ヘッダ部,UN01005950,BBIE,,,,CIIH_ Trade Settlement_ Monetary Summation. Total Prepaid. Amount,,,,,,,,,,,前払合計金額,インボイス文書前払合計金額,すでに前払いで支払済合計金額=Σ前払金額（税込み）,0..1,,,v4,,,,,,＊,＊,＊,＊,,★,IBT-113,> Paid amount,0..1
336,ヘッダ部,UN01008445,BBIE,,,,CIIH_ Trade Settlement_ Monetary Summation. Due Payable. Amount,,,,,,,,,,,支払責務金額総合計,インボイス文書支払責務金額総合計,支払責務金額総合計＝Σ明細文書ヘッダ譲渡資産合計金額(税抜き)+明細文書ヘッダ消費税合計額＋明細文書ヘッダ課税対象外金額＋未決済合計金額ーΣ鑑ヘッダ調整金額ーΣ鑑ヘッダ調整税額（税率別）ー前払合計金額,0..1,,,v4,,,,,,○,○,○,○,,☆,IBT-115,> Amount due for payment,1..1
337,ヘッダ部,UN01008451,BBIE,,,,CIIH_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,,,,,,,,,,,鑑ヘッダ譲渡資産合計金額(税抜き),インボイス文書譲渡資産合計金額(税抜き),鑑ヘッダ譲渡資産金額総合計金額（税抜き）＝∑明細文書ヘッダ譲渡資産合計金額（税抜き）,0..1,,,v4,,,,,,●,●,●,●,,,,,
338,ヘッダ部,UN01013091,BBIE,,,,CIIH_ Trade Settlement_ Monetary Summation. Including Taxes_ Line Total. Amount,,,,,,,,,,,鑑ヘッダ譲渡資産合計金額(税込み),インボイス文書譲渡資産合計金額(税込み),"鑑ヘッダ譲渡資産金額総合計金額（税込み）
'＝∑明細文書ヘッダ譲渡資産合計金額（税込み）",0..1,,,v4,,,,,,□,□,□,□,,,,,
,,JPSxxxxxxxx,ASBIE,,,,CIIH_ Trade Settlement_ Monetary Summation. Related. CI_ Trade_ Tax,,,,,,,,,,,残高確認合計金額税グループ,,,0..n,,,,,,,,,,,,,,,,,
,,UN01005832,ABIE,,,,CI_ Trade_ Tax. Details,,,,,,,,,,,残高確認合計金額税クラス,,,,,,,,,,,,,,,,,,,,
,,JPSxxxxxxxx,ASBIE,,,CIIH_ Supply Chain_ Balance Confirmation. Specified. CI_ Financial_ Adjustment,,,,,,,,,,,,残高確認調整グループ,,インボイス文書の鑑ヘッダ調整に関するグループ,0..1,Reason. Code='62',,v4,,,,,,,,,,,,,,
,,UN01005487,ABIE,,,CI_ Financial_ Adjustment. Details,,,,,,,,,,,,残高確認調整クラス,,鑑ヘッダ調整に関する情報からなるクラス,,,,v4,,,,,,,,,,,,,,
342,ヘッダ部,UN01005488,BBIE,,,,CI_ Financial_ Adjustment. Reason. Code,,,,,,,,,,,鑑ヘッダ調整理由コード（修正差額調整）,インボイス文書修正差額調整理由コード,鑑ヘッダ調整金額の内容を識別するコード=62（修正差額調整：デフォルト）,0..1,,62,v4,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AdjustmentReasonDescriptionCode_D23A.xsd,UN/CEFACT,コード値固定入力=,,,,▼,▼,▼,,,,,
343,ヘッダ部,UN01005489,BBIE,,,,CI_ Financial_ Adjustment. Reason. Text,,,,,,,,,,,鑑ヘッダ調整理由（修正差額調整）,インボイス文書修正差額調整理由,鑑ヘッダ調整の内容説明,0..1,,,v4,,, ,,,,▼,▼,▼,,,,,
