version,sme_nr,UNID,acronym,type,level,label_local,multiplicity,multiplicity_SME,mbie_nr,class_term,sequence,identifier,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v4.1,657,UN01008286,BBIE,A,6,明細行返金計算根拠金額,0..1,0..1,3859,CI_ Trade_ Allowance Charge,11,,Basis,Amount,,この明細行返金の計算根拠となる金額,,,CI_ Trade_ Allowance Charge. Basis. Amount,The monetary value that is the basis on which this CI trade allowance or charge is calculated.,Basis Amount,SubordinateDocumentAllowanceChargeBasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/BasisAmount
v4,658,UN01005716,ASBIE,C,6,明細行返金税グループ,0..n,0..n,3861,CI_ Trade_ Allowance Charge,1,,Category,,CI_ Trade_ Tax,明細行返金の税に関するグループ,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,Tax Category,SubordinateDocumentAllowanceChargeCategoryTax,CategoryCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax
v4,660,UN01005841,BBIE,A,7,明細行返金課税分類コード,0..1,1..1,4052,CI_ Trade_ Tax,9,,Category,Code,,明細行返金の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,SubordinateDocumentAllowanceChargeTaxCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/CategoryCode
v4,661,UN01007174,BBIE,A,7,明細行返金税率,0..1,0..1,4063,CI_ Trade_ Tax,20,,Rate_ Applicable,Percent,,明細行返金の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,SubordinateDocumentAllowanceChargeTaxRatePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/RateApplicablePercent
v4.1,662,UN01014644,ASBIE,C,5,明細行決裁／追加請求グループ,0..n,0..n,2345,CIILB_ Supply Chain_ Trade Settlement,4,,Specified,,CI_ Trade_ Allowance Charge,明細行決裁／追加請求グループ,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,An allowance or charge specified for this CIILB supply chain trade settlement.,Specified Allowance Charge,SubordinateDocumentAllowanceCharge,SpecifiedCITradeAllowanceCharge,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge
v4.1,664,UN01005707,BBIE,A,6,"明細行返金・追加請求判別子
    =追加請求（Charge）",0..1,1..1,3849,CI_ Trade_ Allowance Charge,1,,Charge,Indicator,,"明細行返金・追加請求判別子
    =True (Charge)",JECxxxx,,CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Charge Indicator,SubordinateDocumentAllowanceChargeChargeIndicator,ChargeIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ChargeIndicator
v4.1,665,UN01005710,BBIE,A,6,明細行追加請求計算率,0..1,0..1,3852,CI_ Trade_ Allowance Charge,4,,Calculation,Percent,,この明細行追加請求を計算するための率,,,CI_ Trade_ Allowance Charge. Calculation. Percent,The percentage applied to calculate this CI trade allowance charge.,Calculation Percent,SubordinateDocumentAllowanceChargeCalculationPercent,CalculationPercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CalculationPercent
v4.1,666,UN01005713,BBIE,A,6,明細行追加請求金額,0..n,0..1,3855,CI_ Trade_ Allowance Charge,7,,Actual,Amount,,この明細行に紐付く追加請求金額。,,,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,Actual Amount,SubordinateDocumentAllowanceChargeActualAmount,ActualAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ActualAmount
v4.1,667,UN01005714,BBIE,A,6,明細行追加請求理由コード,0..1,0..1,3856,CI_ Trade_ Allowance Charge,8,,Reason,Code,,この明細行の追加請求理由を識別するコード,UNCL4465,,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,Reason Code,SubordinateDocumentAllowanceChargeReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/ReasonCode
v4.1,668,UN01005715,BBIE,A,6,明細行追加請求理由,0..1,0..1,3857,CI_ Trade_ Allowance Charge,9,,Reason,Text,,この明細行の追加請求理由（内容）の説明,,,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",Reason Text,SubordinateDocumentAllowanceChargeReasonText,Reason,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/Reason
v4.1,669,UN01008286,BBIE,A,6,明細行追加請求計算根拠金額,0..1,0..1,3859,CI_ Trade_ Allowance Charge,11,,Basis,Amount,,この明細行追加請求の計算根拠となる金額,,,CI_ Trade_ Allowance Charge. Basis. Amount,The monetary value that is the basis on which this CI trade allowance or charge is calculated.,Basis Amount,SubordinateDocumentAllowanceChargeBasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/BasisAmount
v4,670,UN01005716,ASBIE,C,6,明細行追加請求税グループ,0..n,0..n,3861,CI_ Trade_ Allowance Charge,1,,Category,,CI_ Trade_ Tax,明細行追加請求の税に関するグループ,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,Tax Category,SubordinateDocumentAllowanceChargeCategoryTax,CategoryCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax
v4,672,UN01005841,BBIE,A,7,明細行追加請求課税分類コード,0..1,1..1,4052,CI_ Trade_ Tax,9,,Category,Code,,明細行追加請求の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,SubordinateDocumentAllowanceChargeTaxCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/CategoryCode
v4,673,UN01007174,BBIE,A,7,明細行追加請求税率,0..1,0..1,4063,CI_ Trade_ Tax,20,,Rate_ Applicable,Percent,,明細行追加請求の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,SubordinateDocumentAllowanceChargeTaxRatePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge/CategoryCITradeTax/RateApplicablePercent
v4,674,UN01014894,ASBIE,C,5,明細行／取引期間グループ,0..1,1..1,2346,CIILB_ Supply Chain_ Trade Settlement,5,,Billing,,CI_ Specified_ Period,"明細行の取引期間に関する情報からなるグループ
明細文書ヘッダ、または明細行のいずれかの取引期間グループが法的必須
明細文書ヘッダ取引期間グループにデータ入力した場合は明細行取引期間グループのデータ入力は省略することができる",,,CIILB_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,The billing period specified for this CIILB supply chain trade settlement.,Billing Period,SubordinateDocumentBillingPeriod,BillingCISpecifiedPeriod,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BillingCISpecifiedPeriod
v4,676,UN01005612,BBIE,A,6,明細行取引開始日,0..1,0..1,3678,CI_ Specified_ Period,4,,Start,Date Time,,この明細行の取引開始日,,,CI_ Specified_ Period. Start. Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",Start Date Time,SubordinateDocumentBillingPeriodStartDateTime,StartDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BillingCISpecifiedPeriod/StartDateTime
v4,677,UN01005613,BBIE,A,6,明細行取引終了日,0..1,0..1,3679,CI_ Specified_ Period,5,,End,Date Time,,この明細行の取引終了日,,,CI_ Specified_ Period. End. Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",End Date Time,SubordinateDocumentBillingPeriodEndDateTime,EndDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BillingCISpecifiedPeriod/EndDateTime
v4.3,678,JPSxxxxxxxx,ASBIE,C,5,明細行／会計アカウントグループ,,0..1,0,CIILB_ Supply Chain_ Trade Settlement,0,,Receivable_ Specified,,CI_ Trade_ Accounting Account,この明細行の会計アカウントに関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,,,SubordinateDocumentReceivableAccountingAccount,ReceivableSpecifiedCITradeAccountingAccount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount
v4.3,680,UN01005681,BBIE,A,6,明細行会計アカウントID,1..1,1..1,3819,CI_ Trade_ Accounting Account,1,PK,Identification,Identifier,,明細行会計アカウントのID,,,CI_ Trade_ Accounting Account. Identification. Identifier,The unique identifier for this CI trade accounting account.,ID,SubordinateDocumentReceivableAccountingAccountID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/ID
v4.3,681,UN01005683,BBIE,A,6,明細行会計アカウントタイプコード,0..1,0..1,3821,CI_ Trade_ Accounting Account,3,,Type,Code,,明細行会計アカウントのタイプコード,,,CI_ Trade_ Accounting Account. Type. Code,"The code specifying the type of CI trade accounting account, such as general (main), secondary, cost accounting or budget account.",Type Code,SubordinateDocumentReceivableAccountingAccountTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/TypeCode
v4.3,682,UN01005685,BBIE,A,6,明細行会計アカウント名,0..1,0..1,3823,CI_ Trade_ Accounting Account,5,,Name,Text,,明細行会計アカウントの名称,,,CI_ Trade_ Accounting Account. Name. Text,"The name, expressed as text, of this CI trade accounting account.",Name,SubordinateDocumentReceivableAccountingAccountName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/Name
v1,683,UN01010016,ASBIE,C,4,明細行／取引品目グループ,0..n,1..1,2322,CIILB_ Subordinate_ Trade Line Item,2,,Applicable,,CI_ Trade_ Product,明細行の取引品目に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Applicable. CI_ Trade_ Product,A product applicable for this CIILB subordinate trade line item.,Applicable Product,SubordinateDocumentProduct,ApplicableCITradeProduct,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct
v1,685,UN01005810,BBIE,A,5,品目ID,0..1,0..1,3985,CI_ Trade_ Product,1,,Identification,Identifier,,品目名を特定するために付与したID,,,CI_ Trade_ Product. Identification. Identifier,The unique identifier for this CI trade product.,ID,SubordinateDocumentProductID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ID
v4.1,686,UN01005811,BBIE,A,5,グローバル品目ID,0..1,0..1,3986,CI_ Trade_ Product,2,,Global_ Identification,Identifier,,GTIN、JANIDなどの国際的に登録された品目ID,ISO/IEC 6523,,CI_ Trade_ Product. Global_ Identification. Identifier,The unique global identifier for this CI trade product.,Global ID,SubordinateDocumentProductGlobalID,GlobalID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/GlobalID
v4.1,687,UN01005812,BBIE,A,5,受注者品目ID,0..1,0..1,3987,CI_ Trade_ Product,3,,Seller Assigned_ Identification,Identifier,,受注者が品目を特定するために付与したID,,,CI_ Trade_ Product. Seller Assigned_ Identification. Identifier,The unique seller assigned identifier for this CI trade product.,Seller Assigned ID,SubordinateDocumentProductSellerAssignedID,SellerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/SellerAssignedID
v4.1,688,UN01005813,BBIE,A,5,発注者品目ID,0..1,0..1,3988,CI_ Trade_ Product,4,,Buyer Assigned_ Identification,Identifier,,発注者が品目を特定するために付与したID,,,CI_ Trade_ Product. Buyer Assigned_ Identification. Identifier,The unique buyer assigned identifier for this CI trade product.,Buyer Assigned ID,SubordinateDocumentProductBuyerAssignedID,BuyerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/BuyerAssignedID
v4.1,689,UN01005814,BBIE,A,5,メーカー品目ID,0..1,0..1,3989,CI_ Trade_ Product,5,,Manufacturer Assigned_ Identification,Identifier,,品目を特定するために製造者が付与したID,,,CI_ Trade_ Product. Manufacturer Assigned_ Identification. Identifier,The unique manufacturer assigned identifier for this CI trade product.,Manufacturer Assigned ID,SubordinateDocumentProductManufacturerAssignedID,ManufacturerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ManufacturerAssignedID
v1,690,UN01005815,BBIE,A,5,品目名,0..n,1..1,3990,CI_ Trade_ Product,6,,Name,Text,,この取引品目の名称。,,,CI_ Trade_ Product. Name. Text,"A name, expressed as text, for this CI trade product.",Name,SubordinateDocumentProductName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/Name
v1,691,UN01005817,BBIE,A,5,品目摘要,0..n,0..1,3992,CI_ Trade_ Product,8,,Description,Text,,この取引品目内容を文字で説明したもの,,,CI_ Trade_ Product. Description. Text,A textual description for this CI trade product.,Description,SubordinateDocumentProductDescriptionText,Description,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/Description
v4.2,692,UN01008533,BBIE,A,5,品目数量単位判別子,0..1,0..1,4008,CI_ Trade_ Product,24,,Variable Measure,Indicator,,"品目数量単位の区分（定貫品目、不定貫品目）の判別子。
デフォルトは定貫品目",JECxxxx,,CI_ Trade_ Product. Variable Measure. Indicator,"The indication of whether or not instances of this CI trade product have a variable measure, such as weight, length or volume.",Variable Measure Indicator,SubordinateDocumentProductVariableMeasureIndicator,VariableMeasureIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/VariableMeasureIndicator
