sequence,level,property_type,identifier,class_term,property_term,representation_term,associated_class,multiplicity,definition,acronym,DEN,version
919,2,Attribute,,Trade_ Product,Global_ Identification,Identifier,,0..1,A unique global identifier for this trade product.,BBIE,Trade_ Product. Global_ Identification. Identifier,January 2017
920,2,Attribute,,Trade_ Product,Seller Assigned_ Identification,Identifier,,0..1,The unique seller assigned identifier for this trade product.,BBIE,Trade_ Product. Seller Assigned_ Identification. Identifier,January 2017
921,2,Attribute,,Trade_ Product,Buyer Assigned_ Identification,Identifier,,0..1,The unique buyer assigned identifier for this trade product.,BBIE,Trade_ Product. Buyer Assigned_ Identification. Identifier,January 2017
922,2,Attribute,,Trade_ Product,Manufacturer Assigned_ Identification,Identifier,,0..1,A unique manufacturer assigned identifier for this trade product.,BBIE,Trade_ Product. Manufacturer Assigned_ Identification. Identifier,January 2017
923,2,Attribute,,Trade_ Product,Name,Text,,0..n,"A name, expressed as text, for this trade product.",BBIE,Trade_ Product. Name. Text,January 2017
924,2,Attribute,,Trade_ Product,Trade_ Name,Text,,0..1,"A trade name, expressed as text, for this trade product.",BBIE,Trade_ Product. Trade_ Name. Text,January 2017
925,2,Attribute,,Trade_ Product,Description,Text,,0..1,A textual description for this trade product.,BBIE,Trade_ Product. Description. Text,January 2017
926,2,Attribute,,Trade_ Product,Type,Code,,0..1,A code specifying the type of trade product.,BBIE,Trade_ Product. Type. Code,January 2017
927,2,Attribute,,Trade_ Product,Net Weight,Measure,,0..1,A measure of the net weight (mass) of this trade product.,BBIE,Trade_ Product. Net Weight. Measure,January 2017
928,2,Attribute,,Trade_ Product,Gross Weight,Measure,,0..1,A measure of the gross weight (mass) of this trade product.,BBIE,Trade_ Product. Gross Weight. Measure,January 2017
929,2,Attribute,,Trade_ Product,Product Group,Identifier,,0..n,A unique identifier for a product group for this trade product.,BBIE,Trade_ Product. Product Group. Identifier,January 2017
930,2,Attribute,,Trade_ Product,End Item_ Type,Code,,0..n,A code specifying a type of end item for this trade product.,BBIE,Trade_ Product. End Item_ Type. Code,January 2017
931,2,Attribute,,Trade_ Product,End Item_ Name,Text,,0..n,"An end item name, expressed as text, for this trade product.",BBIE,Trade_ Product. End Item_ Name. Text,January 2017
932,2,Attribute,,Trade_ Product,Area Density,Measure,,0..1,"The measure of the area density, such as paper density 100 gsm, of this trade product.",BBIE,Trade_ Product. Area Density. Measure,January 2017
933,2,Attribute,,Trade_ Product,Use_ Description,Text,,0..n,A textual description of a use of this trade product.,BBIE,Trade_ Product. Use_ Description. Text,January 2017
934,2,Attribute,,Trade_ Product,Brand_ Name,Text,,0..1,"The brand name, expressed as text, for this trade product.",BBIE,Trade_ Product. Brand_ Name. Text,January 2017
935,2,Attribute,,Trade_ Product,Sub-Brand_ Name,Text,,0..1,"The sub-brand name, expressed as text, for this trade product.",BBIE,Trade_ Product. Sub-Brand_ Name. Text,January 2017
936,2,Attribute,,Trade_ Product,Drained_ Net Weight,Measure,,0..1,The measure of the drained net weight (mass) of this trade product.,BBIE,Trade_ Product. Drained_ Net Weight. Measure,January 2017
937,2,Attribute,,Trade_ Product,Variable Measure,Indicator,,0..1,"The indication of whether or not instances of this trade product have a variable measure, such as weight, length or volume.",BBIE,Trade_ Product. Variable Measure. Indicator,January 2017
938,2,Attribute,,Trade_ Product,Colour,Code,,0..1,The code specifying the colour for this trade product.,BBIE,Trade_ Product. Colour. Code,January 2017
939,2,Attribute,,Trade_ Product,Colour_ Description,Text,,0..n,A textual description of the colour of this trade product.,BBIE,Trade_ Product. Colour_ Description. Text,January 2017
940,2,Attribute,,Trade_ Product,Designation,Text,,0..n,"A designation, expressed as text, for this trade product.",BBIE,Trade_ Product. Designation. Text,January 2017
941,2,Attribute,,Trade_ Product,Formatted Cancellation_ Announced Launch,Date Time,,0..1,"The formatted date, time, date time, or other date time value of the cancellation of the announced launch of this trade product.",BBIE,Trade_ Product. Formatted Cancellation_ Announced Launch. Date Time,January 2017
942,2,Attribute,,Trade_ Product,Formatted Latest_ Product Data Change,Date Time,,0..1,"The formatted date, time, date time, or other date time value of the latest change in the product data for this trade product.",BBIE,Trade_ Product. Formatted Latest_ Product Data Change. Date Time,January 2017
943,2,Composition,,Trade_ Product,Applicable,,Product_ Characteristic,0..n,A characteristic applicable to this trade product.,ASBIE,Trade_ Product. Applicable. Product_ Characteristic,January 2017
944,2,Composition,,Trade_ Product,Applicable,,Material_ Goods Characteristic,0..n,A material goods characteristic applicable to this trade product.,ASBIE,Trade_ Product. Applicable. Material_ Goods Characteristic,January 2017
945,2,Composition,,Trade_ Product,Designated,,Product_ Classification,0..n,A product classification designated for this trade product.,ASBIE,Trade_ Product. Designated. Product_ Classification,January 2017
946,2,Composition,,Trade_ Product,Individual,,Trade_ Product Instance,0..n,An individual instance of this trade product.,ASBIE,Trade_ Product. Individual. Trade_ Product Instance,January 2017
947,2,Composition,,Trade_ Product,Certification Evidence_ Reference,,Referenced_ Document,0..n,A referenced certification evidence document for this trade product.,ASBIE,Trade_ Product. Certification Evidence_ Reference. Referenced_ Document,January 2017
948,2,Composition,,Trade_ Product,Inspection_ Reference,,Referenced_ Document,0..n,A referenced inspection document for this trade product.,ASBIE,Trade_ Product. Inspection_ Reference. Referenced_ Document,January 2017
949,2,Composition,,Trade_ Product,Origin,,Trade_ Country,0..1,A country of origin for this trade product.,ASBIE,Trade_ Product. Origin. Trade_ Country,January 2017
950,2,Composition,,Trade_ Product,Linear,,Spatial_ Dimension,0..1,Linear spatial dimensions of this trade product.,ASBIE,Trade_ Product. Linear. Spatial_ Dimension,January 2017
951,2,Composition,,Trade_ Product,Minimum_ Linear,,Spatial_ Dimension,0..1,Minimum linear spatial dimensions of this trade product.,ASBIE,Trade_ Product. Minimum_ Linear. Spatial_ Dimension,January 2017
952,2,Composition,,Trade_ Product,Maximum_ Linear,,Spatial_ Dimension,0..1,Maximum linear spatial dimensions of this trade product.,ASBIE,Trade_ Product. Maximum_ Linear. Spatial_ Dimension,January 2017
953,2,Composition,,Trade_ Product,Manufacturer,,Trade_ Party,0..1,A manufacturer party for this trade product.,ASBIE,Trade_ Product. Manufacturer. Trade_ Party,January 2017
954,2,Composition,,Trade_ Product,Presentation,,Specified_ Binary File,0..n,A binary file presentation specified for this trade product.,ASBIE,Trade_ Product. Presentation. Specified_ Binary File,January 2017
955,2,Composition,,Trade_ Product,MSDS_ Reference,,Referenced_ Document,0..1,A Material Safety Data Sheet (MSDS) document referenced for this product.,ASBIE,Trade_ Product. MSDS_ Reference. Referenced_ Document,January 2017
956,2,Composition,,Trade_ Product,Additional_ Reference,,Referenced_ Document,0..n,"An additional referenced document for this trade product, such as a manual or a certificate.",ASBIE,Trade_ Product. Additional_ Reference. Referenced_ Document,January 2017
957,2,Composition,,Trade_ Product,Legal Rights Owner,,Trade_ Party,0..1,The party that owns the legal rights for this trade product.,ASBIE,Trade_ Product. Legal Rights Owner. Trade_ Party,January 2017
958,2,Composition,,Trade_ Product,Brand Owner,,Trade_ Party,0..1,The party that owns the brand of this trade product.,ASBIE,Trade_ Product. Brand Owner. Trade_ Party,January 2017
959,2,Composition,,Trade_ Product,Included,,Referenced_ Product,0..n,An included product referenced from this trade product.,ASBIE,Trade_ Product. Included. Referenced_ Product,January 2017
960,2,Composition,,Trade_ Product,Information,,Note,0..n,An information note for this trade product.,ASBIE,Trade_ Product. Information. Note,January 2017
961,1,Class,,Trade_ Tax,,,,,A trade related fiscal levy or duty.,ABIE,Trade_ Tax. Details,January 2017
962,2,Attribute,,Trade_ Tax,Calculated,Amount,,0..n,"A monetary value resulting from the calculation of this trade related tax, levy or duty.",BBIE,Trade_ Tax. Calculated. Amount,January 2017
963,2,Attribute,,Trade_ Tax,Type,Code,,0..1,"The code specifying the type of trade related tax, levy or duty, such as a code for a Value Added Tax (VAT) [Reference United Nations Code List (UNCL) 5153].",BBIE,Trade_ Tax. Type. Code,January 2017
964,2,Attribute,,Trade_ Tax,Exemption Reason,Text,,0..1,"The reason, expressed as text, for exemption from this trade related tax, levy or duty.",BBIE,Trade_ Tax. Exemption Reason. Text,January 2017
965,2,Attribute,,Trade_ Tax,Calculated,Rate,,0..1,"The rate used to calculate the amount of this trade related tax, levy or duty.",BBIE,Trade_ Tax. Calculated. Rate,January 2017
966,2,Attribute,,Trade_ Tax,Calculation Sequence,Numeric,,0..1,"A numeric expression of the sequence in which this trade related tax is to be or has been applied when multiple taxes are applicable per calculation, such as first ""Value Added Tax (VAT)"", second ""Transfer"".",BBIE,Trade_ Tax. Calculation Sequence. Numeric,January 2017
967,2,Attribute,,Trade_ Tax,Basis,Quantity,,0..1,"The quantity used as the basis for calculating the amount of this trade related tax, levy or duty.",BBIE,Trade_ Tax. Basis. Quantity,January 2017
968,2,Attribute,,Trade_ Tax,Basis,Amount,,0..n,"A monetary value used as the basis on which this trade related tax, levy or duty is calculated.",BBIE,Trade_ Tax. Basis. Amount,January 2017
969,2,Attribute,,Trade_ Tax,Unit_ Basis,Amount,,0..n,"A monetary value that constitutes the per unit basis on which this trade related tax, levy or duty is calculated.",BBIE,Trade_ Tax. Unit_ Basis. Amount,January 2017
970,2,Attribute,,Trade_ Tax,Line Total_ Basis,Amount,,0..n,"A monetary value used as the line total basis on which this trade related tax, levy or duty is calculated.",BBIE,Trade_ Tax. Line Total_ Basis. Amount,January 2017
971,2,Attribute,,Trade_ Tax,Allowance Charge_ Basis,Amount,,0..n,"A monetary value used as the allowance and charge basis on which this trade related tax, levy or duty is calculated.",BBIE,Trade_ Tax. Allowance Charge_ Basis. Amount,January 2017
972,2,Attribute,,Trade_ Tax,Category,Code,,0..1,"The code specifying the category to which this trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" [Reference United Nations Code List (UNCL) 5305].",BBIE,Trade_ Tax. Category. Code,January 2017
973,2,Attribute,,Trade_ Tax,Currency,Code,,0..1,"The code specifying the currency for this trade related tax, levy or duty [UNCL 6345].",BBIE,Trade_ Tax. Currency. Code,January 2017
974,2,Attribute,,Trade_ Tax,Jurisdiction,Text,,0..n,"A jurisdiction, expressed as text, to which this trade related tax, levy or duty applies.",BBIE,Trade_ Tax. Jurisdiction. Text,January 2017
975,2,Attribute,,Trade_ Tax,Customs Duty,Indicator,,0..1,"The indication of whether or not this trade related tax, levy or duty is a customs duty.",BBIE,Trade_ Tax. Customs Duty. Indicator,January 2017
976,2,Attribute,,Trade_ Tax,Exemption Reason,Code,,0..1,"A code specifying a reason for exemption from this trade related tax, levy or duty.",BBIE,Trade_ Tax. Exemption Reason. Code,January 2017
977,2,Attribute,,Trade_ Tax,Tax Basis Allowance,Rate,,0..1,"The rate of the tax basis allowance (deduction or discount) used to calculate the trade related tax, levy or duty.",BBIE,Trade_ Tax. Tax Basis Allowance. Rate,January 2017
978,2,Attribute,,Trade_ Tax,Tax Point,Date,,0..1,"The date of the tax point when this trade related tax, levy or duty becomes applicable.",BBIE,Trade_ Tax. Tax Point. Date,January 2017
979,2,Attribute,,Trade_ Tax,Type,Text,,0..1,"The type, expressed as text, of this trade related tax, levy or duty.",BBIE,Trade_ Tax. Type. Text,January 2017
980,2,Attribute,,Trade_ Tax,Information,Amount,,0..n,"A monetary value of an amount being reported for information for this trade related tax, levy or duty.",BBIE,Trade_ Tax. Information. Amount,January 2017
981,2,Attribute,,Trade_ Tax,Category Name,Text,,0..n,"A category name, expressed as text, of this trade related tax, levy or duty.",BBIE,Trade_ Tax. Category Name. Text,January 2017
982,2,Attribute,,Trade_ Tax,Due Date Type,Code,,0..1,The code specifying a type of due date for this trade tax.,BBIE,Trade_ Tax. Due Date Type. Code,January 2017
983,2,Attribute,,Trade_ Tax,Rate_ Applicable,Percent,,0..1,"The applicable rate, expressed as a percentage, for this trade tax, levy or duty.",BBIE,Trade_ Tax. Rate_ Applicable. Percent,January 2017
