version,sme_nr,mbie_nr,level,property_type,class_term,sequence,identifier,property_term,multiplicity,multiplicity_SME,representation_term,code_list,attribute,associated_class,label_local,definition_local,UNID,acronym,DEN,definition,short_name,name,element,xpath
v4.1,689,3989,2,Attribute,CI_ Trade_ Product,5,,Manufacturer Assigned_ Identification,0..1,0..1,Identifier,,,,メーカー品目ID,品目を特定するために製造者が付与したID,UN01005814,BBIE,CI_ Trade_ Product. Manufacturer Assigned_ Identification. Identifier,The unique manufacturer assigned identifier for this CI trade product.,Manufacturer Assigned ID,SubordinateDocumentProductManufacturerAssignedID,ManufacturerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ManufacturerAssignedID
v1,690,3990,2,Attribute,CI_ Trade_ Product,6,,Name,0..n,1..1,Text,,,,品目名,この取引品目の名称。,UN01005815,BBIE,CI_ Trade_ Product. Name. Text,"A name, expressed as text, for this CI trade product.",Name,SubordinateDocumentProductName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/Name
,,3991,,Attribute,CI_ Trade_ Product,7,,Trade_ Name,0..1,0..0,Text,UNCL7134,,,,,UN01005816,BBIE,CI_ Trade_ Product. Trade_ Name. Text,"The trade name, expressed as text, for this CI trade product.",Trade Name,,TradeName,
v1,691,3992,2,Attribute,CI_ Trade_ Product,8,,Description,0..n,0..1,Text,,,,品目摘要,この取引品目内容を文字で説明したもの,UN01005817,BBIE,CI_ Trade_ Product. Description. Text,A textual description for this CI trade product.,Description,SubordinateDocumentProductDescriptionText,DescriptionText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/Description
,,3993,,Attribute,CI_ Trade_ Product,9,,Type,0..1,0..0,Code,,,,,,UN01005818,BBIE,CI_ Trade_ Product. Type. Code,The code specifying the type of CI trade product.,Type Code,,TypeCode,
,,3994,,Attribute,CI_ Trade_ Product,10,,Net Weight,0..1,0..0,Measure,,,,,,UN01005819,BBIE,CI_ Trade_ Product. Net Weight. Measure,The measure of the net weight (mass) of this CI trade product.,Net Weight,,NetWeightMeasure,
,,3995,,Attribute,CI_ Trade_ Product,11,,Gross Weight,0..1,0..0,Measure,,,,,,UN01005820,BBIE,CI_ Trade_ Product. Gross Weight. Measure,The measure of the gross weight (mass) of this CI trade product.,Gross Weight,,GrossWeightMeasure,
,,3996,,Attribute,CI_ Trade_ Product,12,,Drained_ Net Weight,0..1,0..0,Measure,,,,,,UN01007167,BBIE,CI_ Trade_ Product. Drained_ Net Weight. Measure,The measure of the drained net weight (mass) of this CI trade product.,Drained Net Weight,,DrainedNetWeightMeasure,
,,3997,,Attribute,CI_ Trade_ Product,13,,Brand_ Name,0..1,0..0,Text,UNCL7134,,,,,UN01007168,BBIE,CI_ Trade_ Product. Brand_ Name. Text,"The brand name, expressed as text, for this CI trade product.",Brand Name,,BrandName,
,,3998,,Attribute,CI_ Trade_ Product,14,,Sub-Brand_ Name,0..1,0..0,Text,UNCL7134,,,,,UN01007169,BBIE,CI_ Trade_ Product. Sub-Brand_ Name. Text,"The sub-brand name, expressed as text, for this CI trade product.",Sub-Brand Name,,Sub-BrandName,
,,3999,,Attribute,CI_ Trade_ Product,15,,Product Group,0..n,0..0,Identifier,,,,,,UN01008524,BBIE,CI_ Trade_ Product. Product Group. Identifier,A unique identifier for a product group for this CI trade product.,Product Group ID,,ProductGroupID,
,,4000,,Attribute,CI_ Trade_ Product,16,,Area Density,0..1,0..0,Measure,,,,,,UN01008525,BBIE,CI_ Trade_ Product. Area Density. Measure,"The measure of the area density, such as paper density in grams per square metre (gsm), of this CI trade product.",Area Density Measure,,AreaDensityMeasure,
,,4001,,Attribute,CI_ Trade_ Product,17,,Colour,0..1,0..0,Code,,,,,,UN01008526,BBIE,CI_ Trade_ Product. Colour. Code,The code specifying the colour for this CI trade product.,Colour Code,,ColourCode,
,,4002,,Attribute,CI_ Trade_ Product,18,,Colour_ Description,0..n,0..0,Text,,,,,,UN01008527,BBIE,CI_ Trade_ Product. Colour_ Description. Text,A textual description of the colour of this CI trade product.,Colour Description,,ColourDescriptionText,
,,4003,,Attribute,CI_ Trade_ Product,19,,Use_ Description,0..n,0..0,Text,,,,,,UN01008528,BBIE,CI_ Trade_ Product. Use_ Description. Text,A textual description of a use of this CI trade product.,Use Description,,UseDescriptionText,
,,4004,,Attribute,CI_ Trade_ Product,20,,Designation,0..n,0..0,Text,,,,,,UN01008529,BBIE,CI_ Trade_ Product. Designation. Text,"A designation, expressed as text, for this CI trade product.",Designation Text,,DesignationText,
,,4005,,Attribute,CI_ Trade_ Product,21,,End Item_ Name,0..n,0..0,Text,UNCL7134,,,,,UN01008530,BBIE,CI_ Trade_ Product. End Item_ Name. Text,"An end item name, expressed as text, for this CI trade product.",End Item Name,,EndItemName,
,,4006,,Attribute,CI_ Trade_ Product,22,,Latest_ Product Data Change,0..1,0..0,Date Mandatory_ Date Time,,,,,,UN01008531,BBIE,CI_ Trade_ Product. Latest_ Product Data Change. Date Time,"The date, time, date time, or other date time value of the latest change in the product data for this CI trade product.",Latest Product Data Change Date Time,,LatestProductDataChangeDateTime,
,,4007,,Attribute,CI_ Trade_ Product,23,,End Item_ Type,0..n,0..0,Code,,,,,,UN01008532,BBIE,CI_ Trade_ Product. End Item_ Type. Code,A code specifying a type of end item for this CI trade product.,End Item Type Code,,EndItemTypeCode,
v4.2,692,4008,2,Attribute,CI_ Trade_ Product,24,,Variable Measure,0..1,0..1,Indicator,JECxxxx,,,品目数量単位判別子,"品目数量単位の区分（定貫品目、不定貫品目）の判別子。
デフォルトは定貫品目",UN01008533,BBIE,CI_ Trade_ Product. Variable Measure. Indicator,"The indication of whether or not instances of this CI trade product have a variable measure, such as weight, length or volume.",Variable Measure Indicator,SubordinateDocumentProductVariableMeasureIndicator,VariableMeasureIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/VariableMeasureIndicator
,,4009,,Attribute,CI_ Trade_ Product,25,,Additional_ Description,0..n,0..0,Text,,,,,,UN01012942,BBIE,CI_ Trade_ Product. Additional_ Description. Text,An additional textual description for this CI trade product.,Additional Description,,AdditionalDescriptionText,
,,4010,,Attribute,CI_ Trade_ Product,26,,Batch_ Identification,0..n,0..0,Identifier,UNCL7135,,,,,UN01012943,BBIE,CI_ Trade_ Product. Batch_ Identification. Identifier,A batch identifier for this CI trade product.,Batch ID,,BatchID,
,,4011,,Attribute,CI_ Trade_ Product,27,,Common_ Name,0..n,0..0,Text,UNCL7134,,,,,UN01012944,BBIE,CI_ Trade_ Product. Common_ Name. Text,"A common name, expressed as text, for this CI trade product.",Common Name,,CommonName,
,,4012,,Attribute,CI_ Trade_ Product,28,,Concise_ Description,0..n,0..0,Text,,,,,,UN01012945,BBIE,CI_ Trade_ Product. Concise_ Description. Text,An concise textual description for this CI trade product.,Concise Description,,ConciseDescriptionText,
,,4013,,Attribute,CI_ Trade_ Product,29,,Configurable,0..1,0..0,Indicator,,,,,,UN01012946,BBIE,CI_ Trade_ Product. Configurable. Indicator,The indication of whether or not this CI trade product is configurable.,Configurable Indicator,,ConfigurableIndicator,
,,4014,,Attribute,CI_ Trade_ Product,30,,Content_ Unit,0..1,0..0,Quantity,,,,,,UN01012947,BBIE,CI_ Trade_ Product. Content_ Unit. Quantity,The number of content units of this CI trade product.,Content Unit Quantity,,ContentUnitQuantity,
,,4015,,Attribute,CI_ Trade_ Product,31,,Customer Assigned_ Identification,0..n,0..0,Identifier,UNCL7135,,,,,UN01012948,BBIE,CI_ Trade_ Product. Customer Assigned_ Identification. Identifier,A customer assigned identifier of this CI trade product.,Customer Assigned ID,,CustomerAssignedID,
,,4016,,Attribute,CI_ Trade_ Product,32,,Gross Volume,0..n,0..0,Measure,,,,,,UN01012949,BBIE,CI_ Trade_ Product. Gross Volume. Measure,A measure of gross volume of this CI trade product.,Gross Volume Measure,,GrossVolumeMeasure,
,,4017,,Attribute,CI_ Trade_ Product,33,,Industry Assigned_ Identification,0..n,0..0,Identifier,UNCL7135,,,,,UN01012950,BBIE,CI_ Trade_ Product. Industry Assigned_ Identification. Identifier,An industry assigned identifier for this CI trade product.,Industry Assigned ID,,IndustryAssignedID,
,,4018,,Attribute,CI_ Trade_ Product,34,,Model_ Identification,0..n,0..0,Identifier,UNCL7135,,,,,UN01012951,BBIE,CI_ Trade_ Product. Model_ Identification. Identifier,A model identifier for this CI trade product.,Model ID,,ModelID,
,,4019,,Attribute,CI_ Trade_ Product,35,,Net Volume,0..n,0..0,Measure,,,,,,UN01012952,BBIE,CI_ Trade_ Product. Net Volume. Measure,A measure of a net volume for this CI trade product.,Net Volume Measure,,NetVolumeMeasure,
,,4020,,Attribute,CI_ Trade_ Product,36,,Recycling_ Type,0..1,0..0,Code,,,,,,UN01012953,BBIE,CI_ Trade_ Product. Recycling_ Type. Code,The code specifying the type of recycling for this CI trade product.,Recycling Type Code,,RecyclingTypeCode,
,,4021,,Attribute,CI_ Trade_ Product,37,,Status,0..n,0..0,Code,,,,,,UN01012954,BBIE,CI_ Trade_ Product. Status. Code,A code specifying a status for this CI trade product.,Status Code,,StatusCode,
,,4022,,Attribute,CI_ Trade_ Product,38,,Unit_ Type,0..n,0..0,Code,,,,,,UN01012955,BBIE,CI_ Trade_ Product. Unit_ Type. Code,A code specifying a type of unit for this CI trade product.,Unit Type Code,,UnitTypeCode,
,,4023,,Attribute,CI_ Trade_ Product,39,,Export,0..1,0..0,Indicator,,,,,,UN01013366,BBIE,CI_ Trade_ Product. Export. Indicator,The indication of whether or not this CI trade product is for export.,Export Indicator,,ExportIndicator,
,,4024,,Attribute,CI_ Trade_ Product,42,,Classification,0..1,0..0,Code,,,,,,UN01015538,BBIE,CI_ Trade_ Product. Classification. Code,The code specifying the classification for this CI trade product.,Classification Code,,ClassificationCode,
v4.1,696,4025,2,Composition,CI_ Trade_ Product,1,,Applicable,0..n,0..n,,,,CI_ Product_ Characteristic,取引品目クラス／品目特性グループ,取引品目の特性に関するグループ,UN01005821,ASBIE,CI_ Trade_ Product. Applicable. CI_ Product_ Characteristic,A product characteristic applicable to this CI trade product.,Characteristic,SubordinateDocumentProductProductCharacteristic,ApplicableCIProductCharacteristic,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ApplicableCIProductCharacteristic
,,4026,,Composition,CI_ Trade_ Product,2,,Applicable,0..n,0..0,,,,CI_ Material_ Goods Characteristic,,,UN01005822,ASBIE,CI_ Trade_ Product. Applicable. CI_ Material_ Goods Characteristic,A material goods characteristic applicable to this CI trade product.,Material Goods Characteristic,,ApplicableGoodsCharacteristic,
v4.2,693,4027,2,Composition,CI_ Trade_ Product,3,,Designated,0..n,0..1,,,,CI_ Product_ Classification,取引品目クラス／品目分類グループ,取引品目の品目分類のグループ,UN01005823,ASBIE,CI_ Trade_ Product. Designated. CI_ Product_ Classification,A product classification designated for this CI trade product.,Classification,SubordinateDocumentProductDesignatedProductClassification,DesignatedCIProductClassification,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/DesignatedCIProductClassification
,,4028,,Composition,CI_ Trade_ Product,4,,Individual,0..n,0..0,,,,CI_ Trade_ Product Instance,,,UN01005824,ASBIE,CI_ Trade_ Product. Individual. CI_ Trade_ Product Instance,An individual instance of this Cross Industry (CI) trade product.,Individual Product Instance,,IndividualProductInstance,
,,4029,,Composition,CI_ Trade_ Product,5,,Certification Evidence_ Reference,0..n,0..0,,,,CI_ Referenced_ Document,,,UN01005825,ASBIE,CI_ Trade_ Product. Certification Evidence_ Reference. CI_ Referenced_ Document,A Cross Industry (CI) certification evidence document reference for this CI trade product.,Certification Evidence Document,,CertificationEvidenceReferenceDocument,
,,4030,,Composition,CI_ Trade_ Product,6,,Inspection_ Reference,0..n,0..0,,,,CI_ Referenced_ Document,,,UN01005826,ASBIE,CI_ Trade_ Product. Inspection_ Reference. CI_ Referenced_ Document,A Cross Industry (CI) inspection document referenced from this CI trade product.,Inspection Document,,InspectionReferenceDocument,
v4.1,700,4031,2,Composition,CI_ Trade_ Product,7,,Origin,0..1,0..n,,,,CI_ Trade_ Country,取引品目クラス／原産地グループ,取引品目の原産地に関するグループ,UN01005827,ASBIE,CI_ Trade_ Product. Origin. CI_ Trade_ Country,The country of origin for this Cross Industry (CI) trade product.,Origin Country,SubordinateDocumentProductOriginCountry,OriginCITradeCountry,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/OriginCITradeCountry
,,4032,,Composition,CI_ Trade_ Product,8,,Linear,0..1,0..0,,,,CI_ Spatial_ Dimension,,,UN01005828,ASBIE,CI_ Trade_ Product. Linear. CI_ Spatial_ Dimension,Linear spatial dimensions of this Cross Industry (CI) trade product.,Dimensions,,LinearDimension,
,,4033,,Composition,CI_ Trade_ Product,9,,Minimum_ Linear,0..1,0..0,,,,CI_ Spatial_ Dimension,,,UN01005829,ASBIE,CI_ Trade_ Product. Minimum_ Linear. CI_ Spatial_ Dimension,Minimum linear spatial dimensions of this Cross Industry (CI) trade product.,Minimum Dimensions,,MinimumLinearDimension,
,,4034,,Composition,CI_ Trade_ Product,10,,Maximum_ Linear,0..1,0..0,,,,CI_ Spatial_ Dimension,,,UN01005830,ASBIE,CI_ Trade_ Product. Maximum_ Linear. CI_ Spatial_ Dimension,Maximum linear spatial dimensions of this Cross Industry (CI) trade product.,Maximum Dimensions,,MaximumLinearDimension,
,,4035,,Composition,CI_ Trade_ Product,11,,Manufacturer,0..1,0..0,,,,CI_ Trade_ Party,,,UN01005831,ASBIE,CI_ Trade_ Product. Manufacturer. CI_ Trade_ Party,The party who is the manufacturer of this Cross Industry (CI) trade product.,Manufacturer,,ManufacturerParty,
,,4036,,Composition,CI_ Trade_ Product,12,,MSDS_ Reference,0..1,0..0,,,,CI_ Referenced_ Document,,,UN01007171,ASBIE,CI_ Trade_ Product. MSDS_ Reference. CI_ Referenced_ Document,The Material Safety Data Sheet (MSDS) document referenced for this CI trade product.,MSDS Document,,MSDSReferenceDocument,
,,4037,,Composition,CI_ Trade_ Product,13,,Additional_ Reference,0..n,0..0,,,,CI_ Referenced_ Document,,,UN01007172,ASBIE,CI_ Trade_ Product. Additional_ Reference. CI_ Referenced_ Document,"An additional referenced document for this CI trade product, such as a manual or a certificate.",Additional Document,,AdditionalReferenceDocument,
,,4038,,Composition,CI_ Trade_ Product,14,,Information,0..n,0..0,,,,CI_ Note,,,UN01007173,ASBIE,CI_ Trade_ Product. Information. CI_ Note,An information note for this CI trade product.,Information Note,,InformationNote,
,,4039,,Composition,CI_ Trade_ Product,15,,Brand Owner,0..1,0..0,,,,CI_ Trade_ Party,,,UN01008534,ASBIE,CI_ Trade_ Product. Brand Owner. CI_ Trade_ Party,The party that owns the brand of this CI trade product.,Brand Owner,,BrandOwnerParty,
,,4040,,Composition,CI_ Trade_ Product,16,,Legal Rights Owner,0..1,0..0,,,,CI_ Trade_ Party,,,UN01008535,ASBIE,CI_ Trade_ Product. Legal Rights Owner. CI_ Trade_ Party,The party that owns the legal rights for this CI trade product.,Legal Rights Owner,,LegalRightsOwnerParty,
,,4041,,Composition,CI_ Trade_ Product,17,,Presentation,0..n,0..0,,,,Specified_ Binary File,,,UN01008536,ASBIE,CI_ Trade_ Product. Presentation. Specified_ Binary File,A binary file presentation specified for this CI trade product.,Presentation Binary File,,PresentationBinaryFile,
,,4042,,Composition,CI_ Trade_ Product,18,,Buyer Supplied Parts_ Reference,0..n,0..0,,,,CI_ Referenced_ Document,,,UN01012674,ASBIE,CI_ Trade_ Product. Buyer Supplied Parts_ Reference. CI_ Referenced_ Document,A buyer supplied parts document reference for this CI trade product.,Buyer Supplied Parts Reference Document,,BuyerSuppliedPartsReferenceDocument,
,,3971,,Attribute,CI_ Trade_ Product Instance,1,,Global Serial_ Identification,0..1,0..0,Identifier,,,,,,UN01005799,BBIE,CI_ Trade_ Product Instance. Global Serial_ Identification. Identifier,The unique global serial identifier for this CI trade product instance.,Global Serial ID,,GlobalSerialID,
,,3972,,Attribute,CI_ Trade_ Product Instance,2,,Batch_ Identification,0..1,0..0,Identifier,,,,,,UN01005800,BBIE,CI_ Trade_ Product Instance. Batch_ Identification. Identifier,The unique batch identifier for this CI trade product instance.,Batch ID,,BatchID,
,,3973,,Attribute,CI_ Trade_ Product Instance,3,,Kanban_ Identification,0..1,0..0,Identifier,,,,,,UN01005801,BBIE,CI_ Trade_ Product Instance. Kanban_ Identification. Identifier,The unique kanban identifier for this CI trade product instance.,Kanban ID,,KanbanID,
,,3974,,Attribute,CI_ Trade_ Product Instance,4,,Supplier Assigned Serial_ Identification,0..1,0..0,Identifier,,,,,,UN01005802,BBIE,CI_ Trade_ Product Instance. Supplier Assigned Serial_ Identification. Identifier,The unique supplier assigned serial identifier for this CI trade product instance.,Supplier Assigned Serial ID,,SupplierAssignedSerialID,
,,3975,,Attribute,CI_ Trade_ Product Instance,5,,Best Before,0..1,0..0,Date Time,UNCL2497,,,,,UN01005803,BBIE,CI_ Trade_ Product Instance. Best Before. Date Time,"The date, time, date time, or other date time value before which it is best to consume this CI trade product instance.",Best Before Date Time,,BestBeforeDateTime,
