version,sme_nr,mbie_nr,level,property_type,class_term,sequence,multiplicity,multiplicity_sme,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,label_sme,label_csv,definition_sme,label_ja,definition_ja,UNID,acronym,DEN,definition,short_name,element,XML_element_name,selfbilling,amendment_selfbilling,single_selfbilling,core_selfbilling,pint_id,business_term,card
v4,486.0,4052,2,Attribute,(Included/Specified/Specified/Category) CI_ Trade_ Tax,9,0..1,1..1,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,明細文書ヘッダ返金課税分類コード,明細文書返金課税分類コード,明細文書ヘッダ返金の課税分類コード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,CategoryCode,CategoryCode,＊,＊,＊,＊,IBT-096,Document level allowance TAX rate,0..1
v4,487.0,4063,2,Attribute,(Included/Specified/Specified/Category) CI_ Trade_ Tax,20,0..1,0..1,,Rate_ Applicable,Percent,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:PercentType,,,,明細文書ヘッダ返金税率,明細文書返金税率,明細文書ヘッダ返金の税率,適用レートパーセント,インボイスの取引税に適用される税率（パーセンテージで表示）。,UN01007174,BBIE,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,RateApplicablePercent,RateApplicablePercent,＊,＊,＊,＊,IBT-095,Document level allowance TAX category code,1..1
v1,637.0,4043,1,Class,(Included/Subordinate/Specified/Applicable) CI_ Trade_ Tax,,,,,,,,ram:CITradeTaxType,,,,明細行税クラス,明細行税クラス,明細行の税に関する情報に関するクラス,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,ABIE,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",CI Trade Tax,,,,,,,,,
v1/v2,638.0,4045,2,Attribute,(Included/Subordinate/Specified/Applicable) CI_ Trade_ Tax,2,0..1,0..1,,Type,Tax Type_ Code,"UNCL5153 D24Aと一致. / UNTDED 5153 Duty or tax or fee type name code <Code specifying a type of duty, tax or fee.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5153.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyTaxFeeTypeCode_D23A.xsd",qdt:TaxTypeCodeType,,,,明細行税タイプコード,明細行税タイプコード,税の種類を識別するコード。デフォルトは消費税；VAT,タイプコード,付加価値税（VAT）などの、インボイスの取引関連の税、課徴金、関税の種類を指定するコード。,UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,TypeCode,TypeCode,＊,＊,＊,＊,IBT-167,Tax Scheme,0..1
v2,639.0,4050,2,Attribute,(Included/Subordinate/Specified/Applicable) CI_ Trade_ Tax,7,0..n,0..1,,Basis,Amount,,udt:AmountType,,,,明細行譲渡資産金額（税抜き）,明細行譲渡資産金額（税抜き）,"この明細行の税抜き譲渡資産金額（契約単価×受領数量）
契約単価×数量で指定できない場合は金額",基準額,インボイスの取引関連税、課徴金または関税の計算の基礎となる金額。,UN01005839,BBIE,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,BasisAmount,BasisAmount,(○),(○),(○),(○),IBT-131,Invoice line net amount,1..1
v1/v2,640.0,4052,2,Attribute,(Included/Subordinate/Specified/Applicable) CI_ Trade_ Tax,9,0..1,1..1,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,明細行課税分類コード,明細行課税分類コード,この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,CategoryCode,CategoryCode,●,●,●,●,IBT-151,Invoiced item TAX category code,1..1
v2,641.0,4061,2,Attribute,(Included/Subordinate/Specified/Applicable) CI_ Trade_ Tax,18,0..n,0..1,,Category Name,Text,,udt:TextType,,,,明細行課税分類名,明細行課税分類名,消費税の計算属性(標準税率、軽減税率など)を識別するための分類名。または軽減税率対象品目に添付する※などの記号を表示,カテゴリ名,インボイスの取引関連税、賦課金または関税のカテゴリー名（テキストで表現）。,UN01005850,BBIE,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,CategoryName,CategoryName,◎,◎,◎,◎,,,
v1/v2,642.0,4063,2,Attribute,(Included/Subordinate/Specified/Applicable) CI_ Trade_ Tax,20,0..1,0..1,,Rate_ Applicable,Percent,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:PercentType,,,,明細行税率,明細行税率,"課税分類に対応する消費税率のパーセント表示
2014年度税制の場合は、明細行課税分類コードと組み合わせて利用する。",適用レートパーセント,インボイスの取引税に適用される税率（パーセンテージで表示）。,UN01007174,BBIE,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,RateApplicablePercent,RateApplicablePercent,●,●,●,●,IBT-152,Invoiced item TAX rate,0..1
v2,643.0,4064,2,Attribute,(Included/Subordinate/Specified/Applicable) CI_ Trade_ Tax,21,0..1,0..1,,Grand Total,Amount,,udt:AmountType,,,,明細行譲渡資産金額(税込み),明細行譲渡資産金額(税込み),この明細行の税額を含む譲渡資産金額（税込み）,合計金額,インボイスの取引税の課税標準額と税額の合計金額。,UN01013040,BBIE,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,GrandTotalAmount,GrandTotalAmount,（□）,（□）,（□）,（□）,,,
v4,644.0,4066,2,Attribute,(Included/Subordinate/Specified/Applicable) CI_ Trade_ Tax,23,0..1,0..1,,Local Tax System,Identifier,JECxxxx D24A定義なし,udt:IDType,,,,明細行適用税制ID,明細行適用税制ID,"この明細行取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",地方税システムID,インボイスの取引税における地域税体系を識別する識別子,UN01014650,BBIE,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,LocalTaxSystemID,LocalTaxSystemID,＊,＊,＊,＊,,,
v4,676.0,4043,1,Class,(Included/Subordinate/Specified/Specified/Category) CI_ Trade_ Tax,,,,,,,,ram:CITradeTaxType,,,,明細行返金税クラス,明細行返金税クラス,明細行返金の税クラス,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,ABIE,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",CI Trade Tax,,,,,,,,,
v1/v2,676.1,4045,2,Attribute,(Included/Subordinate/Specified/Specified/Category) CI_ Trade_ Tax,2,0..1,0..1,,Type,Tax Type_ Code,"UNCL5153 D24Aと一致. / UNTDED 5153 Duty or tax or fee type name code <Code specifying a type of duty, tax or fee.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5153.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyTaxFeeTypeCode_D23A.xsd",qdt:TaxTypeCodeType,,,,明細行返金税タイプコード,明細行返金税タイプコード,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉所得税：SWT",タイプコード,付加価値税（VAT）などの、インボイスの取引関連の税、課徴金、関税の種類を指定するコード。,UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,TypeCode,TypeCode,＊,＊,＊,＊,,,
v4,677.0,4052,2,Attribute,(Included/Subordinate/Specified/Specified/Category) CI_ Trade_ Tax,9,0..1,1..1,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,明細行返金課税分類コード,明細行返金課税分類コード,明細行返金の課税分類コード,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,CategoryCode,CategoryCode,＊,＊,＊,＊,IBT-096,Document level allowance TAX rate,0..1
v4,678.0,4063,2,Attribute,(Included/Subordinate/Specified/Specified/Category) CI_ Trade_ Tax,20,0..1,0..1,,Rate_ Applicable,Percent,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:PercentType,,,,明細行返金税率,明細行返金税率,明細行返金の税率,適用レートパーセント,インボイスの取引税に適用される税率（パーセンテージで表示）。,UN01007174,BBIE,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,RateApplicablePercent,RateApplicablePercent,＊,＊,＊,＊,IBT-095,Document level allowance TAX category code,1..1
v4.3,658.0,4043,1,Class,(Included/Subordinate/Specified/Specified/Related) CI_ Trade_ Tax,,,,,,,,ram:CITradeTaxType,,,,明細行調整税クラス,明細行修正差額調整税クラス,調整明細行の税率別税クラス,CI取引税,取引に関連する財政税、関税、または賦課金。,UN01005832,ABIE,CI_ Trade_ Tax. Details,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",CI Trade Tax,,,,,,,,,
v1/v2,658.1,4045,2,Attribute,(Included/Subordinate/Specified/Specified/Related) CI_ Trade_ Tax,2,0..1,0..1,,Type,Tax Type_ Code,"UNCL5153 D24Aと一致. / UNTDED 5153 Duty or tax or fee type name code <Code specifying a type of duty, tax or fee.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5153.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyTaxFeeTypeCode_D23A.xsd",qdt:TaxTypeCodeType,,,,明細行調整税タイプコード,明細行調整税タイプコード,"税の種類を識別するコード。デフォルトは消費税
消費税：VAT。源泉所得税：SWT",タイプコード,付加価値税（VAT）などの、インボイスの取引関連の税、課徴金、関税の種類を指定するコード。,UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,TypeCode,TypeCode,＊,＊,＊,＊,,,
v4.3,659.0,4052,2,Attribute,(Included/Subordinate/Specified/Specified/Related) CI_ Trade_ Tax,9,0..1,0..1,,Category,Tax Category_ Code,UNCL5305 D24Aと一致. / UNTDED 5305 Duty or tax or fee category code <Code specifying a duty or tax or fee category.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred5305.htm | XMLSchema /uncefact/codelist/standard/UNECE_DutyorTaxorFeeCategoryCode_D23A.xsd,qdt:TaxCategoryCodeType,,,,明細行調整課税分類コード（調整差額統制）,明細行修正差額調整課税分類コード,調整明細行の課税分類コード（修正差額調整）,カテゴリーコード,インボイスの取引関連税、課徴金、または関税が適用されるカテゴリーを指定するコード。「免税」、「標準税率」、「免税輸出品 - 課税対象外」などのコード。,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,CategoryCode,CategoryCode,,▼,▼,▼,,,
v4.3,660.0,4063,2,Attribute,(Included/Subordinate/Specified/Specified/Related) CI_ Trade_ Tax,20,0..1,0..1,,Rate_ Applicable,Percent,D24A TDED 5510 Valuation Adjustment Percentage Numeric  <Percentage adjustment made to the valuation > (n..18) 数字 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:PercentType,,,,明細行調整税率,明細行修正差額調整税率,調整明細行の税率,適用レートパーセント,インボイスの取引税に適用される税率（パーセンテージで表示）。,UN01007174,BBIE,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,RateApplicablePercent,RateApplicablePercent,,▼,▼,▼,,,
v4,323.0,3938,1,Class,(Applicable/Specified) CI_ Trade_ Payment Terms,,,,,,,,ram:CITradePaymentTermsType,,,,支払条件クラス,支払条件クラス,取引決済の目的で支払が行われる、あるいは行われた条件のクラス,CI支払条件,取引目的で支払いが行われた、または行われる条件。,UN01005779,ABIE,CI_ Trade_ Payment Terms. Details,Conditions by which payment has been or will be made for Cross Industry (CI) trade purposes.,CI Payment Terms,,,,,,,,,
v4.1,324.0,3939,2,Attribute,(Applicable/Specified) CI_ Trade_ Payment Terms,1,0..1,0..1,PK,Identification,Payment Terms_ Identifier,D24A TDED 4277 Payment terms description identifier <Identification of the terms of payment between the parties to a transaction (generic term).> (an..17) コードが定義されているが、UN/ECE Recommendation No. 17 Paytermsの使用を推奨 https://service.unece.org/trade/untdid/d23a/tred/tred4277.htm | XMLSchema /uncefact/identifierlist/standard/UNECE_PaymentTermsDescriptionIdentifier_D23A.xsd,qdt:PaymentTermsIDType,,,,支払条件ID,支払条件ID,支払条件のID,ID,インボイスの取引支払条件の一意の識別子。,UN01005780,BBIE,CI_ Trade_ Payment Terms. Identification. Identifier,The unique identifier of these CI trade payment terms.,ID,ID,ID,＊,＊,＊,,IBT-187,Terms payment instructions ID,o..1
