version,sme_nr,mbie_nr,level,type,label_local,multiplicity,multiplicity_SME,class_term,sequence,identifier,property_term,representation_term,code_list,attribute,associated_class,definition_local,UNID,acronym,DEN,definition,short_name,name,element,xpath
v4.1,603,3621,6,A,（明細行参照）文書参照タイプコード,0..1,0..1,CI_ Referenced_ Document,7,,Reference_ Type,Code,UNCL1153,,,この明細行が参照する文書の参照タイプを識別するコード。,UN01005586,BBIE,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,SubordinateDocumentDeliveryReferencedDocumentReferenceTypeCode,ReferenceTypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument/ReferenceTypeCode
v4.1,604,3623,6,A,（明細行参照）出荷案内書履歴ID,0..1,0..1,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,,,この明細行が参照する出荷案内書の変更履歴を管理するID。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,SubordinateDocumentDeliveryReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument/RevisionID
v1/v3,605,3628,6,A,（明細行参照）文書タイプコード,0..1,0..1,CI_ Referenced_ Document,14,,Type,Code,UNCL1001,,,"この明細行が参照する文書の文書タイプを識別するコード。
デフォルト＝「351」Despatch advice（出荷案内書）",UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,SubordinateDocumentDeliveryReferencedDocumentTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument/TypeCode
v4.1,606,3629,6,A,（明細行参照）文書添付ファイル,0..n,0..1,CI_ Referenced_ Document,15,,Attachment,Binary Object,JECxxxx,,,"この参照文書に紐付く添付バイナリファイルの有無を指定
ありの場合は紐付ける「添付バイナリファイルID（UN01006015）」をBASE64で入力",UN01011455,BBIE,CI_ Referenced_ Document. Attachment. Binary Object,A binary object that is attached or otherwise appended to this CI referenced document.,Attached Binary Object,SubordinateDocumentDeliveryReferencedDocumentAttachmentBinaryObject,AttachmentBinaryObject,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument/AttachmentBinaryObject
v4.1,607,3636,6,A,（明細行参照）文書サブタイプコード,0..n,0..1,CI_ Referenced_ Document,22,,Subtype,Code,JECxxxx,,,"この明細行が参照する文書の文書サブタイプを識別するコード。
デフォルト属性＝「35101」一般納品書",UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,SubordinateDocumentDeliveryReferencedDocumentSubtypeCode,SubtypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument/SubtypeCode
v1,608,2325,4,C,明細行／決裁グループ,0..1,1..1,CIILB_ Subordinate_ Trade Line Item,5,,Specified,,,,CIILB_ Supply Chain_ Trade Settlement,明細行の決済に関するグループ,UN01009651,ASBIE,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Settlement,The supply chain trade settlement specified for this CIILB subordinate trade line item.,Trade Settlement,SubordinateDocument,SpecifiedCIILBSupplyChainTradeSettlement,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement
v４,610,2341,5,A,明細行取引方向コード,0..1,0..1,CIILB_ Supply Chain_ Trade Settlement,1,,Direction,Code,JECxxxx,,,"明細行の取引方向を識別するコード
デフォルトは「プラス」
明細行取引類型コードが「調整」を指定場合に利用する。
金額の「プラス」「マイナス」表示を許容する場合は実装しない。",UN01014641,BBIE,CIILB_ Supply Chain_ Trade Settlement. Direction. Code,The code specifying whether this CIILB supply chain trade settlement is an addition or a subtraction.,Direction Code,SubordinateDocumentDirectionCode,DirectionCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/DirectionCode
v1,611,2342,5,C,明細行決済／明細行税グループ,0..1,1..1,CIILB_ Supply Chain_ Trade Settlement,1,,Applicable,,,,CI_ Trade_ Tax,明細行決済の税に関するグループ,UN01009665,ASBIE,CIILB_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,The trade tax applicable to this CIILB supply chain trade settlement.,Tax,SubordinateDocumentTax,ApplicableCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax
v1/v2,613,4045,6,A,明細行税タイプコード,0..1,0..1,CI_ Trade_ Tax,2,,Type,Code,UNCL5153,,,税の種類を識別するコード。デフォルトは消費税；VAT,UN01005834,BBIE,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,SubordinateDocumentTaxTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/TypeCode
v2,614,4050,6,A,明細行譲渡資産金額（税抜き）,0..n,0..1,CI_ Trade_ Tax,7,,Basis,Amount,,,,"この明細行の税抜き譲渡資産金額（契約単価×配送数量）
契約単価×数量で指定できない場合は金額",UN01005839,BBIE,CI_ Trade_ Tax. Basis. Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Basis Amount,SubordinateDocumentTaxBasisAmount,BasisAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/BasisAmount
v1/v2,615,4052,6,A,明細行課税分類コード,0..1,1..1,CI_ Trade_ Tax,9,,Category,Code,UNCL5305,,,この明細行の消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）を識別するコード,UN01005841,BBIE,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,SubordinateDocumentTaxCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryCode
v2,616,4061,6,A,明細行課税分類名,0..n,0..1,CI_ Trade_ Tax,18,,Category Name,Text,,,,消費税の計算属性(標準税率、軽減税率など)を識別するための分類名。または軽減税率対象品目に添付する※などの記号を表示,UN01005850,BBIE,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,SubordinateDocumentTaxCategoryName,CategoryName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryName
v1/v2,617,4063,6,A,明細行税率,0..1,0..1,CI_ Trade_ Tax,20,,Rate_ Applicable,Percent,,,,"課税分類に対応する消費税率のパーセント表示
2014年度税制の場合は、明細行課税分類コードと組み合わせて利用する。",UN01007174,BBIE,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,SubordinateDocumentTaxRatePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/RateApplicablePercent
v2,618,4064,6,A,明細行譲渡資産金額(税込み),0..1,0..1,CI_ Trade_ Tax,21,,Grand Total,Amount,,,,この明細行の税額を含む譲渡資産金額（税込み）,UN01013040,BBIE,CI_ Trade_ Tax. Grand Total. Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Grand Total Amount,SubordinateDocumentTaxGrandTotalAmount,GrandTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/GrandTotalAmount
v4,619,4066,6,A,明細行適用税制ID,0..1,0..1,CI_ Trade_ Tax,23,,Local Tax System,Identifier,JECxxxx,,,"この明細行取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",UN01014650,BBIE,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,SubordinateDocumentTaxLocalTaxSystemID,LocalTaxSystemID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax/LocalTaxSystemID
v4,620,2343,5,C,明細行決済／参照インボイス対象物グループ,0..1,0..n,CIILB_ Supply Chain_ Trade Settlement,2,,Invoice_ Referenced,,,,CI_ Referenced_ Document,明細行が参照するインボイス対象物に関するグループ,UN01014642,ASBIE,CIILB_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,The invoice document referenced for this CIILB supply chain trade settlement.,Invoice Document,SubordinateDocumentInvoiceReferencedReferencedDocument,InvoiceReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument
v4,622,3615,6,A,（明細行参照）インボイス対象物ID,0..1,1..1,CI_ Referenced_ Document,1,PK,Issuer Assigned_ Identification,Identifier,,,,この明細行が参照するインボイス対象物のID,UN01005580,BBIE,CI_ Referenced_ Document. Issuer Assigned_ Identification. Identifier,The issuer assigned identifier for this CI referenced document.,Issuer Assigned ID,SubordinateDocumentInvoiceReferencedDocumentIssuerAssignedID,IssuerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/IssuerAssignedID
v4,623,3617,6,A,（明細行参照）インボイス対象物発行日,0..1,0..1,CI_ Referenced_ Document,3,,Issue,Date Time,,,,この明細行が参照するインボイス対象物の発行日,UN01005582,BBIE,CI_ Referenced_ Document. Issue. Date Time,The date or date time for the issuance of this CI referenced document.,Issue Date Time,SubordinateDocumentInvoiceReferencedDocumentIssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/IssueDateTime
v4,624,3620,6,A,（明細行参照）インボイス対象物明細行ID,0..1,1..1,CI_ Referenced_ Document,6,PK,Line,Identifier,,,,この明細行が参照するインボイス対象物の明細行ID,UN01005585,BBIE,CI_ Referenced_ Document. Line. Identifier,The unique identifier of a line in this CI referenced document.,Line ID,SubordinateItemInvoiceReferencedDocumentLineID,LineID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/LineID
v4.1,625,3621,6,A,（明細行参照）文書参照タイプコード,0..1,0..1,CI_ Referenced_ Document,7,,Reference_ Type,Code,UNCL1153,,,この明細行が参照する文書の参照タイプを識別するコード。,UN01005586,BBIE,CI_ Referenced_ Document. Reference_ Type. Code,The code specifying the reference type of this CI referenced document.,Reference Type Code,SubordinateDocumentInvoiceReferencedDocumentReferenceTypeCode,ReferenceTypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/ReferenceTypeCode
v4,626,3623,6,A,（明細行参照）インボイス対象物履歴ID,0..1,0..1,CI_ Referenced_ Document,9,,Revision_ Identification,Identifier,,,,この明細行が参照するインボイス対象物の変更履歴を管理するID。,UN01005588,BBIE,CI_ Referenced_ Document. Revision_ Identification. Identifier,The unique identifier for a revision of this CI referenced document.,Revision ID,SubordinateDocumentInvoiceReferencedDocumentRevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/RevisionID
v4,627,3628,6,A,（明細行参照）文書タイプコード,0..1,0..1,CI_ Referenced_ Document,14,,Type,Code,UNCL1001,,,この明細行が参照する文書タイプを識別するコード,UN01009672,BBIE,CI_ Referenced_ Document. Type. Code,The code specifying the type of CI referenced document.,Type Code,SubordinateDocumentInvoiceReferencedDocumentTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/TypeCode
v4,628,3636,6,A,（明細行参照）文書サブタイプコード,0..n,0..1,CI_ Referenced_ Document,22,,Subtype,Code,JECxxxx,,,この明細行が参照する文書の文書サブタイプコード,UN01014899,BBIE,CI_ Referenced_ Document. Subtype. Code,A code specifying a subtype of this CI referenced document.,Subtype Code,SubordinateDocumentInvoiceReferencedDocumentSubtypeCode,SubtypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument/SubtypeCode
v4.3,629,2344,5,C,明細行決済／調整（修正差額調整）グループ,0..n,0..1,CIILB_ Supply Chain_ Trade Settlement,3,,Specified,,,,CI_ Financial_ Adjustment,明細行決済の調整（修正差額調整）に関するグループ,UN01014643,ASBIE,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A financial adjustment specified for this CIILB supply chain trade settlement.,Specified Financial Adjustment,SubordinateDocumentFinancialAdjustment,SpecifiedCIFinancialAdjustment,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment
v4.3,631,3461,6,A,明細行調整理由コード（修正差額調整）,0..1,0..1,CI_ Financial_ Adjustment,1,,Reason,Code,UNCL4465,,,"この明細行の調整理由を示す識別コード
'=62(修正差額調整)",UN01005488,BBIE,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,SubordinateDocumentFinancialAdjustmentReasonCode,ReasonCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ReasonCode
v4.3,632,3462,6,A,明細行調整理由,0..n,0..1,CI_ Financial_ Adjustment,2,,Reason,Text,,,,この明細行の調整理由を文字で表現した内容,UN01005489,BBIE,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,SubordinateDocumentFinancialAdjustmentReasonText,Reason,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/Reason
