Version,UNID,Acronym,Dictionary Entry Name,ObjectClassQualifierTerm,ObjectClassTerm,Cardinality,PropertyTerm,PrimaryRepresentationTerm,XML datatype,AssociatedObjectClassQualifierTerm,AssociatedObjectClassTerm,XML element name,Definition
1.0,UN01000300,ASBIE,Tendering_ Tender Result. Winning. Tenderer_ Party,Tendering,Tender Result,0..1,Winning,,ram:TendererPartyType,Tenderer,Party,WinningTendererParty,The tenderer party who wins in this tender result for this tendering process.
1.0,UN01000301,ASBIE,Tendering_ Tender Result. Detailed. Individual_ Tenderer Result,Tendering,Tender Result,0..n,Detailed,,ram:IndividualTendererResultType,Individual,Tenderer Result,DetailedIndividualTendererResult,A detailed individual tenderer result for this tender result for this tendering process.
1.0,UN01000346,BBIE,Tendering_ Work Capability. Licence. Identifier,Tendering,Work Capability,1,Licence,Identifier,udt:IDType,,,LicenceID,The unique identifier of the licence for this work capability in the tendering process.
1.0,UN01000347,BBIE,Tendering_ Work Capability. Type. Code,Tendering,Work Capability,0..1,Type,Code,udt:CodeType,,,TypeCode,"The code specifying a type of work capability in the tendering process, such as works, services, goods."
1.0,UN01000348,ASBIE,Tendering_ Work Capability. Experience. Tendering_ Completed Work,Tendering,Work Capability,0..n,Experience,,ram:TenderingCompletedWorkType,Tendering,Completed Work,ExperienceTenderingCompletedWork,A completed work experience for this work capability in the tendering process.
1.0,UN01000349,ASBIE,Tendering_ Work Capability. Supported. Tendering_ Technical Capability,Tendering,Work Capability,0..1,Supported,,ram:TenderingTechnicalCapabilityType,Tendering,Technical Capability,SupportedTenderingTechnicalCapability,The technical capability supported by this work capability in the tendering process.
1.0,UN01000350,ASBIE,Tendering_ Work Capability. Supported. Tendering_ Deliverable,Tendering,Work Capability,1..n,Supported,,ram:TenderingDeliverableType,Tendering,Deliverable,SupportedTenderingDeliverable,A deliverable that is supported for this work capability in the tendering process.
1.0,UN01000145,BBIE,Tender Invitation_ Document. Identification. Identifier,Tender Invitation,Document,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for the tender invitation document.
1.0,UN01000146,BBIE,Tender Invitation_ Document. Name. Text,Tender Invitation,Document,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for this tender invitation document."
1.0,UN01000148,BBIE,Tender Letter Invitation_ Document. Identification. Identifier,Tender Letter Invitation,Document,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for the tender letter invitation document.
1.0,UN01000149,BBIE,Tender Letter Invitation_ Document. Name. Text,Tender Letter Invitation,Document,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for this tender letter invitation document."
1.0,UN01000150,BBIE,Tender Letter Invitation_ Document. Remarks. Text,Tender Letter Invitation,Document,0..1,Remarks,Text,udt:TextType,,,Remarks,"The set of remarks, expressed as text, regarding this tender letter invitation document."
1.0,UN01000151,BBIE,Tender Letter Invitation_ Document. Nomination_ Description. Text,Tender Letter Invitation,Document,0..1,Description,Text,udt:TextType,,,NominationDescription,"The textual description for nominating a tenderer in this tender letter invitation document, such as nominated reason or condition."
1.0,UN01000152,BBIE,Tender Letter Invitation_ Document. Issue. Date Time,Tender Letter Invitation,Document,0..1,Issue,Date Time,udt:DateTimeType,,,IssueDateTime,"The date, time, date time or other date time value for the issuance of this tender letter invitation document."
1.0,UN01000154,BBIE,Tender Result Notice_ Document. Identification. Identifier,Tender Result Notice,Document,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this tender result notice document.
1.0,UN01000155,BBIE,Tender Result Notice_ Document. Name. Text,Tender Result Notice,Document,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for this tender result notice document."
1.0,UN01000384,BBIE,Tender_ Tendering Process. Invitation To Tender_ Event. Date Time,Tender,Tendering Process,0..1,Event,Date Time,udt:DateTimeType,,,InvitationToTenderEventDateTime,The date or date time for the event when tenderers are invited to tender in this tendering process.
1.0,UN01000385,BBIE,Tender_ Tendering Process. Explanation Request Deadline_ Event. Date Time,Tender,Tendering Process,0..1,Event,Date Time,udt:DateTimeType,,,ExplanationRequestDeadlineEventDateTime,The date or date time for the deadline when the tenderer should request an explanation of the tender in this tendering process.
1.0,UN01000386,BBIE,Tender_ Tendering Process. Opening Tenders_ Event. Date Time,Tender,Tendering Process,0..1,Event,Date Time,udt:DateTimeType,,,OpeningTendersEventDateTime,The date or date time for the opening of the tenders event for the tender in this tendering process.
1.0,UN01000387,BBIE,Tender_ Tendering Process. Tender Explanation_ Event. Date Time,Tender,Tendering Process,0..1,Event,Date Time,udt:DateTimeType,,,TenderExplanationEventDateTime,The date or date time when the procuring entity provides an explanation for the tender in this tendering process.
1.0,UN01000388,BBIE,Tender_ Tendering Process. Evaluation Rules_ Description. Text,Tender,Tendering Process,0..1,Description,Text,udt:TextType,,,EvaluationRulesDescription,The textual description of the evaluation rules for the tender in this tendering process.
1.0,UN01000389,BBIE,Tender_ Tendering Process. Instructions_ Description. Text,Tender,Tendering Process,0..1,Description,Text,udt:TextType,,,InstructionsDescription,The textual description of the instructions for the tender in this tendering process.
1.0,UN01000390,BBIE,Tender_ Tendering Process. Invalid Criteria_ Description. Text,Tender,Tendering Process,0..1,Description,Text,udt:TextType,,,InvalidCriteriaDescription,The textual description of the criteria that the procuring entity uses to decide if the tender submission is invalid in this tendering process.
1.0,UN01000391,BBIE,Tender_ Tendering Process. Identification. Identifier,Tender,Tendering Process,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this tender in this tendering process.
1.0,UN01000392,BBIE,Tender_ Tendering Process. Name. Text,Tender,Tendering Process,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, of the tender in this tendering process."
1.0,UN01000393,BBIE,Tender_ Tendering Process. Tendering Procedure. Code,Tender,Tendering Process,0..1,Tendering Procedure,Code,udt:CodeType,,,TenderingProcedureCode,The code specifying the type of tendering procedure for the tender in this tendering process.
1.0,UN01000394,BBIE,Tender_ Tendering Process. Judging Criteria. Code,Tender,Tendering Process,0..1,Judging Criteria,Code,udt:CodeType,,,JudgingCriteriaCode,The code specifying the type of judging criteria for the tender in this tendering process.
1.0,UN01000395,BBIE,Tender_ Tendering Process. Tender Invitation Revision. Code,Tender,Tendering Process,0..1,Tender Invitation Revision,Code,udt:CodeType,,,TenderInvitationRevisionCode,The code specifying the revision reason for issuing a subsequent invitation to tender for the tender in this tendering process.
1.0,UN01000396,BBIE,Tender_ Tendering Process. Entry_ Fee. Indicator,Tender,Tendering Process,0..1,Fee,Indicator,udt:IndicatorType,,,EntryFeeIndicator,The indication of whether or not a procuring entity charges an entry fee for the tender in this tendering process.
1.0,UN01000397,BBIE,Tender_ Tendering Process. Entry_ Fee. Amount,Tender,Tendering Process,0..1,Fee,Amount,udt:AmountType,,,EntryFeeAmount,The monetary value of the entry fee for the tender in this tendering process.
1.0,UN01000398,BBIE,Tender_ Tendering Process. Threshold Price. Percent,Tender,Tendering Process,0..1,Threshold Price,Percent,udt:PercentType,,,ThresholdPricePercent,The percentage of the total estimated price that constitutes the minimum threshold price for the tender in this tendering process.
1.0,UN01000399,BBIE,Tender_ Tendering Process. Reference Document. Indicator,Tender,Tendering Process,0..1,Reference Document,Indicator,udt:IndicatorType,,,ReferenceDocumentIndicator,The indication of whether or not a reference document needs to be submitted for this tender in this tendering process.
1.0,UN01000400,BBIE,Tender_ Tendering Process. Urgency. Indicator,Tender,Tendering Process,0..1,Urgency,Indicator,udt:IndicatorType,,,UrgencyIndicator,The indication of whether or not the tender is urgent in this tendering process.
1.0,UN01000401,ASBIE,Tender_ Tendering Process. Required_ Reference. Reference_ Document,Tender,Tendering Process,0..n,Reference,,ram:ReferenceDocumentType,Reference,Document,RequiredReferenceDocument,A reference document required for the tender in this tendering process.
1.0,UN01000402,ASBIE,Tender_ Tendering Process. Acceptance. Tendering_ Period,Tender,Tendering Process,0..1,Acceptance,,ram:TenderingPeriodType,Tendering,Period,AcceptanceTenderingPeriod,The specified period for accepting the tender in this tendering process.
1.0,UN01000403,ASBIE,Tender_ Tendering Process. Specified. Transaction_ Period,Tender,Tendering Process,0..n,Specified,,ram:TransactionPeriodType,Transaction,Period,SpecifiedTransactionPeriod,"A specific period of time for a transaction, such as the acceptable period for requesting the tender explanation document, the acceptable period for receiving the tendering application document, in this tendering process."
1.0,UN01000404,ASBIE,Tender_ Tendering Process. Explanation_ Site. Tendering_ Location,Tender,Tendering Process,0..1,Site,,ram:TenderingLocationType,Tendering,Location,ExplanationSiteTenderingLocation,The location of the site where the explanation of the tendering is provided in this tendering process.
1.0,UN01000405,ASBIE,Tender_ Tendering Process. Information Access_ Site. Tendering_ Location,Tender,Tendering Process,0..1,Site,,ram:TenderingLocationType,Tendering,Location,InformationAccessSiteTenderingLocation,The location of the site where the information of the tendering is accessible in this tendering process.
1.0,UN03000317,BBIE,TMW Acknowledged Message_ Document. Identification. Identifier,TMW Acknowledged Message,Document,1,Identification,Identifier,udt:IDType,,,ID,The unique identifier of the TMW acknowledged message document.
1.0,UN03000318,BBIE,TMW Acknowledged Message_ Document. Preliminary_ Identification. Identifier,TMW Acknowledged Message,Document,1,Identification,Identifier,udt:IDType,,,PreliminaryID,The preliminary unique identifier of the TMW acknowledged message document.
1.0,UN03000319,BBIE,TMW Acknowledged Message_ Document. Type. Code,TMW Acknowledged Message,Document,0..1,Type,Code,udt:CodeType,,,TypeCode,The code specifying the type of TMW acknowledged message document.
1.0,UN03000320,BBIE,TMW Acknowledged Message_ Document. Status. Code,TMW Acknowledged Message,Document,1,Status,Code,udt:CodeType,,,StatusCode,"The code specifying the status of the TMW acknowledged message document, such as accepted or rejected."
1.0,UN03000321,BBIE,TMW Acknowledged Message_ Document. Rejection Reason. Text,TMW Acknowledged Message,Document,0..1,Rejection Reason,Text,udt:TextType,,,RejectionReason,"The reason, expressed as text, for the rejection of the TMW acknowledged message document."
1.0,UN03000322,ASBIE,TMW Acknowledged Message_ Document. Sender. TMW Business Transaction_ Party,TMW Acknowledged Message,Document,0..1,Sender,,ram:TMWBusinessTransactionPartyType,TMW Business Transaction,Party,SenderTMWBusinessTransactionParty,The party that sends the TMW acknowledged message document.
1.0,UN03000323,ASBIE,TMW Acknowledged Message_ Document. Recipient. TMW Business Transaction_ Party,TMW Acknowledged Message,Document,0..1,Recipient,,ram:TMWBusinessTransactionPartyType,TMW Business Transaction,Party,RecipientTMWBusinessTransactionParty,The party that receives the TMW acknowledged message document.
1.0,UN03000205,BBIE,TMW Acknowledged Notification_ Document. Identification. Identifier,TMW Acknowledged Notification,Document,0..1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this TMW acknowledged notification document.
1.0,UN03000206,BBIE,TMW Acknowledged Notification_ Document. Receipt. Date Time,TMW Acknowledged Notification,Document,0..1,Receipt,Date Time,udt:DateTimeType,,,ReceiptDateTime,The date of the formal receipt of this TMW acknowledged notification document.
1.0,UN03000207,BBIE,TMW Acknowledged Notification_ Document. Acceptance. Date Time,TMW Acknowledged Notification,Document,0..1,Acceptance,Date Time,udt:DateTimeType,,,AcceptanceDateTime,The date of the acceptance of this TMW acknowledged notification document.
1.0,UN03000208,ASBIE,TMW Acknowledged Notification_ Document. Acknowledging. TMW_ Organization,TMW Acknowledged Notification,Document,0..1,Acknowledging,,ram:TMWOrganizationType,TMW,Organization,AcknowledgingTMWOrganization,The organization that acknowledges this TMW notification document.
