Nr,UNID,Acronym,DEN,Definition,Publication comments,Object Class Term Qualifier(s),Object Class Term,Property Term Qualifier(s),Property Term,Datatype Qualifier(s),Representation Term,Qualified Data Type UID,Associated Object Class Term Qualifier(s),Associated Object Class,Business Term(s),Usage Rule(s),Sequence Number,Occurrence Min,Occurrence Max,Context Categories,Example(s),Version,Ref Library Version,Submitter Name,Ref Component UN ID,Unique submitter ID,CR Status Date,CR Status,Library Maintenance Comment,TDED,Submitted Definition,Submitter Comment,Submitted DEN,Publication Refs -- Source,Short Name
5847,UN01002796,ASBIE,Plot_ Agricultural Process. Applicable. Technical_ Characteristic,A technical characteristic applicable to this plot agricultural process.,,Plot,Agricultural Process,,Applicable,,,,Technical,Characteristic,,,10,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Technical Characteristic
5848,UN01002797,ASBIE,Plot_ Agricultural Process. Specified. Agricultural Process_ Target Object,An agricultural process target object specified for this plot agricultural process.,,Plot,Agricultural Process,,Specified,,,,Agricultural Process,Target Object,,,11,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Target Object
5849,UN01002798,ASBIE,Plot_ Agricultural Process. Specified. Agricultural Process_ Crop Stage,An agricultural process crop stage specified for this plot agricultural process.,,Plot,Agricultural Process,,Specified,,,,Agricultural Process,Crop Stage,,,12,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Crop Stage
5850,UN01002799,ASBIE,Plot_ Agricultural Process. Specified. Agricultural Process_ Condition,An agricultural process condition specified for this plot agricultural process.,,Plot,Agricultural Process,,Specified,,,,Agricultural Process,Condition,,,13,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Condition
5851,UN01002749,ABIE,Plot_ Soil Occupation. Details,The use or occupation of soil to grow a crop on a plot.,,Plot,Soil Occupation,,,,,,,,,,,,,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Plot Soil Occupation
5852,UN01002750,BBIE,Plot_ Soil Occupation. Type. Code,"The code specifying the type of plot soil occupation, such as main crop or catch crop.",,Plot,Soil Occupation,,Type,,Code,,,,,,1,1,1,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Type Code
5853,UN01002751,BBIE,Plot_ Soil Occupation. Sequence. Numeric,The sequence number for this plot soil occupation.,,Plot,Soil Occupation,,Sequence,,Numeric,,,,,,2,1,1,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Sequence Number
5854,UN01002752,BBIE,Plot_ Soil Occupation. Start. Date Time,The date or date time value for the start of this plot soil occupation.,,Plot,Soil Occupation,,Start,,Date Time,,,,,,3,0,1,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Start Date Time
5855,UN01002753,BBIE,Plot_ Soil Occupation. End. Date Time,The date or date time value for the end of this plot soil occupation.,,Plot,Soil Occupation,,End,,Date Time,,,,,,4,0,1,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,End Date Time
5856,UN01002754,ASBIE,Plot_ Soil Occupation. Sown. Agricultural_ Crop,An agricultural crop sown in this plot soil occupation.,,Plot,Soil Occupation,,Sown,,,,Agricultural,Crop,,,1,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Sown Crop
5857,UN01002755,ASBIE,Plot_ Soil Occupation. Previous. Soil Occupation_ Crop Residue,A soil occupation crop residue from the previous plot soil occupation.,,Plot,Soil Occupation,,Previous,,,,Soil Occupation,Crop Residue,,,2,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Previous Crop Residue
5858,UN01002756,ASBIE,Plot_ Soil Occupation. Occurrence. Agricultural_ Country Sub-Division,An agricultural country sub-division in which this plot soil occupation occurs.,,Plot,Soil Occupation,,Occurrence,,,,Agricultural,Country Sub-Division,,,3,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Occurrence Country Sub-Division
5859,UN01002757,ASBIE,Plot_ Soil Occupation. Specified. Agricultural_ Crop Production Cycle,An agricultural crop production cycle specified for this plot soil occupation.,,Plot,Soil Occupation,,Specified,,,,Agricultural,Crop Production Cycle,,,4,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Crop Production Cycle
5860,UN01002758,ASBIE,Plot_ Soil Occupation. Applicable. Soil Occupation_ Contract,A soil occupation contract applicable to this plot soil occupation.,,Plot,Soil Occupation,,Applicable,,,,Soil Occupation,Contract,,,5,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Applicable Contract
5861,UN01002759,ASBIE,Plot_ Soil Occupation. Used. Agricultural_ Area,An agricultural area used for this plot soil occupation.,,Plot,Soil Occupation,,Used,,,,Agricultural,Area,,,6,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Used Area
5862,UN01002760,ASBIE,Plot_ Soil Occupation. Applied. Specified_ Soil Supplement,A specified soil supplement applied to this plot soil occupation.,,Plot,Soil Occupation,,Applied,,,,Specified,Soil Supplement,,,7,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Applied Soil Supplement
5863,UN01002761,ASBIE,Plot_ Soil Occupation. Applicable. Technical_ Characteristic,A technical characteristic applicable to this plot soil occupation.,,Plot,Soil Occupation,,Applicable,,,,Technical,Characteristic,,,8,0,unbounded,Crop Data Sheet,,1.0,,,,,,,,,,,,D08A,Technical Characteristic
5864,UN01005195,ABIE,Post Code_ Address. Details,A postal delivery area identified by post code.,,Post Code,Address,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D09A,Post Code Address
5865,UN01005196,BBIE,Post Code_ Address. Postcode. Code,The postcode of this address.,,Post Code,Address,,Postcode,,Code,,,,,,1,0,1,In All Contexts,,1.0,,,,,,,,(3251),,,,D09A,Postcode
5866,UN01005197,BBIE,Post Code_ Address. Country. Identifier,The unique identifier of the country for this post code address.,,Post Code,Address,,Country,,Identifier,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09A,Country Code
5867,UN01000106,ABIE,Prequalification Application_ Document. Details,A document that provide information or evidence for the application receiver in the tendering process.,,Prequalification Application,Document,,,,,,,,,,,,,Partner Identification,,1.0,,,,,,,,,,,,D06B,Prequalification Application Document
5868,UN01000107,BBIE,Prequalification Application_ Document. Identification. Identifier,The unique identifier for this pre-qualification application document.,,Prequalification Application,Document,,Identification,,Identifier,,,,,,1,0,1,Partner Identification,,1.0,,,,,,,,(1004),,,,D06B,ID
5869,UN01000108,BBIE,Prequalification Application_ Document. Name. Text,"The name, expressed as text, for this pre-qualification application document.",,Prequalification Application,Document,,Name,,Text,,,,,,2,0,1,Partner Identification,,1.0,,,,,,,,(1000),,,,D06B,Name
5870,UN01000109,BBIE,Prequalification Application_ Document. Submission. Date Time,"The date, time, date time or other date time value for the submission of this prequalification application document.",,Prequalification Application,Document,,Submission,,Date Time,,,,,,3,0,1,Partner Identification,,1.0,,,,,,,,,,,,D06B,Submission Date Time
5871,UN01000110,BBIE,Prequalification Application_ Document. Attachment. Binary Object,"Binary object data, such as attached files, for this pre-qualification application document.",,Prequalification Application,Document,,Attachment,,Binary Object,,,,,,4,0,unbounded,Partner Identification,,1.0,,,,,,,,,,,,D06B,Binary Object Attachment
5872,UN01006327,ABIE,Primitive_ Query Parameter. Details,"A query parameter that details a component of a query at the lowest level, typically identifying a comparison to a single value.",,Primitive,Query Parameter,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Primitive Query Parameter
5873,UN01006328,BBIE,Primitive_ Query Parameter. Applicable. Indicator,The indication of whether or not this primitive query parameter is applicable.,,Primitive,Query Parameter,,Applicable,,Indicator,,,,,,1,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Applicable Indicator
5874,UN01006329,BBIE,Primitive_ Query Parameter. Comparator. Text,"The comparator, expressed as text, for this primitive query parameter.",,Primitive,Query Parameter,,Comparator,,Text,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Comparator Text
5875,UN01006330,BBIE,Primitive_ Query Parameter. Document Publication. Date Time,"The date, time, date time, or other date time value for a document publication of this primitive query parameter.",,Primitive,Query Parameter,,Document Publication,,Date Time,,,,,,3,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Document Publication Date Time
5876,UN01006331,BBIE,Primitive_ Query Parameter. Scope. Text,"The scope, expressed as text, for this primitive query parameter.",,Primitive,Query Parameter,,Scope,,Text,,,,,,4,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Scope Text
5877,UN01006332,BBIE,Primitive_ Query Parameter. Real Number. Numeric,The value of the real number for this primitive query parameter.,,Primitive,Query Parameter,,Real Number,,Numeric,,,,,,5,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Real Number
5878,UN01006333,BBIE,Primitive_ Query Parameter. Integer Number. Numeric,The value of the integer number for this primitive query parameter.,,Primitive,Query Parameter,,Integer Number,,Numeric,,,,,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Integer
5879,UN01006334,BBIE,Primitive_ Query Parameter. Negation. Indicator,The indication of whether or not this primitive query parameter is a negation.,,Primitive,Query Parameter,,Negation,,Indicator,,,,,,7,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Negation Indicator
5880,UN01006335,BBIE,Primitive_ Query Parameter. Keyword. Text,"The keyword, expressed as text, for this primitive query parameter.",,Primitive,Query Parameter,,Keyword,,Text,,,,,,8,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Keyword Text
5881,UN01006336,BBIE,Primitive_ Query Parameter. Type. Code,The code specifying the type of primitive query parameter.,,Primitive,Query Parameter,,Type,,Code,,,,,,9,0,1,In All Contexts,,1.0,,,,,,,,,,,,D09B.1,Type Code
5882,UN01000173,ABIE,Procurement Requiring_ Organization. Details,The organization with requirements for procurement.,,Procurement Requiring,Organization,,,,,,,,,,,,,Procurement,,1.0,,,,,,,,,,,,D06B,Procurement Requiring Organization
5883,UN01000174,BBIE,Procurement Requiring_ Organization. Name. Text,"The name, expressed as text, of the procurement requiring organization.",,Procurement Requiring,Organization,,Name,,Text,,,,,,1,1,1,Procurement,,1.0,,,,,,,,,,,,D06B,Name
5884,UN01000175,BBIE,Procurement Requiring_ Organization. International_ Name. Text,"The name, expressed as text, by which the procurement requiring organization is known internationally.",,Procurement Requiring,Organization,International,Name,,Text,,,,,,2,0,1,Procurement,,1.0,,,,,,,,,,,,D06B,International Name
5885,UN01000176,BBIE,Procurement Requiring_ Organization. Identification. Identifier,The unique identifier for this procurement requiring organization.,,Procurement Requiring,Organization,,Identification,,Identifier,,,,,,3,1,1,Procurement,,1.0,,,,,,,,,,,,D06B,ID
5886,UN01000177,ASBIE,Procurement Requiring_ Organization. Primary. Tendering_ Contact,The primary tendering contact for this procurement requiring organization.,,Procurement Requiring,Organization,,Primary,,,,Tendering,Contact,,,1,0,1,Tendering,,1.0,,,,,,,,,,,,D06B,Primary Tendering Contact
5887,UN01000178,ASBIE,Procurement Requiring_ Organization. Postal. Tendering_ Address,The postal address for tendering information for this procurement requiring organization.,,Procurement Requiring,Organization,,Postal,,,,Tendering,Address,,,2,0,1,Tendering,,1.0,,,,,,,,,,,,D06B,Tendering Postal Address
5888,UN01000355,ABIE,Procuring_ Organization. Details,"An organization engaged in the act of acquiring goods or services, usually by contract.",,Procuring,Organization,,,,,,,,,,,,,Procurement,,1.0,,,,,,,,,,,,D06B,Procuring Organization
5889,UN01000356,BBIE,Procuring_ Organization. Name. Text,"The name, expressed as text, of this procuring organization.",,Procuring,Organization,,Name,,Text,,,,Procuring Entity Name,,1,1,1,Procurement,,1.0,,,,,,,,,,,,D06B,Name
5890,UN01000357,BBIE,Procuring_ Organization. Identification. Identifier,The unique identifier for this procuring organization.,,Procuring,Organization,,Identification,,Identifier,,,,Procuring Entity Qualifier,,2,1,1,Procurement,,1.0,,,,,,,,,,,,D06B,ID
5891,UN01000358,BBIE,Procuring_ Organization. Bureau_ Identification. Identifier,"The unique identifier for a bureau of this procuring organization, such as a government department.",,Procuring,Organization,Bureau,Identification,,Identifier,,,,Bureau Qualifier,,3,0,1,Procurement,,1.0,,,,,,,,,,,,D06B,Bureau ID
5892,UN01000359,BBIE,Procuring_ Organization. Division_ Identification. Identifier,The unique identifier for a division of this procuring organization.,,Procuring,Organization,Division,Identification,,Identifier,,,,Division Qualifier,,4,0,1,Procurement,,1.0,,,,,,,,,,,,D06B,Division ID
5893,UN01000360,BBIE,Procuring_ Organization. International_ Name. Text,"The international name, expressed as text, for this procuring organization.",,Procuring,Organization,International,Name,,Text,,,,"English Name, Foreign Name, Also Known As Name, Trade Alias Name",,5,0,1,Procurement,,1.0,,,,,,,,,,,,D06B,International Name
5894,UN01000361,ASBIE,Procuring_ Organization. Primary. Tendering_ Contact,The primary contact information for this procuring organization in the tendering process.,,Procuring,Organization,,Primary,,,,Tendering,Contact,,,1,0,1,Tendering,,1.0,,,,,,,,,,,,D06B,Primary Contact
5895,UN01000362,ASBIE,Procuring_ Organization. Alternate_ Designated. Tendering_ Contact,Information for an alternate designated contact within this procuring organization.,,Procuring,Organization,Alternate,Designated,,,,Tendering,Contact,FutherInfo,,2,0,unbounded,Procurement,,1.0,,,,,,,,,,,,D06B,Designated Alternate Contact
5896,UN01000363,ASBIE,Procuring_ Organization. Postal. Tendering_ Address,The postal address for this procuring organization in the tendering process.,,Procuring,Organization,,Postal,,,,Tendering,Address,Address,,3,0,1,Tendering,,1.0,,,,,,,,,,,,D06B,Tendering Postal Address
5897,UN01000371,ABIE,Procuring_ Project. Details,"An endeavour carefully planned to achieve a procurement of goods, works and service.",,Procuring,Project,,,,,,,,,,,,,In All Contexts,,1.0,,,,,,,,,,,,D06B,Procuring Project
5898,UN01000372,BBIE,Procuring_ Project. Identification. Identifier,The unique identifier of this procuring project.,,Procuring,Project,,Identification,,Identifier,,,,,,1,1,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,ID
5899,UN01000373,BBIE,Procuring_ Project. Description. Text,The textual description of this procuring project.,,Procuring,Project,,Description,,Text,,,,,,2,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Description
5900,UN01000374,BBIE,Procuring_ Project. Name. Text,"The name, expressed as text, of this procuring project.",,Procuring,Project,,Name,,Text,,,,,,3,1,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Name
5901,UN01000375,BBIE,Procuring_ Project. Works Type. Code,"A code specifying the type of work, such as surveying or consulting, for this procuring project.",,Procuring,Project,,Works Type,,Code,,,,,,4,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D06B,Works Type Code
5902,UN01000376,BBIE,Procuring_ Project. Sub_ Works Type. Code,"A code specifying the type of sub works, such as land surveying or information technology consulting, for this procuring project.",,Procuring,Project,Sub,Works Type,,Code,,,,,,5,0,unbounded,In All Contexts,,1.0,,,,,,,,,,,,D06B,Sub-Works Type Code
5903,UN01000377,BBIE,Procuring_ Project. Type. Code,"The code specifying the type of procuring project, such as goods, works and service.",,Procuring,Project,,Type,,Code,,,,,,6,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Type Code
5904,UN01000378,BBIE,Procuring_ Project. Constraint. Indicator,The indication of whether or not the project is constrained by an authority such as the World Trade Organization (WTO) for this procuring project.,,Procuring,Project,,Constraint,,Indicator,,,,,,7,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Constraint Indicator
5905,UN01000379,BBIE,Procuring_ Project. Total_ Budget. Amount,"The monetary value of the total budget which includes net amount, taxes, and material and instalment costs for this procuring project.","It includes all expenses, for example, the construction amount, tax and instalment costs for the supplier’s service as well as material costs paid by the owner institution, because construction materials can be ordered separately from the construction service itself.",Procuring,Project,Total,Budget,,Amount,,,,,,8,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Total Budget Amount
5906,UN01000380,BBIE,Procuring_ Project. Net_ Budget. Amount,The monetary value of the net budget for this procuring project.,"This excludes tax, the costs of installing equipment, and material costs from the total size of budget.",Procuring,Project,Net,Budget,,Amount,,,,,,9,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Net Budget Amount
5907,UN01000381,ASBIE,Procuring_ Project. Physical. Project Actualization_ Location,The physical actualization location of this procuring project.,,Procuring,Project,,Physical,,,,Project Actualization,Location,,,1,0,1,In All Contexts,,1.0,,,,,,,,,,,,D06B,Project Actualization Location
5908,UN01000382,ASBIE,Procuring_ Project. Plan. Tendering_ Period,The planned period for performing this procuring project in the tendering process.,,Procuring,Project,,Plan,,,,Tendering,Period,,,2,0,1,Tendering,,1.0,,,,,,,,,,,,D06B,Tendering Planned Period
