change,unid,acronym,DEN,Definition,Working_comments_and_instructions,Publication_comments,Object_Class_Term_Qualifier(s),Object_Class_Term,Property_Term_Qualifier(s),Property_Term,Datatype_Qualifier(s),Representation_Term,Qualified_Data_Type_UID,Associated_Object_Class_Term_Qualifier(s),Associated_Object_Class,Business_Term(s),Usage_Rule(s),Sequence_Number,Occurrence_Min,Occurrence_Max,Business_Process_Value,Business_Process_Meaning,Business_Process_Class.Schema,Product_Value,Product_Meaning,Product_Class.Schema,Industory_Value,Industory_Meaning,Industory_Class.Schema,Region_(Geo)_Value,Region_(Geo)_Meaning,Region_(Geo)_Class.Schema,Official_Constraints_Value,Official_Constraints_Meaning,Official_Constraints_Class.Schema,Role_Value,Role_Meaning,Role_Class.Schema,Supporting_Role_Value,Supporting_Role_Meaning,Supporting_Role_Class.Schema,System_Constraints_Value,System_Constraints_Meaning,System_Constraints_Class.Schema,"Facets To_restrict_the_set_of_values_of_Content_Component_or_Supplementary_Components",au,av,aw,ax,ay,az,ba,bb,bc,bd,be,bf,bg,bh,Example(s),BIE/CC/DT_Version,Ref_Library_Version,Submitter_Name,Ref_Component_UN_ID,Ref_CR_ID,Unique_submitter_ID,CR_Status_Date,CR_Status,Library_Maintenance_Comment,TDED,Submitted_Definition,Submitter_Comment,Submitted_DEN,Submission_Row_Number,Unique_CC/BIE_ID,CR_Storage_Date,Publication_Refs_--_Source,Persistent_Flag,cb,cc,Short_Name,ce
,UN01010341,ASBIE,RASFF Specific_ Product. Specified. RASFF_ Sampled Object,The sampled object specified for this specific RASFF product.,,,RASFF Specific,Product,,Specified,,,,RASFF,Sampled Object,,,3,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Sampled Object,
,UN01010342,ASBIE,RASFF Specific_ Product. Applied. RASFF_ Process,A process applied to this specific RASFF product.,,,RASFF Specific,Product,,Applied,,,,RASFF,Process,,,4,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Applied Process,
,UN01010343,ASBIE,RASFF Specific_ Product. Volume_ Applicable. RASFF_ Characteristic,The volume characteristic applicable to this specific RASFF product.,,,RASFF Specific,Product,Volume,Applicable,,,,RASFF,Characteristic,,,5,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Volume Characteristic,
,UN01010344,ASBIE,RASFF Specific_ Product. Weight_ Applicable. RASFF_ Characteristic,The weight characteristic applicable to this specific RASFF product.,,,RASFF Specific,Product,Weight,Applicable,,,,RASFF,Characteristic,,,6,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Weight Characteristic,
,UN01010464,ASBIE,RASFF Specific_ Product. Related. RASFF Specific_ Product,A product that is related to this RASFF specific product.,,,RASFF Specific,Product,,Related,,,,RASFF Specific,Product,,,7,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Related Product,
,UN01010465,ASBIE,RASFF Specific_ Product. Variant. RASFF Specific_ Product,A product that is a variant of this RASFF specific product.,,,RASFF Specific,Product,,Variant,,,,RASFF Specific,Product,,,8,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Variant Product,
,UN01010423,ABIE,RASFF_ Analysis. Details,The analysis used for this Rapid Alert System for Food and Feed (RASFF) sampling.,,,RASFF,Analysis,,,,,,,,,,,,,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,RASFF Analysis,
,UN01010424,BBIE,RASFF_ Analysis. Analytical_ Method. Text,"An analytical method, expressed as text, for this RASFF analysis.",,,RASFF,Analysis,Analytical,Method,,Text,,,,,,1,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Analytical Method Text,
,UN01010425,BBIE,RASFF_ Analysis. Applied Treatment. Text,"A treatment, expressed as text, applied during this RASFF analysis.",,,RASFF,Analysis,,Applied Treatment,,Text,,,,,,2,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Applied Treatment Text,
,UN01010426,BBIE,RASFF_ Analysis. Sample. Quantity,The number of samples for this RASFF analysis.,,,RASFF,Analysis,,Sample,,Quantity,,,,,,3,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Sample Quantity,
,UN01010427,BBIE,RASFF_ Analysis. Corroborative Result. Code,"The code specifying the corroborative result for this RASFF analysis, such as confirmed or not confirmed.",,,RASFF,Analysis,,Corroborative Result,,Code,,,,,,4,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Corroborative Result Code,
,UN01010428,ASBIE,RASFF_ Analysis. Execution. RASFF_ Party,The party executing this RASFF analysis.,,,RASFF,Analysis,,Execution,,,,RASFF,Party,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Execution Party,
,UN01010429,ASBIE,RASFF_ Analysis. Detected. RASFF_ Health Hazard,A health hazard detected by this RASFF analysis.,,,RASFF,Analysis,,Detected,,,,RASFF,Health Hazard,,,2,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Detected Health Hazard,
,UN01010430,ASBIE,RASFF_ Analysis. Specified. RASFF_ Observation Result,The observation result specified for this RASFF analysis.,,,RASFF,Analysis,,Specified,,,,RASFF,Observation Result,,,3,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Observation Result,
,UN01010447,ABIE,RASFF_ Business Profile. Details,Distinctive features or characteristics of a business related to the Rapid Alert System for Food and Feed (RASFF).,,,RASFF,Business Profile,,,,,,,,,,,,,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,RASFF Business Profile,
,UN01010448,BBIE,RASFF_ Business Profile. Classification. Code,The code specifying the classification of the business in this RASFF business profile.,,,RASFF,Business Profile,,Classification,,Code,,,,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-4043,,,,,,,D13B,,,,Classification Code,
,UN01010449,ASBIE,RASFF_ Business Profile. Consignment Distribution. RASFF_ Country,A distribution country for consignments of the business in this RASFF business profile.,,,RASFF,Business Profile,,Consignment Distribution,,,,RASFF,Country,,,1,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Consignment Distribution Country,
,UN01010450,ASBIE,RASFF_ Business Profile. Referenced. RASFF_ Document,A document referenced for this RASFF business profile.,,,RASFF,Business Profile,,Referenced,,,,RASFF,Document,,,2,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Referenced Document,
,UN01010399,ABIE,RASFF_ Certificate. Details,A proof related to the Rapid Alert System for Food and Feed (RASFF).,,,RASFF,Certificate,,,,,,,,,,,,,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,RASFF Certificate,
,UN01010400,BBIE,RASFF_ Certificate. Identification. Identifier,The identifier for this RASFF certificate.,,,RASFF,Certificate,,Identification,,Identifier,,,,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,ID,
,UN01010401,BBIE,RASFF_ Certificate. Issue. Date Time,"The date, time, date time, or other date time value when this RASFF certificate was issued.",,,RASFF,Certificate,,Issue,,Date Time,,,,,,2,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Issue Date Time,
,UN01010402,BBIE,RASFF_ Certificate. Description. Text,A textual description of this RASFF certificate.,,,RASFF,Certificate,,Description,,Text,,,,,,3,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Description,
,UN01010345,ABIE,RASFF_ Characteristic. Details,A prominent attribute or aspect of a product related to the Rapid Alert System for Food and Feed (RASFF).,,,RASFF,Characteristic,,,,,,,,,,,,,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,RASFF Characteristic,
,UN01010346,BBIE,RASFF_ Characteristic. Value. Measure,The measure of the value for this RASFF characteristic.,,,RASFF,Characteristic,,Value,,Measure,,,,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Value Measure,
,UN01010347,BBIE,RASFF_ Characteristic. Description. Text,A textual description of this RASFF characteristic.,,,RASFF,Characteristic,,Description,,Text,,,,,,2,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-7036,,,,,,,D13B,,,,Description,
,UN01010392,ABIE,RASFF_ Consignment Item. Details,An item within a consignment of goods separately identified for transport and customs purposes related to the Rapid Alert System for Food and Feed (RASFF).,,,RASFF,Consignment Item,,,,,,,,,,,,,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,RASFF Consignment Item,
,UN01010393,BBIE,RASFF_ Consignment Item. Identification. Identifier,The identifier of this RASFF consignment item.,,,RASFF,Consignment Item,,Identification,,Identifier,,,,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,ID,
,UN01010394,BBIE,RASFF_ Consignment Item. Sequence. Numeric,The sequence number for this RASFF consignment item.,,,RASFF,Consignment Item,,Sequence,,Numeric,,,,,,2,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1496,,,,,,,D13B,,,,Sequence Number,
,UN01010395,BBIE,RASFF_ Consignment Item. Product Date Type. Code,"The code specifying the product date type, such as expiry or best before, for this RASFF consignment item.",,,RASFF,Consignment Item,,Product Date Type,,Code,,,,,,3,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Product Date Type Code,
,UN01010396,BBIE,RASFF_ Consignment Item. Product. Date Time,"The date, time, date time, or other date time value related to the product contained in this RASFF consignment item.",,,RASFF,Consignment Item,,Product,,Date Time,,,,,,4,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Product Date Time,
,UN01010397,ASBIE,RASFF_ Consignment Item. Associated. RASFF_ Document,The document associated with this RASFF consignment item.,,,RASFF,Consignment Item,,Associated,,,,RASFF,Document,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Associated Document,
,UN01010398,ASBIE,RASFF_ Consignment Item. Provided. RASFF_ Certificate,The certificate provided for this RASFF consignment item.,,,RASFF,Consignment Item,,Provided,,,,RASFF,Certificate,,,2,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Provided Certificate,
,UN01010403,ABIE,RASFF_ Consignment. Details,A consignment used for a Rapid Alert System for Food and Feed (RASFF) product.,,,RASFF,Consignment,,,,,,,,,,,,,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,RASFF Consignment,
,UN01010404,BBIE,RASFF_ Consignment. Lot_ Identification. Identifier,The lot identifier for this RASFF consignment.,,,RASFF,Consignment,Lot,Identification,,Identifier,,,,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1202,,,,,,,D13B,,,,Lot ID,
,UN01010405,BBIE,RASFF_ Consignment. Common Entry Document_ Identification. Identifier,The Common Veterinary Entry Document (CVED) or Common Entry Document (CED) identifier for this consignment or part of this consignment.,,,RASFF,Consignment,Common Entry Document,Identification,,Identifier,,,,,,2,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1202,,,,,,,D13B,,,,Common Entry Document ID,
,UN01010406,BBIE,RASFF_ Consignment. Gross Weight. Measure,The measure of the gross weight (mass) of this RASFF consignment.,,,RASFF,Consignment,,Gross Weight,,Measure,,,,,,3,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-6012,,,,,,,D13B,,,,Gross Weight,
,UN01010407,BBIE,RASFF_ Consignment. Net Weight. Measure,The measure of the net weight (mass) of this RASFF consignment.,,,RASFF,Consignment,,Net Weight,,Measure,,,,,,4,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-6014,,,,,,,D13B,,,,Net Weight,
,UN01010408,BBIE,RASFF_ Consignment. Gross Volume. Measure,The measure of the gross volume of this RASFF consignment.,,,RASFF,Consignment,,Gross Volume,,Measure,,,,,,5,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-6422,,,,,,,D13B,,,,Gross Volume,
,UN01010409,BBIE,RASFF_ Consignment. Net Volume. Measure,The measure of the net volume of this RASFF consignment.,,,RASFF,Consignment,,Net Volume,,Measure,,,,,,6,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Net Volume,
,UN01010410,BBIE,RASFF_ Consignment. Consignment Item. Quantity,The number of consignment items within this RASFF consignment.,,,RASFF,Consignment,,Consignment Item,,Quantity,,,,,,7,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-7240,,,,,,,D13B,,,,Consignment Item Quantity,
,UN01010411,ASBIE,RASFF_ Consignment. Included. RASFF_ Consignment Item,The consignment item included in this RASFF consignment.,,,RASFF,Consignment,,Included,,,,RASFF,Consignment Item,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Consignment Item,
,UN01010412,ASBIE,RASFF_ Consignment. Origin. RASFF_ Country,The country of origin for this RASFF consignment.,,,RASFF,Consignment,,Origin,,,,RASFF,Country,,,2,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Origin Country,
,UN01010413,ASBIE,RASFF_ Consignment. Related. RASFF Distribution_ Party,The distribution party related to this RASFF consignment.,,,RASFF,Consignment,,Related,,,,RASFF Distribution,Party,,,3,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Related Distribution Party,
,UN01010455,ABIE,RASFF_ Country Sub-Division. Details,"An area of land which is a sub-division within a country, related to the Rapid Alert System for Food and Feed (RASFF).",,,RASFF,Country Sub-Division,,,,,,,,,,,,,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,RASFF Country Sub-Division,
,UN01010456,BBIE,RASFF_ Country Sub-Division. Identification. Identifier,The identifier for this RASFF country sub-division.,,,RASFF,Country Sub-Division,,Identification,,Identifier,,,,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-3229,,,,,,,D13B,,,,Code,
,UN01010457,BBIE,RASFF_ Country Sub-Division. Name. Text,"A name, expressed as text, of this RASFF country sub-division.",,,RASFF,Country Sub-Division,,Name,,Text,,,,,,2,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-3228,,,,,,,D13B,,,,Name,
,UN01010451,ABIE,RASFF_ Country. Details,A country related to the Rapid Alert System for Food and Feed (RASFF).,,,RASFF,Country,,,,,,,,,,,,,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,RASFF Country,
,UN01010452,BBIE,RASFF_ Country. Identification. Identifier,The identifier of this RASFF country.,,,RASFF,Country,,Identification,,Identifier,,,,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,[3207],,,,,,,D13B,,,,Code,
,UN01010453,BBIE,RASFF_ Country. Name. Text,"A name, expressed as text, of this RASFF country.",,,RASFF,Country,,Name,,Text,,,,,,2,0,unbounded,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-3206,,,,,,,D13B,,,,Name,
,UN01010454,ASBIE,RASFF_ Country. Subordinate. RASFF_ Country Sub-Division,The country sub-division subordinate to this RASFF country.,,,RASFF,Country,,Subordinate,,,,RASFF,Country Sub-Division,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Subordinate Country Sub-Division,
,UN01010291,ABIE,RASFF_ Damage. Details,A damage applicable to the Rapid Alert System for Food and Feed (RASFF) notification.,,,RASFF,Damage,,,,,,,,Risk,,,,,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,RASFF Damage,
,UN01010292,BBIE,RASFF_ Damage. Severity. Indicator,The indication of whether or not this RASFF damage is severe.,,,RASFF,Damage,,Severity,,Indicator,,,,,,1,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Severity Indicator,
,UN01010293,BBIE,RASFF_ Damage. Affected Subject. Code,"The code specifying subjects affected by this RASFF damage, such as environment, animal health or human health.",,,RASFF,Damage,,Affected Subject,,Code,,,,,,2,0,1,Rapid Alert System,,,Food and Feed,,,Agricultural,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D13B,,,,Affected Subject Code,
